CollEn	particle	centrality	mass	beta	betaErr	temp	tempErr	n-v_prof	nErr	norm	normErr	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
7.7	ka+	8	0.49368	0.628868	0.0555753	0.0855042	0.0389603	5.6836	11.8097	905.575	3121.36	0.137712	0.0115023	0.0115035	0.00153953	0.000390837	0.000293852	0.149607	0.0133357	0.18922	0.0154345	0.0332655	0.00495487	0.000409461	0.00030617	0.222895	0.0206955	0.176998	0.0141821	0.0213192	0.00288868	0.000234557	0.000293852	0.198552	0.0173647	0.252517	0.0198635	0.0213192	0.00288868	0.000234557	0.000165383	0.27407	0.0229176	14	4
7.7	pba	0	0.93827	0.709023	0.0301318	0.0685029	0.00040407	2.07817	0.411979	1.08113e+06	49303	0.385136	0.0362068	0.0208854	0.00201711	0.0124935	0.00236308	0.418514	0.040587	0.605137	0.0571025	0.0746712	0.00792299	0.0146554	0.00272475	0.694463	0.0677502	0.173967	0.0163527	0.0108064	0.0010474	0.00452863	0.00236308	0.189302	0.0197632	0.276827	0.0261393	0.0108064	0.0010474	0.00452863	0.00082573	0.292162	0.0280124	337	2
7.7	pba	1	0.93827	0.732813	0.0257291	0.0524724	0.0145641	2.44948	0.362583	9.81026e+07	5.34445e+08	0.31113	0.030305	0.0210653	0.0138046	0.00816064	0.00788394	0.340356	0.0519936	0.492911	0.0481081	0.0775361	0.0513857	0.009618	0.00922646	0.580065	0.10872	0.140948	0.0137195	0.0109105	0.00715236	0.00298762	0.00788394	0.154846	0.0287558	0.226192	0.022077	0.0109105	0.00715236	0.00298762	0.00284229	0.24009	0.0320716	290	6
7.7	pba	2	0.93827	0.697078	0.0259763	0.0673382	0.00128354	2.77977	0.473422	1.06538e+06	318008	0.248132	0.0224959	0.0177722	0.00148162	0.00632134	0.00103571	0.272225	0.0250132	0.398032	0.0362223	0.0646037	0.00584054	0.00743057	0.00119851	0.470067	0.0432614	0.112948	0.0102387	0.00920116	0.000769422	0.00230122	0.00103571	0.124451	0.0120438	0.183538	0.016713	0.00920116	0.000769422	0.00230122	0.000364915	0.195041	0.0178473	226	8
7.7	pba	3	0.93827	0.699573	0.0192725	0.0546288	0.000924639	2.65946	0.431537	2.95798e+07	9.49237e+06	0.183442	0.0171885	0.0144572	0.00142975	0.00355605	0.000551724	0.201455	0.01917	0.295705	0.0277672	0.0533483	0.00577432	0.00420267	0.000644346	0.353256	0.0341858	0.0836709	0.00783252	0.00748867	0.000743102	0.0013089	0.000551724	0.0924684	0.00912735	0.136618	0.0128274	0.00748867	0.000743102	0.0013089	0.0001984	0.145416	0.0137689	160	10
7.7	pba	4	0.93827	0.787456	0.34599	0.104564	0.0429415	8.69808	15.6664	2125.9	9291.1	0.129429	0.0126943	0.010343	0.00184836	0.00528154	0.0200184	0.145054	0.034561	0.211416	0.0207118	0.0371994	0.00633205	0.00607245	0.0225929	0.254688	0.0496367	0.0593095	0.00580511	0.00535303	0.00095498	0.00182224	0.0200184	0.0664848	0.0267785	0.0981418	0.00960264	0.00535303	0.00095498	0.00182224	0.00657411	0.105317	0.0171317	110	11
7.7	pba	5	0.93827	0.702028	0.0291697	0.0621427	0.000331126	4.68379	0.864318	1.80454e+06	68122.1	0.0860651	0.00904781	0.00960441	0.00101507	0.00164907	0.000688762	0.0973185	0.0107516	0.142677	0.0149134	0.0359658	0.0040256	0.00194235	0.000805267	0.180585	0.0197443	0.0396217	0.00414871	0.00497783	0.000527257	0.000602837	0.000688762	0.0452024	0.00536473	0.0665578	0.00693615	0.00497783	0.000527257	0.000602837	0.000248036	0.0721385	0.00771145	72	10
7.7	pba	6	0.93827	0.918689	0.45787	0.10384	0.020675	29.2546	61.7109	1105.09	2158.17	0.0457766	0.00520995	0.00548267	0.0051458	0.00263056	0.0865814	0.0538899	0.0969371	0.0799148	0.00904086	0.0198775	0.0185485	0.00305569	0.0918636	0.102848	0.119453	0.0216005	0.00245096	0.00283842	0.00266347	0.000896042	0.0865814	0.025335	0.0916958	0.0380439	0.00429382	0.00283842	0.00266347	0.000896042	0.0218603	0.0417784	0.0288175	45	9
7.7	pba	7	0.93827	0.505557	0.327501	0.0613426	0.00177885	2.34272	1.49016	733845	360630	0.0237716	0.00316623	0.00322064	0	0.000350301	0	0.0273425	0.00316623	0.0419239	0.00549727	0.0118358	0	0.000438721	0	0.0541985	0.00549727	0.0112541	0.00148954	0.00166813	0	0.000139567	0	0.0130617	0.00148954	0.020019	0.00261107	0.00166813	0	0.000139567	0	0.0218267	0.00261107	26	7
7.7	pba	8	0.93827	0.999434	0.490384	0.0916932	0.00042692	354261	1.41421	1382.49	82.0176	0.00941667	0.00167483	0.00191045	0.000151811	0.000412683	3.85462e-05	0.0117398	0.00186519	0.0179343	0.00314398	0.00704434	0.000557233	0.000570498	5.31607e-05	0.0255492	0.00375437	0.00457296	0.000810564	0.000989673	7.86298e-05	0.000178581	3.85462e-05	0.00574121	0.00092774	0.00875169	0.00152922	0.000989673	7.86298e-05	0.000178581	1.66481e-05	0.00991995	0.0016245	14	4
7.7	pro	0	0.93827	0.6901	0.0609504	0.0777553	0.0211444	2.28855	0.340114	2.40684e+07	9.07199e+07	12.5003	1.08982	0.0856732	0.0102771	0.0592204	0.00870551	12.6452	1.10881	16.936	1.46383	0.249748	0.0320409	0.0642734	0.00938579	17.25	1.50526	28.8881	2.45112	1.52241	0.216261	0.0400666	0.00870551	30.4506	2.67609	43.9497	3.7505	1.52241	0.216261	0.0400666	0.00552614	45.5122	3.97229	337	2
7.7	pro	1	0.93827	0.695454	0.0460804	0.0760609	0.0163384	2.47733	0.319269	2.84283e+07	8.64562e+07	10.3707	0.904279	0.0763658	0.00829247	0.0477399	0.0059917	10.4948	0.918563	14.0875	1.21795	0.223121	0.0258169	0.0518192	0.00646494	14.3625	1.25023	24.2197	2.057	1.36507	0.173946	0.0323338	0.0059917	25.6171	2.23694	37.0113	3.16299	1.36507	0.173946	0.0323338	0.00383315	38.4087	3.34077	290	6
7.7	pro	2	0.93827	0.668524	0.0715136	0.0778699	0.0226151	2.43882	0.397671	1.56449e+07	6.29921e+07	7.23403	0.624793	0.0590467	0.00761659	0.0262573	0.00370433	7.31933	0.636114	9.93538	0.851811	0.172419	0.0238284	0.0285188	0.00399808	10.1363	0.879638	17.5966	1.48803	1.05382	0.161617	0.0178876	0.00370433	18.6683	1.65335	27.1915	2.31714	1.05382	0.161617	0.0178876	0.00237686	28.2632	2.48114	226	8
7.7	pro	3	0.93827	0.666192	0.056368	0.0797091	0.0186942	2.81986	0.360397	7.86342e+06	2.51007e+07	4.60436	0.397759	0.0418707	0.00468741	0.0169477	0.0024613	4.66318	0.404907	6.35686	0.545288	0.122524	0.0146309	0.0184034	0.00265636	6.49779	0.562575	11.4293	0.968321	0.751379	0.098926	0.0115223	0.0024613	12.1922	1.06971	17.8082	1.52179	0.751379	0.098926	0.0115223	0.00157832	18.5711	1.6223	160	10
7.7	pro	4	0.93827	0.667536	0.0420316	0.0780506	0.0144149	3.34907	0.38829	7.46613e+06	1.91969e+07	2.89618	0.249772	0.0311799	0.00326471	0.00956917	0.00125518	2.93693	0.254292	4.03806	0.346101	0.091582	0.01019	0.0103937	0.00135584	4.14004	0.357647	7.45913	0.633446	0.564973	0.0689117	0.00652122	0.00125518	8.03063	0.703613	11.7799	1.01074	0.564973	0.0689117	0.00652122	0.00081182	12.3514	1.08046	110	11
7.7	pro	5	0.93827	0.665472	0.0330983	0.0710947	0.0103038	3.67754	0.436274	1.79039e+07	3.94311e+07	1.54862	0.132914	0.0207514	0.00222354	0.00345281	0.000304019	1.57282	0.135441	2.19431	0.187487	0.0612857	0.00695944	0.0037551	0.000329633	2.25936	0.194776	4.2242	0.359477	0.381397	0.0472716	0.00238079	0.000304019	4.60797	0.407052	6.79061	0.585148	0.381397	0.0472716	0.00238079	0.000203841	7.17439	0.632624	72	10
7.7	pro	6	0.93827	0.65705	0.0297374	0.0714534	0.00936293	4.29742	0.489231	9.95551e+06	1.98035e+07	0.812992	0.0701776	0.0127965	0.0017233	0.0015745	0.00166405	0.827363	0.0735649	1.16633	0.100238	0.037889	0.00536168	0.00171269	0.00180678	1.20593	0.107407	2.31629	0.198475	0.236731	0.0360829	0.00108768	0.00166405	2.55411	0.236222	3.77831	0.328088	0.236731	0.0360829	0.00108768	0.00113021	4.01613	0.365302	45	9
7.7	pro	7	0.93827	0.622874	0.0599156	0.0744666	0.0194772	4.78672	0.624164	2.84034e+06	1.08716e+07	0.363246	0.0317502	0.00678809	0.00113123	0.00050815	8.27543e-05	0.370543	0.0329642	0.531877	0.0462538	0.0201002	0.00357051	0.000553006	8.96675e-05	0.55253	0.049914	1.10802	0.0960194	0.125587	0.024529	0.000352527	8.27543e-05	1.23396	0.120631	1.84366	0.16197	0.125587	0.024529	0.000352527	5.51471e-05	1.9696	0.186554	26	7
7.7	pro	8	0.93827	0.516962	0.341647	0.0662211	1.01426	2.0282	1.00586	7.38065e+06	337672	0.142734	0.013552	0.00302834	0	3.38229e-05	0	0.145796	0.013552	0.2154	0.0200828	0.00890141	0	3.69369e-05	0	0.224338	0.0200828	0.480222	0.0435267	0.0549687	0	2.42068e-05	0	0.535215	0.0435267	0.824138	0.0753071	0.0549687	0	2.42068e-05	0	0.879131	0.0753071	14	4
7.7	eta	0	0.54786	0.769678	0.00906118	0.0511667	0.00365468	8.72954	0.774035	4.08714e+07	3.78861e+07	15.2457	1.35487	2.21853	0.176337	0.00146809	0.000310843	17.4657	1.53151	22.5698	1.85924	7.36306	0.641577	0.00151508	0.000320744	29.9344	2.50113	18.7238	1.43512	3.77763	0.302806	0.000660679	0.000310843	22.5021	1.73824	29.076	2.13354	3.77763	0.302806	0.000660679	0.000139595	32.8543	2.43649	337	2
7.7	eta	1	0.54786	0.770989	0.00899461	0.0491784	0.00357224	8.96839	0.791372	5.70385e+07	5.56715e+07	12.3132	1.1766	1.91328	0.166137	0.000930215	0.000392976	14.2274	1.34313	18.3212	1.59541	6.38592	0.606251	0.000960165	0.000405735	24.7081	2.20206	15.1923	1.21342	3.2595	0.285353	0.00041986	0.000392976	18.4523	1.49917	23.712	1.79167	3.2595	0.285353	0.00041986	0.000178228	26.972	2.0772	290	6
7.7	eta	2	0.54786	0.765828	0.00985374	0.0494397	0.00397301	8.57291	0.832892	4.00885e+07	4.29242e+07	9.40227	1.0003	1.43076	0.127757	0.000654442	0.000295083	10.8337	1.12836	13.966	1.32496	4.76814	0.467126	0.000675517	0.000304654	18.7349	1.79239	11.5897	0.987592	2.43713	0.219475	0.000295418	0.000295083	14.0271	1.20736	18.0524	1.43049	2.43713	0.219475	0.000295418	0.000133757	20.4898	1.65009	226	8
7.7	eta	3	0.54786	0.761212	0.0109147	0.0476332	0.00429818	8.47069	0.891131	4.58219e+07	5.67692e+07	6.35917	0.823614	1.02323	0.101141	0.000298897	0.000137222	7.3827	0.924892	9.49484	1.05641	3.42624	0.372172	0.000308571	0.000141732	12.9214	1.42872	7.88671	0.761921	1.74368	0.17384	0.000135268	0.000137222	9.63053	0.935899	12.3388	1.07377	1.74368	0.17384	0.000135268	6.26186e-05	14.0826	1.24767	160	10
7.7	eta	4	0.54786	0.755658	0.0125487	0.0454905	0.00475276	8.33689	0.963679	5.86365e+07	8.73601e+07	4.17183	0.700067	0.716468	0.0819999	0.000119849	6.53194e-05	4.88842	0.782132	6.26545	0.866326	2.41363	0.30322	0.000123753	6.72893e-05	8.6792	1.16961	5.20839	0.601713	1.22158	0.140986	5.44152e-05	6.53194e-05	6.43002	0.742765	8.18984	0.81817	1.22158	0.140986	5.44152e-05	2.85485e-05	9.41147	0.959185	110	11
7.7	eta	5	0.54786	0.748189	0.0155576	0.0430929	0.00509226	8.54319	1.13346	8.53638e+07	1.5067e+08	2.60388	0.481083	0.49853	0	0.000168769	0	3.10257	0.481083	3.95769	0.595681	1.69369	0	0.000175486	0	5.65155	0.595681	3.29507	0.42394	0.850626	0	8.42456e-05	0	4.14578	0.42394	5.23438	0.571165	0.850626	0	8.42456e-05	0	6.08509	0.571165	72	10
7.7	eta	6	0.54786	0.73943	0.0194456	0.0391928	0.00585907	8.54714	1.27055	2.38649e+08	5.78628e+08	1.56996	0.37081	0.345714	0.103028	9.05968e-05	0.000315581	1.91577	0.474154	2.41416	0.451382	1.19208	0.364228	9.46511e-05	0.000328959	3.60633	0.815939	2.01195	0.321651	0.59064	0.176346	4.77905e-05	0.000315581	2.60263	0.498312	3.228	0.421841	0.59064	0.176346	4.77905e-05	0.000162037	3.81868	0.598348	45	9
7.7	eta	7	0.54786	0.723273	0.0303246	0.0384379	0.00903745	7.48981	1.81002	1.72104e+08	6.62282e+08	0.842878	0.335991	0.182678	0.0912726	2.90282e-05	0.000226605	1.02559	0.42749	1.29791	0.393366	0.629542	0.317239	3.0335e-05	0.000236323	1.92748	0.710841	1.08485	0.273056	0.312075	0.15598	1.53582e-05	0.000226605	1.39694	0.429263	1.73991	0.338772	0.312075	0.15598	1.53582e-05	0.00011703	2.05201	0.494869	26	7
7.7	eta	8	0.54786	0.706605	0.0426167	0.0352116	0.0104309	6.75875	2.06386	3.80158e+08	1.98392e+09	0.408252	0.22157	0.0958881	0.129609	3.02245e-05	0.000579675	0.50417	0.351759	0.63456	0.260983	0.334075	0.435486	3.19545e-05	0.000611351	0.968667	0.69708	0.531963	0.190676	0.163957	0.220862	1.78733e-05	0.000579675	0.695937	0.412117	0.858836	0.234483	0.163957	0.220862	1.78733e-05	0.000335065	1.02281	0.45568	14	4
11.5	pi-	0	0.13957	0.820689	0.0401172	0.07087	0.0101798	3.32525	0.411235	54890.5	35725.5	42.5128	2.82334	7.76221	0.88539	0.0163477	0.00136147	50.2914	3.7101	44.2416	2.93789	10.593	1.33147	0.0163802	0.00136405	54.851	4.27073	76.5155	5.05153	33.5255	4.19438	0.007336	0.00136147	110.048	9.24727	80.6628	5.32779	33.5255	4.19438	0.007336	0.000596795	114.196	9.52276	338	2
11.5	pi-	1	0.13957	0.830372	0.0434463	0.0680622	0.0109068	3.14601	0.362339	50733.1	37272.8	33.2105	2.20638	6.13612	0.746977	0.0123938	0.00098412	39.359	2.95434	34.5567	2.29558	8.39695	1.13365	0.0124185	0.000985997	42.966	3.43021	59.6674	3.93988	26.5693	3.56578	0.00556676	0.00098412	86.2423	7.50665	62.8941	4.15482	26.5693	3.56578	0.00556676	0.000432477	89.4689	7.72103	291	6
11.5	pi-	2	0.13957	0.819154	0.0380185	0.0713089	0.00970518	3.45537	0.423438	32172.2	19922.7	25.1361	1.6687	4.66257	0.523907	0.00959035	0.000800833	29.8082	2.19341	26.1659	1.73694	6.36372	0.786387	0.00960938	0.000802353	32.5392	2.52413	45.4117	2.99786	20.1413	2.47795	0.00430311	0.000800833	65.5573	5.47661	47.8884	3.16285	20.1413	2.47795	0.00430311	0.000350901	68.034	5.64115	226	8
11.5	pi-	3	0.13957	0.758635	0.0156222	0.0830333	0.00426025	3.1403	0.301586	10355.2	2152.25	16.9331	1.12442	2.59559	0.0943486	0.00600031	0.000392583	19.5347	1.21916	17.6312	1.17069	3.49202	0.135365	0.00601224	0.000393332	21.1292	1.30645	30.6913	2.02661	11.0551	0.427896	0.00269511	0.000392583	41.7491	2.4549	32.3734	2.1387	11.0551	0.427896	0.00269511	0.000172594	43.4313	2.56677	160	9
11.5	pi-	4	0.13957	0.836688	0.046294	0.0634683	0.0110412	3.12919	0.324023	25540	21179.3	11.3223	0.750968	2.34783	0.316282	0.00309744	0.0002288	13.6733	1.06748	11.7989	0.782563	3.23628	0.487594	0.00310365	0.000229244	15.0382	1.27039	20.7732	1.37174	10.2357	1.52916	0.00139768	0.0002288	31.0103	2.90113	21.9266	1.44863	10.2357	1.52916	0.00139768	0.000101484	32.1637	2.97788	110	10
11.5	pi-	5	0.13957	0.839546	0.0495817	0.0616251	0.0116189	3.11956	0.317963	18705.2	17095	7.0334	0.46666	1.52589	0.223186	0.00169112	0.000123285	8.56098	0.689969	7.33364	0.486574	2.1099	0.346799	0.00169452	0.000123526	9.44523	0.833497	13.0072	0.859243	6.67157	1.08594	0.000764479	0.000123285	19.6795	1.9453	13.7365	0.907878	6.67157	1.08594	0.000764479	5.49063e-05	20.4089	1.99387	73	10
11.5	pi-	6	0.13957	0.842184	0.0609725	0.0587321	0.0137857	3.07728	0.327084	14529.4	16968.8	4.14743	0.275362	0.97095	0.174493	0.000765787	5.53724e-05	5.11914	0.44991	4.32915	0.287427	1.34944	0.275099	0.000767338	5.54824e-05	5.67935	0.562581	7.78535	0.514754	4.26502	0.858874	0.000347388	5.53724e-05	12.0507	1.37368	8.22958	0.544398	4.26502	0.858874	0.000347388	2.48771e-05	12.4949	1.4033	45	9
11.5	pi-	7	0.13957	0.838901	0.138259	0.0564405	0.0312873	2.8653	0.362974	10149	28129.5	2.32278	0.154461	0.573131	0.21079	0.000781932	7.79842e-05	2.89669	0.36533	2.42733	0.161414	0.798706	0.338873	0.000783868	7.81758e-05	3.22682	0.500365	4.43403	0.293808	2.52344	1.05387	0.000391927	7.79842e-05	6.95787	1.34776	4.69076	0.310961	2.52344	1.05387	0.000391927	3.8984e-05	7.21459	1.36487	26	7
11.5	pi-	8	0.13957	0.863831	0.0807215	0.0484663	0.0173923	2.62121	0.559083	11231.7	21908.4	1.1849	0.0795249	0.318526	0.0789446	0.000283406	2.08303e-05	1.50371	0.15849	1.23921	0.0831477	0.449565	0.130819	0.000284114	2.08798e-05	1.68905	0.213988	2.28744	0.152349	1.41746	0.402904	0.000142813	2.08303e-05	3.70505	0.555274	2.42125	0.161309	1.41746	0.402904	0.000142813	1.02344e-05	3.83885	0.564224	14	4
11.5	pi+	0	0.13957	0.816532	0.0457791	0.0725072	0.0115568	3.02615	0.419022	45043.8	31590.4	41.4462	2.75443	6.91414	0.785619	0.0175569	0.0014822	48.3779	3.54153	43.0811	2.86268	9.39836	1.17768	0.0175917	0.00148501	52.497	4.04185	73.4331	4.84713	29.745	3.71189	0.0078706	0.0014822	103.186	8.56051	77.3167	5.10565	29.745	3.71189	0.0078706	0.000648443	107.07	8.8182	338	2
11.5	pi+	1	0.13957	0.828584	0.0523042	0.0686736	0.0129979	2.82174	0.361559	44103.5	37306	32.2477	2.14278	5.50236	0.692485	0.0127565	0.00103223	37.7628	2.8363	33.5205	2.22708	7.5053	1.05112	0.0127818	0.0010342	41.0386	3.27923	57.1642	3.77354	23.7476	3.30639	0.00572768	0.00103223	80.9175	7.08097	60.1883	3.97487	23.7476	3.30639	0.00572768	0.000453372	83.9416	7.28171	291	6
11.5	pi+	2	0.13957	0.830172	0.0475351	0.0678978	0.0117993	2.96512	0.352641	36327	28658.8	24.2682	1.61079	4.346	0.537102	0.00907349	0.00071297	28.6233	2.1486	25.2415	1.67525	5.94109	0.816185	0.00909154	0.000714332	31.1917	2.49215	43.3764	2.86236	18.7978	2.56669	0.00407653	0.00071297	62.1783	5.42977	45.7004	3.0171	18.7978	2.56669	0.00407653	0.000313514	64.5022	5.58411	226	8
11.5	pi+	3	0.13957	0.818311	0.0394936	0.0721808	0.0101756	3.36489	0.433246	19235.7	12193.8	16.3425	1.08606	2.91402	0.327785	0.006685	0.000570765	19.2633	1.41441	17.0027	1.1298	3.9703	0.491129	0.00669824	0.000571844	20.9797	1.6215	29.3026	1.935	12.5664	1.54806	0.00299667	0.000570765	41.872	3.48364	30.8837	2.04031	12.5664	1.54806	0.00299667	0.000249669	43.4531	3.58863	160	9
11.5	pi+	4	0.13957	0.811576	0.0398485	0.0717238	0.0098716	3.40557	0.436457	13782.8	8583.83	10.9162	0.724762	2.04318	0.228242	0.00372884	0.000317668	12.9631	0.953322	11.3677	0.754686	2.78708	0.342287	0.00373626	0.000318273	14.1585	1.09729	19.8376	1.30995	8.82142	1.0787	0.00167586	0.000317668	28.6607	2.38897	20.9249	1.38241	8.82142	1.0787	0.00167586	0.000139507	29.748	2.46125	110	10
11.5	pi+	5	0.13957	0.813058	0.0388153	0.0702482	0.00943167	3.46145	0.417713	9720.58	5991.5	6.77751	0.450406	1.33369	0.149326	0.00207134	0.000173181	8.11327	0.599905	7.06269	0.469322	1.8238	0.224738	0.00207547	0.000173513	8.88857	0.694233	12.4333	0.821688	5.77214	0.707815	0.000932388	0.000173181	18.2064	1.52968	13.1235	0.867705	5.77214	0.707815	0.000932388	7.62831e-05	18.8966	1.5756	73	10
11.5	pi+	6	0.13957	0.814653	0.0456589	0.0663101	0.0103362	3.29974	0.376045	7791.07	5703.87	3.97069	0.263901	0.855887	0.107065	0.000866835	7.1539e-05	4.82745	0.371038	4.14324	0.275356	1.17677	0.1634	0.000868581	7.16784e-05	5.32088	0.438828	7.42005	0.490766	3.72319	0.513417	0.000392107	7.1539e-05	11.1436	1.00425	7.84085	0.518845	3.72319	0.513417	0.000392107	3.17977e-05	11.5644	1.03229	45	9
11.5	pi+	7	0.13957	0.799244	0.0573245	0.066035	0.0123115	3.16181	0.454149	4620.25	3999.06	2.20934	0.146844	0.50036	0.0678685	0.000857947	8.06193e-05	2.71056	0.214793	2.30842	0.153431	0.688209	0.104127	0.000860059	8.08095e-05	2.99749	0.257638	4.20923	0.27875	2.17741	0.326915	0.000428676	8.06193e-05	6.38707	0.605745	4.45229	0.294986	2.17741	0.326915	0.000428676	3.93993e-05	6.63013	0.62194	26	7
11.5	pi+	8	0.13957	0.797385	0.0966368	0.0629518	0.0194132	2.74699	0.447964	2928.11	4191.15	1.12447	0.0756167	0.262001	0.0487435	0.000324112	3.55389e-05	1.3868	0.124396	1.17563	0.079031	0.361159	0.0761174	0.000324917	3.56246e-05	1.53712	0.155184	2.16254	0.144185	1.1423	0.238231	0.000162736	3.55389e-05	3.305	0.382451	2.28825	0.152605	1.1423	0.238231	0.000162736	1.75633e-05	3.43072	0.390854	14	4
11.5	pi0	0	0.13497	0.818593	0.0438565	0.0718005	0.011064	3.12807	0.419131	47948.5	32569.4	41.9794	2.78716	7.37356	0.850332	0.0169881	0.00141303	49.37	3.63891	43.5554	2.89154	9.91364	1.25878	0.0170195	0.00141553	53.486	4.15173	75.2088	4.96329	32.2655	4.0994	0.00761966	0.00141303	107.482	9.06411	78.9897	5.21504	32.2655	4.0994	0.00761966	0.000618794	111.263	9.31506	338	2
11.5	pi0	1	0.13497	0.829725	0.0490351	0.0684199	0.0122092	2.93282	0.365095	45664.8	36388.8	32.7292	2.17305	5.85088	0.735937	0.0126076	0.000999537	38.5927	2.90998	33.9563	2.25432	7.89109	1.1014	0.0126311	0.00100132	41.86	3.35672	58.5985	3.86744	25.6808	3.58215	0.00566197	0.000999537	84.2849	7.45058	61.5413	4.06339	25.6808	3.58215	0.00566197	0.000439164	87.2277	7.64598	291	6
11.5	pi0	2	0.13497	0.824026	0.0438858	0.0698441	0.0110063	3.15484	0.40202	32637.9	23007.4	24.7022	1.63901	4.53051	0.539913	0.00935237	0.000765218	29.2421	2.17969	25.6408	1.70118	6.10811	0.803821	0.00936975	0.00076658	31.7582	2.50577	44.5342	2.93872	19.8808	2.61601	0.00419922	0.000765218	64.4192	5.5555	46.7944	3.08925	19.8808	2.61601	0.00419922	0.000335805	66.6794	5.7056	226	8
11.5	pi0	3	0.13497	0.820064	0.0396652	0.0713479	0.0101141	3.36855	0.425557	20454.2	13004.5	16.6379	1.10457	3.07983	0.353655	0.00647273	0.00054086	19.7243	1.45876	17.2743	1.14673	4.14882	0.523659	0.00648474	0.000541819	21.4296	1.67093	30.0923	1.9865	13.5049	1.7053	0.00290381	0.00054086	43.6001	3.69234	31.6287	2.08885	13.5049	1.7053	0.00290381	0.000236936	45.1364	3.79438	160	9
11.5	pi0	4	0.13497	0.82235	0.0437037	0.0681101	0.0105174	3.21357	0.376385	17360.1	12224.6	11.1195	0.7372	2.19536	0.266487	0.00342823	0.000268251	13.3183	1.00396	11.5543	0.766019	2.9691	0.398517	0.00343463	0.000268733	14.5268	1.1648	20.3708	1.3446	9.6646	1.29612	0.00154378	0.000268251	30.037	2.64099	21.4259	1.41491	9.6646	1.29612	0.00154378	0.000118329	31.092	2.71115	110	10
11.5	pi0	5	0.13497	0.823609	0.0441823	0.0666581	0.010421	3.23589	0.36268	12249.7	8850.45	6.90547	0.457857	1.42718	0.178001	0.00189149	0.000145719	8.33454	0.636004	7.17977	0.476044	1.9349	0.267406	0.00189504	0.000145983	9.11657	0.743597	12.7616	0.84257	6.29832	0.869151	0.000853175	0.000145719	19.0608	1.71187	13.43	0.887125	6.29832	0.869151	0.000853175	6.44828e-05	19.7292	1.75634	73	10
11.5	pi0	6	0.13497	0.92667	0.00401381	0.0376398	0.00125609	4.2342	0.654605	179788	40289.1	4.05919	0.268997	1.42897	0	0.000695779	0	5.48886	0.268997	4.22519	0.28001	2.11028	0	0.000697105	0	6.33617	0.28001	7.62798	0.503821	6.79615	0	0.000316716	0	14.4244	0.503821	8.0353	0.530989	6.79615	0	0.000316716	0	14.8318	0.530989	45	9
11.5	pi0	7	0.13497	0.820322	0.0725573	0.0610276	0.0153858	2.91314	0.357077	6553.93	7818.96	2.26591	0.15012	0.539383	0.0930609	0.000819217	6.85071e-05	2.80611	0.243249	2.36133	0.156457	0.736863	0.143664	0.000821108	6.86602e-05	3.09901	0.30019	4.33606	0.286711	2.39801	0.465093	0.000410044	6.85071e-05	6.73449	0.751873	4.57141	0.302422	2.39801	0.465093	0.000410044	3.37119e-05	6.96983	0.767549	26	7
11.5	pi0	8	0.13497	0.822924	0.11938	0.0573747	0.0242833	2.5394	0.317693	4435.17	8975.92	1.15476	0.0768971	0.283272	0	0.000305675	0	1.43834	0.0768971	1.20418	0.0801853	0.388057	0	0.000306387	0	1.59254	0.0801853	2.23261	0.148053	1.26242	0	0.000153747	0	3.49518	0.148053	2.35481	0.156222	1.26242	0	0.000153747	0	3.61739	0.156222	14	4
11.5	ka-	0	0.49368	0.750913	0.0328913	0.0708386	0.00917724	2.90646	0.226881	131847	150517	6.35426	0.39371	0.344272	0.0241055	0.0078377	0.000834268	6.70637	0.41865	8.23785	0.508655	0.994686	0.0769053	0.00807427	0.000857938	9.24061	0.586418	7.40313	0.452741	0.637935	0.0451765	0.00379759	0.000834268	8.04487	0.498752	10.0417	0.613986	0.637935	0.0451765	0.00379759	0.000391685	10.6834	0.659555	338	2
11.5	ka-	1	0.49368	0.719208	0.0342751	0.0817437	0.0102193	3.26579	0.387561	33809	33208.4	5.25862	0.327055	0.277295	0.0166513	0.00753775	0.000869629	5.54346	0.344576	6.82368	0.422646	0.7965	0.0520346	0.00776274	0.000893756	7.62794	0.475574	6.13893	0.376325	0.513499	0.0311343	0.00363107	0.000869629	6.65606	0.408329	8.33232	0.510417	0.513499	0.0311343	0.00363107	0.000403537	8.84945	0.541955	291	6
11.5	ka-	2	0.49368	0.763602	0.0236125	0.0686948	0.00708543	3.43354	0.255558	110682	103811	3.76543	0.232338	0.230777	0.0155519	0.00460171	0.000457847	4.00081	0.248348	4.91767	0.302468	0.671018	0.0497093	0.00474053	0.000470864	5.59343	0.352648	4.42839	0.269786	0.427935	0.0291514	0.00222904	0.000457847	4.85855	0.299395	6.05749	0.369124	0.427935	0.0291514	0.00222904	0.000215181	6.48766	0.398491	226	8
