CollEn	particle	centrality	mass	beta	betaErr	temp	tempErr	n-v_prof	nErr	norm	normErr	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr	fitStatus
19.6	la_	5	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	0.299485	0.0130868	5.565e-55	2.33568e-26	1.52583e-84	8.72156e-40	0.299485	0.0130868	0.429424	0.0190823	1.20498e-54	5.16385e-26	1.56798e-84	8.95936e-40	0.429424	0.0190823	0.724107	0.0341604	3.91767e-54	1.73175e-25	4.09221e-85	8.72156e-40	0.724107	0.0341604	1.21301	0.060809	3.91767e-54	1.73175e-25	4.09221e-85	2.31993e-40	1.21301	0.060809	58	44	1
19.6	la_	6	1.11568	0.600332	0.0260553	0.103795	0.00790243	7.08214	0.809367	22746.1	22785.2	0.0565097	0.00336747	0.00134042	0.000113119	8.17745e-09	2.00958e-09	0.0578501	0.00348059	0.084159	0.00513673	0.00362161	0.000320418	8.38779e-09	2.06103e-09	0.0877806	0.00545715	0.155179	0.0101947	0.0170615	0.00162414	2.09669e-09	2.00958e-09	0.17224	0.0118189	0.27063	0.019021	0.0170615	0.00162414	2.09669e-09	5.13794e-10	0.287691	0.0206451	20	14	1
27	ala	0	1.11568	0.334959	0.030903	0.156887	0.00370842	-9.64015e-05	0.166428	1551.57	290.155	4.24403	0.158834	0.137435	0.005349	7.42701e-08	5.9273e-09	4.38146	0.164183	6.31248	0.251636	0.434759	0.0179617	7.5717e-08	6.04209e-09	6.74724	0.269598	1.53148	0.058281	0.0593361	0.00231576	1.08321e-08	5.9273e-09	1.59082	0.0605968	2.33396	0.0952242	0.0593361	0.00231576	1.08321e-08	8.62316e-10	2.3933	0.0975399	343	2	1
27	ala	1	1.11568	0.653786	0.0995473	0.102789	0.0256856	1.80804	0.900393	117373	378280	3.55004	0.142715	0.136064	0.0299469	5.90674e-08	5.27385e-09	3.68611	0.172662	5.30235	0.2252	0.439286	0.110017	6.02188e-08	5.37899e-09	5.74164	0.335217	1.28364	0.0523286	0.0587979	0.0130192	8.61727e-09	5.27385e-09	1.34244	0.0653479	1.96464	0.0851165	0.0587979	0.0130192	8.61727e-09	7.77124e-10	2.02344	0.0981357	299	6	1
27	ala	2	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	2.73957	0.0851204	8.11448e-54	3.80105e-25	0	9.73561e-45	2.73957	0.0851204	4.16538	0.137645	1.76713e-53	8.48851e-25	0	9.93749e-45	4.16538	0.137645	0.99841	0.0314925	3.42083e-54	1.60723e-25	0	9.73561e-45	0.99841	0.0314925	1.55646	0.0525306	3.42083e-54	1.60723e-25	0	1.45756e-45	1.55646	0.0525306	234	9	1
27	ala	3	1.11568	0.597638	0.0558	0.11807	0.0143944	2.52464	0.419281	15008	20893.9	1.95935	0.0725677	0.0971311	0.0081381	5.20327e-07	7.10172e-08	2.05648	0.0807059	3.05617	0.120763	0.315458	0.0293795	5.33404e-07	7.27849e-08	3.37163	0.150143	0.722407	0.0270976	0.0419804	0.00353476	8.4018e-08	7.10172e-08	0.764388	0.0306324	1.1556	0.0465616	0.0419804	0.00353476	8.4018e-08	1.14213e-08	1.19758	0.0500964	166	11	1
27	ala	4	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	1.27615	0.0555715	9.1644e-54	4.06507e-25	1.43715e-84	1.07003e-39	1.27615	0.0555715	2.00292	0.0918035	1.98881e-53	9.04593e-25	1.47659e-84	1.09902e-39	2.00292	0.0918035	0.4729	0.0207227	3.86151e-54	1.71805e-25	2.40517e-85	1.07003e-39	0.4729	0.0207227	0.760361	0.0353215	3.86151e-54	1.71805e-25	2.40517e-85	1.78156e-40	0.760361	0.0353215	114	11	1
27	ala	5	1.11568	0.595833	0.0370913	0.111834	0.0100022	4.05294	0.439094	11546.5	12528.6	0.656972	0.0313535	0.0446953	0.00372293	6.53137e-08	1.05821e-08	0.701667	0.0350764	1.07857	0.0552434	0.147709	0.0135372	6.69731e-08	1.08491e-08	1.22628	0.0687806	0.248119	0.0120294	0.0193326	0.0016175	1.05927e-08	1.05821e-08	0.267451	0.0136469	0.417155	0.0217961	0.0193326	0.0016175	1.05927e-08	1.71129e-09	0.436487	0.0234136	61	47	1
27	ala	6	1.11568	0.579129	0.0278666	0.111012	0.00846274	7.61544	0.887419	4259.46	4042.38	0.174476	0.0113366	0.0162595	0.00150603	5.46446e-08	1.10342e-08	0.190736	0.0128426	0.29903	0.0207329	0.0545364	0.00546442	5.63681e-08	1.13784e-08	0.353567	0.0261973	0.0673188	0.00443444	0.00703804	0.000654264	9.63769e-09	1.10342e-08	0.0743568	0.00508872	0.117766	0.00830069	0.00703804	0.000654264	9.63769e-09	1.93737e-09	0.124804	0.00895496	21	14	1
27	la_	0	1.11568	0.569587	0.0440169	0.12745	0.0105084	1.9841	0.294237	55141.3	48462.4	3.3032	0.109098	0.0277743	0.00133405	5.09097e-08	5.04866e-09	3.33097	0.110432	4.49149	0.151819	0.0732959	0.00368382	5.17377e-08	5.13055e-09	4.56478	0.155503	6.58846	0.242313	0.332234	0.0179529	9.88829e-09	5.04866e-09	6.9207	0.260266	10.4061	0.413156	0.332234	0.0179529	9.88829e-09	9.78985e-10	10.7383	0.431109	343	2	1
27	la_	1	1.11568	0.57364	0.0491847	0.126386	0.0120491	2.08252	0.316141	49353.2	50350.7	2.6632	0.0940561	0.0229629	0.0011708	3.95294e-08	5.13806e-09	2.68616	0.0952269	3.62072	0.129942	0.0606357	0.00324418	4.01728e-08	5.22147e-09	3.68135	0.133186	5.30452	0.203151	0.275146	0.0158966	7.6812e-09	5.13806e-09	5.57967	0.219047	8.35825	0.342642	0.275146	0.0158966	7.6812e-09	9.96847e-10	8.6334	0.358538	299	6	1
27	la_	2	1.11568	0.597406	0.0343416	0.121489	0.00896911	2.49404	0.251625	58940.1	48384.5	1.94418	0.0535053	0.0184694	0.000817367	2.94257e-08	3.60064e-09	1.96265	0.0543227	2.65446	0.0741578	0.048898	0.00228134	2.99052e-08	3.65919e-09	2.70336	0.0764391	3.93429	0.116691	0.222887	0.0113035	5.72154e-09	3.60064e-09	4.15718	0.127995	6.22537	0.196517	0.222887	0.0113035	5.72154e-09	6.99248e-10	6.44826	0.20782	234	9	1
27	la_	3	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	1.2552	0.0406674	5.77754e-55	2.38698e-26	0	9.74671e-49	1.2552	0.0406674	1.7264	0.0568345	1.24973e-54	5.27187e-26	0	9.91577e-49	1.7264	0.0568345	2.61336	0.0915427	4.05744e-54	1.76548e-25	0	9.74671e-49	2.61336	0.0915427	4.18025	0.156046	4.05744e-54	1.76548e-25	0	1.96817e-49	4.18025	0.156046	166	11	1
27	la_	4	1.11568	0.620814	0.0281979	0.116351	0.00814074	3.80523	0.343775	44579.7	36555.5	0.750089	0.0299592	0.00923957	0.000550311	1.03089e-08	1.7857e-09	0.759329	0.0305095	1.04185	0.0422643	0.0246023	0.00153882	1.04775e-08	1.81483e-09	1.06645	0.0438032	1.62303	0.0700709	0.11326	0.00764993	2.00863e-09	1.7857e-09	1.73629	0.0777208	2.63879	0.121826	0.11326	0.00764993	2.00863e-09	3.47415e-10	2.75205	0.129476	114	11	1
27	la_	5	1.11568	0.576557	0.0220959	0.130109	0.00659742	5.30648	0.380897	6378.44	3476.12	0.311293	0.0127751	0.00435717	0.000207423	3.44921e-08	4.82244e-09	0.315651	0.0129826	0.44072	0.0184054	0.0116399	0.00057466	3.51593e-08	4.91495e-09	0.45236	0.01898	0.720107	0.0320255	0.0537758	0.00281283	7.43043e-09	4.82244e-09	0.773883	0.0348383	1.1906	0.0563886	0.0537758	0.00281283	7.43043e-09	1.03358e-09	1.24438	0.0592014	61	47	1
27	la_	6	1.11568	0.652084	0.0174277	0.0947093	0.00481862	7.38419	0.788426	82338.1	60397.9	0.062634	0.00352543	0.00148456	0.000110584	1.01896e-07	9.63122e-09	0.0641186	0.00363603	0.0922712	0.00533302	0.00404138	0.000315559	1.05111e-07	9.93311e-09	0.0963126	0.00564859	0.166354	0.0104202	0.0192575	0.00161679	2.96855e-08	9.63122e-09	0.185611	0.012037	0.288401	0.019388	0.0192575	0.00161679	2.96855e-08	2.79392e-09	0.307658	0.0210048	21	14	1
39	ala	0	1.11568	0.429532	0.199019	0.163647	0.0481133	1.06994	0.61321	1628.42	3999.32	6.08988	0.307807	0.217416	0.0122112	4.03952e-06	5.60845e-07	6.3073	0.320019	9.03665	0.521831	0.691288	0.0405462	4.13843e-06	5.74411e-07	9.72794	0.562377	2.19142	0.116555	0.0938788	0.00528341	6.45454e-07	5.60845e-07	2.2853	0.121839	3.33408	0.203267	0.0938788	0.00528341	6.45454e-07	8.91533e-08	3.42796	0.20855	342	2	1
39	ala	1	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	5.27907	0.306661	8.95009e-54	4.01232e-25	1.57485e-85	5.48997e-40	5.27907	0.306661	8.0165	0.536855	1.94362e-53	8.93472e-25	1.61736e-85	5.63625e-40	8.0165	0.536855	1.92155	0.117474	3.77158e-54	1.69591e-25	2.61852e-86	5.48997e-40	1.92155	0.117474	2.99264	0.211436	3.77158e-54	1.69591e-25	2.61852e-86	9.08146e-41	2.99264	0.211436	294	6	1
39	ala	2	1.11568	0.395155	0.0316574	0.204324	0.00778169	8.52699	5.89035	203.559	59.0523	3.99319	0.174595	0.156749	0.00559278	4.68345e-06	9.95808e-07	4.14994	0.180189	6.06049	0.300338	0.499735	0.0184119	4.79675e-06	1.01919e-06	6.56023	0.318751	1.45281	0.0665051	0.0676909	0.00241885	7.44418e-07	9.95808e-07	1.5205	0.0689249	2.26157	0.117622	0.0676909	0.00241885	7.44418e-07	1.56279e-07	2.32926	0.120041	230	9	1
39	ala	3	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	2.81919	0.147662	9.15992e-54	4.06397e-25	4.80683e-85	6.59012e-40	2.81919	0.147662	4.35797	0.258164	1.98786e-53	9.04362e-25	4.93716e-85	6.76651e-40	4.35797	0.258164	1.03533	0.0566858	3.85963e-54	1.71759e-25	8.00655e-86	6.59012e-40	1.03533	0.0566858	1.64119	0.101756	3.85963e-54	1.71759e-25	8.00655e-86	1.09206e-40	1.64119	0.101756	162	10	1
39	ala	4	1.11568	0.475361	0.0352835	0.170613	0.0157968	5.12869	1.89436	412.197	328.945	1.82605	0.121098	0.0862161	0.0063087	1.60679e-06	4.00595e-07	1.91227	0.127407	2.85581	0.217043	0.277268	0.0212446	1.64613e-06	4.10205e-07	3.13308	0.238288	0.674124	0.0468999	0.0372462	0.00273132	2.56659e-07	4.00595e-07	0.71137	0.0496316	1.08117	0.0862403	0.0372462	0.00273132	2.56659e-07	6.34404e-08	1.11842	0.0889716	111	11	1
39	ala	5	1.11568	0.534419	0.11987	0.141536	0.0448759	5.0261	2.05726	1218.45	3860.42	0.905529	0.0629035	0.0526438	0.0124769	3.9251e-06	1.95067e-06	0.958176	0.0753824	1.47609	0.114897	0.171969	0.0437905	4.05819e-06	2.01504e-06	1.64806	0.15869	0.340624	0.0245977	0.0227615	0.00541267	7.11176e-07	1.95067e-06	0.363387	0.0300123	0.568983	0.0459852	0.0227615	0.00541267	7.11176e-07	3.49542e-07	0.591745	0.0513983	60	46	1
39	ala	6	1.11568	0.596941	0.0426423	0.115475	0.0157863	7.13818	1.29864	3343.84	5491.87	0.232755	0.0237742	0.0192476	0.003052	3.44672e-06	8.80036e-07	0.252006	0.0268271	0.389876	0.0442849	0.0645384	0.0110265	3.60322e-06	9.18912e-07	0.454418	0.0553123	0.0889247	0.00938029	0.00833299	0.00132582	6.95738e-07	8.80036e-07	0.0972584	0.010707	0.152212	0.0178453	0.00833299	0.00132582	6.95738e-07	1.75743e-07	0.160546	0.0191712	20	14	1
39	la_	0	1.11568	0.497225	0.0692399	0.220754	0.0037866	50.6399	44.5278	472.518	63.5618	3.20726	0.116023	0.0219892	0.000662795	2.18845e-05	5.45827e-06	3.22927	0.116691	4.30216	0.167835	0.0577824	0.00176097	2.24001e-05	5.58125e-06	4.35997	0.169602	6.06243	0.295051	0.259892	0.00806493	5.31034e-06	5.45827e-06	6.32233	0.303121	9.39656	0.522337	0.259892	0.00806493	5.31034e-06	1.28812e-06	9.65646	0.530403	342	2	1
39	la_	1	1.11568	0.402657	0.0194588	0.198525	0.0151952	5.35274	3.87952	863.094	507.836	2.63001	0.106492	0.0196652	0.00104681	1.23199e-05	2.62761e-06	2.64968	0.107541	3.55117	0.15554	0.0517548	0.00280926	1.26172e-05	2.68901e-06	3.60294	0.158352	5.10781	0.279596	0.233405	0.013078	3.03453e-06	2.62761e-06	5.34122	0.292676	8.00765	0.498983	0.233405	0.013078	3.03453e-06	6.3437e-07	8.24106	0.512062	294	6	1
39	la_	2	1.11568	0.453278	0.0294104	0.180347	0.0111957	3.75103	0.800801	1345.61	683.303	1.90785	0.0623916	0.015128	0.000609372	8.98919e-06	1.02226e-06	1.92299	0.063002	2.57849	0.0912253	0.0398827	0.00164038	9.2067e-06	1.04641e-06	2.61838	0.0928667	3.71408	0.164465	0.180369	0.00767451	2.21833e-06	1.02226e-06	3.89445	0.172141	5.81157	0.294111	0.180369	0.00767451	2.21833e-06	2.48512e-07	5.99194	0.301786	230	9	1
39	la_	3	1.11568	0.485669	0.0217262	0.180131	0.0113187	5.67355	1.54195	940.734	493.583	1.24819	0.046677	0.0106543	0.000561791	7.42851e-06	1.14131e-06	1.25885	0.04724	1.69932	0.0691264	0.028112	0.00151431	7.60775e-06	1.16813e-06	1.72744	0.0706419	2.50077	0.12828	0.127319	0.00709971	1.82985e-06	1.14131e-06	2.62809	0.13538	3.95308	0.231915	0.127319	0.00709971	1.82985e-06	2.76475e-07	4.0804	0.239015	162	10	1
39	la_	4	1.11568	0.544676	0.0690102	0.155409	0.0241098	4.39419	0.658945	2105.72	3043.17	0.756068	0.035963	0.00724925	0.00086075	3.377e-06	8.18289e-07	0.763321	0.0368245	1.03395	0.053227	0.0191825	0.00234976	3.45912e-06	8.37763e-07	1.05314	0.0555776	1.53987	0.098392	0.0873084	0.0112407	8.35976e-07	8.18289e-07	1.62718	0.109634	2.44284	0.176821	0.0873084	0.0112407	8.35976e-07	1.99822e-07	2.53015	0.188062	111	11	1
39	la_	5	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	0.310983	0.015769	5.56522e-55	2.33573e-26	4.47564e-85	4.68394e-40	0.310983	0.015769	0.434934	0.024249	1.20502e-54	5.16396e-26	4.59736e-85	4.80967e-40	0.434934	0.024249	0.691386	0.0490845	3.91782e-54	1.73179e-25	1.18869e-85	4.68394e-40	0.691386	0.0490845	1.13861	0.0927945	3.91782e-54	1.73179e-25	1.18869e-85	1.23388e-40	1.13861	0.0927945	60	46	1
39	la_	6	1.11568	0.605947	0.0451266	0.122162	0.016225	7.13525	1.08625	3217.72	4965.96	0.069657	0.00564365	0.00117079	0.000185994	9.42164e-07	2.56462e-07	0.0708288	0.0058299	0.100807	0.00895549	0.00314557	0.000518485	9.74123e-07	2.64977e-07	0.103954	0.00947424	0.174666	0.0193152	0.0146624	0.00256074	2.87287e-07	2.56462e-07	0.189329	0.0218762	0.298718	0.0375056	0.0146624	0.00256074	2.87287e-07	7.71156e-08	0.31338	0.0400665	20	14	1
