Exotic Particle Analysis
******************************************************
JobID: 20200428	No. Events: 10000	SNN: 62.4

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

Event	Particle	ET	pT
3	22	0.247402	0.247402	91
6	22	0.199879	0.199879	91
12	22	0.179422	0.179422	91
12	-11	0.0862254	0.0862239	91
12	22	0.147437	0.147437	91
12	22	0.0436956	0.0436956	91
14	22	0.0615152	0.0615152	91
15	-11	0.0124213	0.0124109	91
16	11	0.156104	0.156104	91
16	-11	0.0536884	0.053686	91
18	22	0.312927	0.312927	91
19	22	0.0508769	0.0508769	91
19	22	0.158	0.158	91
19	22	0.469416	0.469416	91
19	-11	0.0327116	0.0327077	91
19	22	0.182779	0.182779	91
20	-11	0.0206967	0.0206905	91
20	11	0.140858	0.140857	91
21	22	0.180163	0.180163	91
22	-11	0.0164287	0.0164208	91
24	-11	0.00985694	0.00984369	91
24	22	0.111598	0.111598	91
25	-11	0.0046701	0.00464223	91
27	22	0.437778	0.437778	91
28	-11	0.0187615	0.0187545	91
29	22	0.0947106	0.0947106	91
31	11	0.155237	0.155236	91
31	11	0.0460125	0.0460096	91
31	11	0.060102	0.0600998	91
31	22	0.149121	0.149121	91
33	22	0.103834	0.103834	91
33	22	0.109367	0.109367	91
33	22	0.0692201	0.0692201	91
34	11	0.207832	0.207831	91
34	-11	0.276316	0.276316	91
34	22	0.183284	0.183284	91
34	22	0.463442	0.463442	91
35	11	0.0304079	0.0304036	91
35	-11	0.1085	0.108498	91
38	22	0.339889	0.339889	91
38	22	0.072201	0.072201	91
42	22	0.0376169	0.0376169	91
42	22	0.0754063	0.0754063	91
42	-11	0.0895059	0.0895044	91
42	-11	0.109025	0.109024	91
44	22	0.0904339	0.0904339	91
45	22	0.0729964	0.0729964	91
47	22	0.415847	0.415847	91
47	22	0.0408187	0.0408187	91
47	22	0.194478	0.194478	91
49	22	0.121013	0.121013	91
49	-11	0.0125995	0.0125892	91
50	11	0.0669605	0.0669586	91
50	-11	0.0446053	0.0446024	91
50	-11	0.0185387	0.0185317	91
50	-11	0.0289193	0.0289148	91
51	22	0.0820007	0.0820007	91
52	22	0.300125	0.300125	91
52	11	0.199843	0.199843	91
52	-11	0.19194	0.191939	91
52	22	0.50049	0.50049	91
52	-11	0.070056	0.0700542	91
53	22	0.387242	0.387242	91
54	22	0.0440515	0.0440515	91
57	22	0.218496	0.218496	91
57	22	0.0940142	0.0940142	91
57	22	0.109982	0.109982	91
59	22	0.195777	0.195777	91
59	22	0.439055	0.439055	91
59	22	0.0754308	0.0754308	91
59	11	0.0438587	0.0438558	91
59	-11	0.0152284	0.0152198	91
59	22	0.178402	0.178402	91
59	22	0.0938179	0.0938179	91
60	22	0.0657841	0.0657841	91
61	22	0.0751651	0.0751651	91
62	11	0.000779138	0.000589574	91
62	22	0.174556	0.174556	91
63	22	0.0748773	0.0748773	91
65	22	0.0840624	0.0840624	91
68	11	0.000926136	0.000772836	91
68	11	0.043619	0.0436161	91
68	-11	0.014991	0.0149824	91
76	22	0.190068	0.190068	91
76	22	0.0450799	0.0450799	91
77	22	0.13249	0.13249	91
80	11	0.0546976	0.0546952	91
80	22	0.0543434	0.0543434	91
82	22	0.686414	0.686414	91
82	22	0.492846	0.492846	91
84	11	0.197247	0.197246	91
84	22	0.106954	0.106954	91
85	22	0.0472219	0.0472219	91
85	-11	0.127252	0.127251	91
85	11	0.0313933	0.0313892	91
85	-11	0.0809417	0.0809401	91
85	22	0.0865593	0.0865593	91
86	22	0.134786	0.134786	91
86	11	0.029309	0.0293046	91
86	-11	0.0642953	0.0642933	91
86	22	0.108881	0.108881	91
86	11	0.0354692	0.0354655	91
89	22	0.118628	0.118628	91
89	11	0.0181496	0.0181424	91
89	-11	0.0407602	0.0407569	91
90	22	0.119714	0.119714	91
94	22	0.336741	0.336741	91
94	22	0.0449358	0.0449358	91
96	22	0.0546836	0.0546836	91
97	22	0.0500086	0.0500086	91
98	11	0.0182039	0.0181968	91
100	22	0.0483872	0.0483872	91
101	22	0.314556	0.314556	91
105	-11	0.0176919	0.0176846	91
105	-11	0.00163245	0.00155097	91
105	22	0.0892711	0.0892711	91
107	11	0.110069	0.110068	91
107	-11	0.0144584	0.0144494	91
109	-13	0.598395	0.588996	91
109	22	0.0908811	0.0908811	91
111	11	0.0277723	0.0277677	91
115	22	0.12029	0.12029	91
115	22	0.289446	0.289446	91
115	11	0.0636984	0.0636963	91
116	11	0.108115	0.108113	91
117	22	0.567118	0.567118	91
117	11	0.102144	0.102143	91
117	11	0.10282	0.102819	91
117	-11	0.0284272	0.0284226	91
120	11	0.262687	0.262686	91
121	22	0.0881511	0.0881511	91
121	11	0.0727387	0.0727369	91
121	-11	0.439206	0.439206	91
123	-11	0.0130642	0.0130543	91
127	22	0.0554398	0.0554398	91
128	11	0.0749281	0.0749263	91
128	22	0.100176	0.100176	91
128	22	0.163681	0.163681	91
128	22	0.0257639	0.0257639	91
128	11	0.0070474	0.00702885	91
128	22	0.466846	0.466846	91
129	22	0.0434823	0.0434823	91
129	11	0.0224433	0.0224375	91
129	11	0.00269203	0.00264311	91
129	11	0.07762	0.0776183	91
129	-11	0.0377358	0.0377323	91
131	22	0.236298	0.236298	91
131	11	0.00943778	0.00942401	91
134	22	0.174679	0.174679	91
135	22	0.397067	0.397067	91
135	22	0.294281	0.294281	91
135	11	0.0541959	0.0541935	91
135	-11	0.0811591	0.0811575	91
136	22	0.454769	0.454769	91
138	22	0.304875	0.304875	91
138	22	0.2486	0.2486	91
138	22	0.0128057	0.0128057	91
139	11	0.0845344	0.0845329	91
139	-11	0.131146	0.131145	91
141	11	0.3483	0.3483	91
141	-11	0.435809	0.435809	91
141	22	0.33245	0.33245	91
141	22	0.0911374	0.0911374	91
142	22	0.0762917	0.0762917	91
142	11	0.0191711	0.0191643	91
143	22	0.103666	0.103666	91
146	11	0.457385	0.457385	91
146	-11	0.112256	0.112254	91
150	22	0.0975408	0.0975408	91
152	11	0.131336	0.131335	91
152	-11	0.252775	0.252775	91
152	22	2.21595	2.21595	91
154	22	0.122881	0.122881	91
159	22	0.196774	0.196774	91
159	22	0.105807	0.105807	91
160	22	0.221395	0.221395	91
160	11	0.0875376	0.0875361	91
160	22	0.315749	0.315749	91
160	22	1.10671	1.10671	91
160	22	0.0539307	0.0539307	91
160	22	0.0363191	0.0363191	91
160	22	0.248832	0.248832	91
161	22	0.231863	0.231863	91
165	11	0.0674232	0.0674212	91
168	11	0.1827	0.182699	91
168	-11	0.0532919	0.0532894	91
170	-11	0.0315711	0.031567	91
170	22	0.0277487	0.0277487	91
180	-11	0.0342534	0.0342496	91
180	-11	0.000651174	0.00040363	91
180	22	0.253004	0.253004	91
181	-11	0.0878496	0.0878481	91
182	11	0.0199864	0.0199799	91
191	22	0.0803659	0.0803659	91
191	-11	0.0322242	0.0322202	91
196	-11	0.0463462	0.0463435	91
197	11	0.0804726	0.080471	91
198	22	0.12067	0.12067	91
198	22	0.0437654	0.0437654	91
199	22	0.0664504	0.0664504	91
199	22	0.0305513	0.0305513	91
199	22	0.184533	0.184533	91
201	22	0.51613	0.51613	91
202	22	0.0798396	0.0798396	91
205	22	0.0104218	0.0104218	91
206	11	0.147912	0.147911	91
206	-11	0.118248	0.118247	91
206	11	0.0461405	0.0461377	91
206	-11	0.119181	0.11918	91
207	11	0.044237	0.044234	91
209	11	0.199271	0.19927	91
209	11	0.0269653	0.0269604	91
209	22	0.13869	0.13869	91
211	11	0.0195699	0.0195633	91
213	-11	0.0130851	0.0130752	91
213	-11	0.00184987	0.00177833	91
214	22	0.0326474	0.0326474	91
215	-11	0.0274067	0.027402	91
217	22	0.15184	0.15184	91
219	11	0.186022	0.186022	91
219	-11	0.0281609	0.0281563	91
221	11	0.0176497	0.0176423	91
228	22	0.653037	0.653037	91
231	22	0.423674	0.423674	91
231	22	0.166994	0.166994	91
232	22	0.265177	0.265177	91
232	11	0.0112379	0.0112264	91
234	11	0.0331445	0.0331406	91
234	22	0.0431438	0.0431438	91
234	11	0.06921	0.0692081	91
234	-11	0.0485307	0.048528	91
234	22	0.145951	0.145951	91
236	22	0.189829	0.189829	91
236	22	0.384537	0.384537	91
237	11	0.0121227	0.012112	91
237	11	0.0563168	0.0563145	91
245	22	0.106118	0.106118	91
245	22	0.0741507	0.0741507	91
245	-11	0.06469	0.0646879	91
246	22	0.371992	0.371992	91
250	22	0.146217	0.146217	91
252	-11	0.0923911	0.0923897	91
252	-11	0.0156259	0.0156176	91
254	22	0.26608	0.26608	91
254	-11	0.0338449	0.033841	91
255	22	0.720204	0.720204	91
255	22	0.313457	0.313457	91
257	11	0.317575	0.317575	91
257	-11	0.114115	0.114114	91
257	11	0.0884876	0.0884862	91
257	-11	0.0416305	0.0416274	91
257	22	0.0632703	0.0632703	91
259	22	0.291189	0.291189	91
259	11	0.00361255	0.00357636	91
261	22	0.0250069	0.0250069	91
263	11	0.0851532	0.0851517	91
263	22	0.159843	0.159843	91
265	22	0.454873	0.454873	91
265	11	0.117382	0.117381	91
266	22	0.136157	0.136157	91
266	22	0.145893	0.145893	91
267	11	0.0503362	0.0503336	91
267	22	0.26773	0.26773	91
272	22	0.482767	0.482767	91
276	22	0.538114	0.538114	91
278	22	0.280169	0.280169	91
279	22	0.325112	0.325112	91
279	11	0.0213221	0.021316	91
281	22	0.0477092	0.0477092	91
284	22	0.411646	0.411646	91
285	-11	0.00953158	0.00951793	91
285	11	0.0140502	0.0140409	91
285	11	0.115498	0.115497	91
287	22	0.0546335	0.0546335	91
287	11	0.114453	0.114452	91
287	-11	0.0675087	0.0675068	91
288	22	0.292717	0.292717	91
289	22	0.218367	0.218367	91
289	22	0.275864	0.275864	91
289	11	0.442432	0.442432	91
289	-11	0.291592	0.291591	91
289	11	0.158203	0.158202	91
289	-11	0.00591776	0.00589566	91
290	22	0.577428	0.577428	-51
290	22	0.626422	0.626422	62
290	22	0.139304	0.139304	91
290	22	0.0563558	0.0563558	91
290	22	0.62546	0.62546	91
290	22	0.157481	0.157481	91
290	11	0.0318866	0.0318826	91
290	-11	0.051173	0.0511704	91
291	22	0.162067	0.162067	91
291	11	0.0192081	0.0192013	91
292	11	0.282947	0.282947	91
292	-11	0.362235	0.362235	91
292	-11	0.220079	0.220079	91
292	22	0.0542628	0.0542628	91
294	22	0.141562	0.141562	91
295	22	0.295656	0.295656	91
295	22	0.58285	0.58285	91
295	22	0.0781143	0.0781143	91
295	-11	0.0485254	0.0485227	91
301	22	0.185869	0.185869	91
301	22	0.262929	0.262929	91
304	22	0.086268	0.086268	91
304	22	0.453613	0.453613	91
304	-11	0.320453	0.320452	91
305	22	0.119454	0.119454	91
309	22	0.0516557	0.0516557	91
314	22	0.149907	0.149907	91
316	11	0.0278458	0.0278411	91
316	22	0.0206871	0.0206871	91
316	22	0.01158	0.01158	91
319	22	0.0382608	0.0382608	91
319	22	1.22291	1.22291	91
319	-11	0.0308762	0.030872	91
320	11	0.0719696	0.0719678	91
320	-11	0.718846	0.718846	91
321	22	0.173454	0.173454	91
326	11	0.0173433	0.0173358	91
329	22	0.688706	0.688706	91
331	-11	0.023236	0.0232304	91
336	22	0.93362	0.93362	91
336	11	0.0192022	0.0191955	91
336	-11	0.154115	0.154114	91
337	11	0.0759177	0.0759159	91
