Exotic Particle Analysis
******************************************************
JobID: 20200430	No. Events: 1000	SNN: 5020

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

Event	Particle	ET	pT
66	-11	0.339289	0.339288	91
67	-11	0.0526211	0.0526186	91
68	11	1.11514	1.11514	91
68	-11	0.584075	0.584074	91
68	22	0.039826	0.039826	91
68	11	0.0158696	0.0158614	91
68	11	0.037657	0.0376536	91
68	11	0.154796	0.154795	91
68	-11	0.0794133	0.0794117	91
70	11	0.114389	0.114388	91
70	-11	0.0552102	0.0552078	91
70	22	0.103373	0.103373	91
70	-11	0.100087	0.100086	91
71	22	0.183136	0.183136	91
72	11	0.0270491	0.0270443	91
72	-11	0.133032	0.133031	91
74	11	0.0148746	0.0148659	91
74	-11	0.0364611	0.0364576	91
75	22	1.44845	1.44845	-43
75	22	1.45077	1.45077	-44
75	22	1.44404	1.44404	-44
75	22	1.39623	1.39623	62
75	22	0.0400506	0.0400506	91
75	11	0.197713	0.197712	91
75	11	0.966207	0.966207	91
75	11	0.00907414	0.00905974	91
81	22	0.0145129	0.0145129	91
81	-12	0.554055	0.554055	91
81	-11	0.00413099	0.00409956	91
84	12	0.0779117	0.0779117	91
84	22	0.0888683	0.0888683	91
84	11	0.158478	0.158477	91
84	-11	0.0749109	0.0749091	91
84	-11	0.0177715	0.0177642	91
86	-11	0.020852	0.0208458	91
86	11	0.108648	0.108647	91
86	-11	0.0987376	0.0987363	91
86	22	0.0525385	0.0525385	91
86	22	0.0424267	0.0424267	91
86	-11	0.0262936	0.0262887	91
86	11	0.259378	0.259377	91
86	-11	0.207653	0.207652	91
86	11	0.130644	0.130643	91
86	-11	0.388169	0.388169	91
88	11	0.0272665	0.0272617	91
89	11	2.54427	2.54427	91
89	22	0.0969057	0.0969057	91
90	22	0.0495039	0.0495039	91
90	11	0.62478	0.62478	91
90	-12	0.378359	0.378359	91
90	12	0.550981	0.550981	91
90	22	0.0394823	0.0394823	91
90	-11	0.433548	0.433548	91
90	11	0.0210767	0.0210705	91
92	22	0.759333	0.759333	91
92	11	0.156754	0.156753	91
92	-11	0.175669	0.175668	91
92	22	0.218098	0.218098	91
92	11	0.0230123	0.0230066	91
93	22	0.65615	0.65615	91
93	22	0.0042966	0.0042966	91
93	-11	0.174757	0.174756	91
94	-14	0.404541	0.404541	91
94	22	0.0879237	0.0879237	91
94	11	0.00943249	0.00941868	91
94	-11	0.10868	0.108678	91
94	11	0.0847806	0.084779	91
94	11	1.17295	1.17295	91
94	-11	0.124669	0.124668	91
95	22	0.133008	0.133008	91
95	22	0.190729	0.190729	91
95	22	0.0943188	0.0943188	91
95	-11	0.0467459	0.0467431	91
95	-11	0.0396711	0.0396679	91
96	22	0.182258	0.182258	91
96	-11	0.345932	0.345932	91
97	22	0.486792	0.486792	91
97	22	0.0553242	0.0553242	91
99	22	0.140007	0.140007	91
99	11	0.0846299	0.0846283	91
100	11	0.155409	0.155409	91
100	-11	0.0309451	0.0309409	91
101	22	0.515891	0.515891	-51
101	22	0.487213	0.487213	62
101	22	0.170336	0.170336	91
101	22	0.177472	0.177472	91
101	-11	0.513342	0.513342	91
101	22	0.282195	0.282195	91
101	22	0.260101	0.260101	91
101	11	0.038823	0.0388197	91
101	11	0.0152034	0.0151949	91
101	11	0.235566	0.235566	91
101	-11	0.0350332	0.0350294	91
102	12	0.568664	0.568664	91
102	22	0.0406197	0.0406197	91
102	22	0.144101	0.144101	91
102	22	0.245842	0.245842	91
102	22	0.700274	0.700274	91
102	11	0.0286058	0.0286012	91
102	-11	0.10466	0.104658	91
107	11	0.0474548	0.0474521	91
107	-11	0.0277446	0.0277399	91
107	11	0.167152	0.167151	91
107	-11	0.265993	0.265993	91
109	-11	0.0421083	0.0421052	91
111	22	0.342671	0.342671	91
111	11	0.213755	0.213755	91
111	22	0.621525	0.621525	91
111	-11	0.184507	0.184506	91
111	11	0.749788	0.749788	91
111	-11	1.07218	1.07218	91
111	-11	0.131714	0.131713	91
112	11	0.151675	0.151674	91
115	22	0.0642195	0.0642195	91
115	-11	0.256589	0.256588	91
115	22	0.139803	0.139803	91
115	22	0.0297118	0.0297118	91
115	-11	0.0480886	0.0480859	91
115	-11	0.101412	0.101411	91
115	11	0.0240857	0.0240802	91
116	22	0.0443459	0.0443459	91
116	11	0.0610494	0.0610473	91
116	-11	0.273969	0.273968	91
116	-11	0.00515394	0.00512855	91
116	11	0.0936155	0.0936141	91
119	22	0.0329262	0.0329262	91
120	22	0.104895	0.104895	91
120	22	0.0609261	0.0609261	91
120	11	0.119944	0.119943	91
120	-11	0.00908871	0.00907439	91
120	22	0.49717	0.49717	91
120	-11	0.0152397	0.0152312	91
121	11	0.0422	0.0421969	91
121	-11	0.0321268	0.0321227	91
123	12	1.62535	1.62535	91
123	22	0.0500267	0.0500267	91
123	22	0.0794814	0.0794814	91
123	11	0.00844602	0.00843057	91
123	11	0.16464	0.164639	91
123	-11	0.181336	0.181335	91
123	11	0.183853	0.183852	91
123	-11	0.0209152	0.020909	91
123	-11	0.0137352	0.0137257	91
124	22	0.413166	0.413166	91
124	22	0.0853791	0.0853791	91
124	-11	0.0380387	0.0380353	91
126	22	0.31222	0.31222	91
126	11	0.0392627	0.0392593	91
126	-11	0.179262	0.179262	91
126	11	0.0423951	0.042392	91
126	-11	0.218135	0.218135	91
128	13	0.492353	0.48093	91
128	-11	0.0986651	0.0986638	91
128	11	0.252096	0.252096	91
130	22	0.10786	0.10786	91
133	22	0.176574	0.176574	91
133	11	0.118863	0.118862	91
133	22	0.0927039	0.0927039	91
133	11	0.181981	0.18198	91
133	-11	0.0266699	0.026665	91
134	22	0.0859256	0.0859256	91
134	22	0.300529	0.300529	91
134	11	0.117742	0.11774	91
134	-11	0.0342836	0.0342798	91
135	12	0.353088	0.353088	91
135	22	0.0383016	0.0383016	91
135	22	0.0569256	0.0569256	91
135	22	0.238191	0.238191	91
135	11	0.0179504	0.0179431	91
135	-11	0.0620438	0.0620417	91
137	22	0.0950744	0.0950744	91
137	-11	0.106969	0.106968	91
137	13	0.302365	0.283407	91
139	-12	0.385431	0.385431	91
139	22	0.622412	0.622412	91
139	-11	0.258049	0.258049	91
139	22	0.473914	0.473914	91
139	22	0.364602	0.364602	91
139	11	0.00426238	0.00423185	91
139	11	0.00175177	0.00167614	91
139	12	0.557478	0.557478	91
139	11	0.111123	0.111122	91
142	22	0.563308	0.563308	91
142	11	0.04739	0.0473872	91
142	-11	0.0135114	0.0135018	91
144	11	0.088663	0.0886615	91
144	-11	0.0505415	0.050539	91
144	22	0.0416375	0.0416375	91
144	-11	0.00223398	0.00217533	91
144	11	0.0122761	0.0122655	91
144	-11	0.249806	0.249805	91
146	22	0.0322852	0.0322852	91
146	-11	0.132204	0.132203	91
149	11	0.0785746	0.0785729	91
149	-11	0.306442	0.306441	91
150	11	0.0926301	0.0926287	91
151	22	1.0273	1.0273	91
151	-11	0.0336606	0.0336568	91
151	11	0.00964507	0.00963154	91
152	22	0.174203	0.174203	91
152	11	0.791689	0.791689	91
152	-11	0.0323086	0.0323046	91
154	11	0.0410115	0.0410084	91
157	22	0.030849	0.030849	91
157	11	0.0145178	0.0145088	91
157	-11	0.337501	0.337501	91
157	11	0.0522345	0.052232	91
157	-11	0.0192719	0.0192651	91
157	11	0.0258119	0.0258069	91
157	11	0.0183187	0.0183116	91
157	-11	0.00801759	0.0080013	91
158	11	0.191759	0.191759	91
158	22	0.141127	0.141127	91
160	11	0.0310408	0.0310366	91
164	11	0.925824	0.925824	91
164	22	0.0856711	0.0856711	91
164	-11	0.00560603	0.00558269	91
165	-11	0.126421	0.12642	91
165	11	0.018062	0.0180548	91
166	11	0.195575	0.195574	91
166	-11	0.0626454	0.0626433	91
166	-11	0.174045	0.174045	91
166	22	0.0500095	0.0500095	91
166	11	0.0766187	0.076617	91
166	-11	0.109752	0.109751	91
166	11	0.143853	0.143852	91
166	-11	0.267449	0.267449	91
167	-13	0.219988	0.193062	91
167	14	0.896052	0.896052	91
169	-11	0.302601	0.302601	91
169	11	0.0659972	0.0659952	91
169	-11	0.0626367	0.0626346	91
169	-11	0.0933417	0.0933403	91
171	-11	0.0547496	0.0547472	91
171	-11	0.0242056	0.0242002	91
171	11	0.0171385	0.0171309	91
172	11	0.0702746	0.0702728	91
172	-11	0.0170987	0.017091	91
173	14	1.09311	1.09311	91
176	-11	0.00294422	0.00289989	91
176	11	0.17558	0.175579	91
176	-11	0.135293	0.135292	91
176	11	0.155138	0.155137	91
177	22	0.343232	0.343232	62
177	22	0.338059	0.338059	91
177	12	1.15265	1.15265	91
177	22	0.110422	0.110422	91
177	11	0.0184275	0.0184204	91
177	-11	0.0286939	0.0286894	91
177	11	0.0297787	0.0297743	91
177	11	0.23732	0.23732	91
177	-11	0.178172	0.178172	91
177	11	0.00589168	0.00586957	91
177	-11	0.0188256	0.0188186	91
177	11	0.00412197	0.00409021	91
177	-11	0.00562525	0.00560199	91
178	11	0.00390802	0.00387454	91
179	11	0.256813	0.256813	91
179	-11	0.0264009	0.026396	91
179	11	0.0334839	0.03348	91
179	-11	0.103527	0.103525	91
179	-11	0.243325	0.243324	91
181	22	0.0446321	0.0446321	91
181	11	0.416592	0.416591	91
181	-11	0.562181	0.56218	91
181	11	1.20459	1.20459	91
181	-11	0.213282	0.213282	91
182	22	0.183439	0.183439	91
182	11	0.359571	0.35957	91
182	-11	0.179102	0.179101	91
182	11	0.021195	0.0211888	91
182	-11	0.0280816	0.0280769	91
182	22	0.0181062	0.0181062	91
183	-11	0.190655	0.190655	91
183	11	0.0397317	0.0397284	91
183	11	0.093441	0.0934396	91
183	-11	0.129084	0.129083	91
183	14	0.564622	0.564622	91
184	22	0.0889973	0.0889973	91
184	11	0.0167829	0.0167752	91
184	11	0.0495052	0.0495026	91
184	-11	0.0899768	0.0899753	91
185	-14	0.659506	0.659506	91
185	11	0.202962	0.202961	91
185	-11	0.164102	0.164101	91
185	22	0.0767806	0.0767806	91
185	11	0.414245	0.414244	91
185	-11	0.647425	0.647425	91
185	11	0.0255486	0.0255435	91
185	11	0.120215	0.120214	91
185	11	0.172391	0.17239	91
185	-11	0.139191	0.13919	91
185	14	0.337112	0.337112	91
185	-11	0.0387344	0.038731	91
186	22	0.0845929	0.0845929	91
186	11	0.00707725	0.00705878	91
186	-11	0.0057659	0.00574338	91
186	22	0.0728541	0.0728541	91
186	22	0.159353	0.159353	91
186	11	0.0170212	0.0170135	91
186	-11	0.0222712	0.0222654	91
186	22	0.0555028	0.0555028	91
186	-11	0.42987	0.42987	91
188	11	0.0805738	0.0805722	91
190	11	0.0508268	0.0508243	91
190	-11	0.147359	0.147358	91
191	11	0.0657267	0.0657247	91
191	22	0.199318	0.199318	91
191	22	0.697924	0.697924	91
192	22	0.12948	0.12948	91
192	22	0.327776	0.327776	91
192	22	0.0295372	0.0295372	91
192	11	0.0285804	0.0285759	91
192	22	0.0797312	0.0797312	91
192	11	0.166561	0.16656	91
192	-11	0.0158308	0.0158226	91
193	11	0.0834489	0.0834473	91
193	-11	0.0192564	0.0192496	91
193	22	0.0190882	0.0190882	91
193	22	0.169946	0.169946	91
193	11	0.0189115	0.0189046	91
193	-11	0.0594909	0.0594887	91
195	22	0.227952	0.227952	91
195	22	0.080223	0.080223	91
195	22	0.125049	0.125049	91
195	11	0.00874643	0.0087315	91
195	-11	0.0228546	0.0228489	91
195	22	0.0942644	0.0942644	91
195	11	0.0592767	0.0592745	91
195	-11	0.0475516	0.0475489	91
196	11	0.0850062	0.0850047	91
196	-11	0.0420083	0.0420052	91
196	11	0.00875614	0.00874124	91
197	22	0.899218	0.899218	91
197	22	0.0789973	0.0789973	91
197	22	0.236452	0.236452	91
197	22	0.0372527	0.0372527	91
197	11	0.414325	0.414325	91
197	-11	0.00630384	0.00628313	91
197	11	0.0299738	0.0299695	91
197	-11	0.132077	0.132076	91
197	-11	0.193187	0.193187	91
197	-11	0.0191635	0.0191566	91
198	22	0.12366	0.12366	91
199	11	0.15166	0.151659	91
199	22	0.259558	0.259558	91
200	22	0.179434	0.179434	91
200	22	0.141488	0.141488	91
200	11	0.017932	0.0179247	91
200	-11	0.0155884	0.01558	91
200	-11	0.0343135	0.0343097	91
200	11	0.30289	0.30289	91
200	-11	0.150046	0.150045	91
201	11	0.00703181	0.00701339	91
202	11	0.0124209	0.0124105	91
202	-11	0.137473	0.137472	91
203	11	0.0110303	0.0110184	91
205	22	1.35947	1.35947	62
205	-11	1.33325	1.33325	91
205	22	0.0593638	0.0593638	91
205	11	0.380753	0.380753	91
205	-11	0.101903	0.101901	91
205	22	0.235554	0.235554	91
205	-11	0.00150995	0.00142111	91
205	-11	0.482088	0.482088	91
205	-11	0.258915	0.258915	91
205	11	0.146183	0.146182	91
205	-11	0.269154	0.269153	91
205	-13	0.398972	0.384832	91
205	11	0.298501	0.2985	91
205	-11	0.0854088	0.0854073	91
206	22	0.422017	0.422017	91
206	22	0.0746783	0.0746783	91
206	-11	0.0887533	0.0887519	91
206	11	0.00204054	0.00197603	91
206	11	0.0167226	0.0167149	91
206	-11	0.0160818	0.0160737	91
208	22	0.0782952	0.0782952	91
209	22	0.148784	0.148784	91
209	22	0.42591	0.42591	91
209	11	0.0170605	0.0170529	91
209	11	0.0351264	0.0351227	91
209	-11	0.0118189	0.0118079	91
209	-11	0.0451938	0.045191	91
210	22	1.2318	1.2318	-51
210	22	1.14491	1.14491	-44
210	22	1.11782	1.11782	62
210	22	0.205253	0.205253	91
210	22	1.21407	1.21407	91
210	22	0.125415	0.125415	91
210	11	0.0719698	0.071968	91
211	22	0.0768909	0.0768909	91
212	22	0.504121	0.504121	91
217	22	0.0699929	0.0699929	91
217	22	0.118545	0.118545	91
217	11	0.00574255	0.0057198	91
217	12	0.360892	0.360892	91
219	11	0.159897	0.159896	91
219	22	0.12378	0.12378	91
219	22	0.22587	0.22587	91
219	-11	0.00730581	0.00728806	91
224	11	0.254714	0.254713	91
224	-11	0.0631726	0.0631706	91
225	22	0.276482	0.276482	91
225	22	0.0990507	0.0990507	91
225	22	0.0367837	0.0367837	91
225	11	0.163679	0.163678	91
225	13	0.809015	0.802088	91
227	11	0.130795	0.130794	91
227	-11	0.0873491	0.0873476	91
229	22	1.41083	1.41083	91
230	22	0.76006	0.76006	91
234	22	0.256241	0.256241	91
237	22	0.122698	0.122698	91
238	22	0.116954	0.116954	91
238	-11	0.0162895	0.0162815	91
240	22	0.205277	0.205277	91
240	22	0.0264345	0.0264345	91
240	11	0.315892	0.315891	91
240	11	0.0573221	0.0573198	91
240	-11	0.184586	0.184585	91
240	11	0.0170266	0.0170189	91
240	-11	0.0237345	0.023729	91
243	22	0.0584625	0.0584625	91
243	22	0.0263641	0.0263641	91
243	22	0.228923	0.228923	91
243	-12	0.745576	0.745576	91
243	13	1.35645	1.35237	91
243	11	0.00628865	0.00626796	91
245	11	0.0420653	0.0420622	91
246	22	0.933581	0.933581	91
246	11	0.00912052	0.00910628	91
246	-11	0.0551661	0.0551637	91
246	11	1.17753	1.17753	91
246	-11	1.49644	1.49644	91
246	11	0.519525	0.519525	91
246	-11	0.210233	0.210233	91
247	22	0.203401	0.203401	91
248	11	0.102349	0.102347	91
252	11	0.313962	0.313962	91
252	-11	0.0776185	0.0776168	91
253	22	0.198002	0.198002	91
253	-11	0.132344	0.132343	91
253	22	0.0928713	0.0928713	91
253	11	0.0799543	0.0799527	91
253	-11	0.0796679	0.0796662	91
253	11	0.0154439	0.0154354	91
253	11	0.0106566	0.0106444	91
253	14	0.787023	0.787023	91
253	11	0.0233717	0.0233661	91
254	22	0.26994	0.26994	91
255	22	0.329198	0.329198	91
255	-14	0.0228859	0.0228859	91
257	11	0.00642059	0.0064003	91
257	22	0.135134	0.135134	91
257	22	0.103398	0.103398	91
257	11	0.0274741	0.0274694	91
257	-11	0.203673	0.203672	91
257	11	0.046747	0.0467442	91
257	11	2.43368	2.43368	91
258	12	0.320814	0.320814	91
258	14	1.07921	1.07921	91
258	11	0.00333361	0.00329421	91
258	-11	0.208133	0.208132	91
258	-11	0.194848	0.194847	91
258	-11	0.0237028	0.0236973	91
258	22	0.0515827	0.0515827	91
258	22	0.107104	0.107104	91
258	11	0.0184435	0.0184364	91
258	-11	0.212802	0.212801	91
258	11	0.17751	0.177509	91
258	-11	0.223053	0.223053	91
258	11	0.0186806	0.0186736	91
258	-11	0.100888	0.100886	91
259	22	0.124515	0.124515	91
265	-16	0.467052	0.467052	91
266	22	1.6426	1.6426	-51
266	22	1.84621	1.84621	62
266	11	0.0381035	0.0381001	91
266	-11	0.0150186	0.01501	91
266	22	0.00465264	0.00465264	91
266	11	0.171609	0.171609	91
266	-11	1.45662	1.45662	91
266	22	0.376468	0.376468	91
266	22	0.216287	0.216287	91
266	22	0.0550165	0.0550165	91
268	22	0.0636292	0.0636292	91
269	-11	0.470021	0.470021	91
269	22	0.0293932	0.0293932	91
270	22	0.548728	0.548728	91
270	22	0.110238	0.110238	91
270	22	0.260689	0.260689	91
270	12	0.439837	0.439837	91
270	11	0.246317	0.246316	91
270	-11	0.0160326	0.0160244	91
271	22	0.302552	0.302552	91
272	11	0.0144076	0.0143986	91
272	-11	0.121329	0.121328	91
272	22	0.0444493	0.0444493	91
272	22	0.725382	0.725382	91
272	22	0.0720205	0.0720205	91
272	-11	0.504237	0.504237	91
273	22	0.0770094	0.0770094	91
273	11	0.0280259	0.0280212	91
273	-11	0.0651557	0.0651537	91
274	22	0.347293	0.347293	91
276	11	0.0358062	0.0358026	91
276	-11	0.154861	0.15486	91
276	11	0.00316251	0.003121	91
282	11	1.54826	1.54826	91
282	-14	0.390709	0.390709	91
282	11	0.0206755	0.0206693	91
282	22	0.345364	0.345364	91
282	11	0.148163	0.148162	91
282	-11	0.492705	0.492705	91
282	22	0.0568423	0.0568423	91
282	22	0.0572313	0.0572313	91
283	-11	0.254938	0.254937	91
283	22	0.0172924	0.0172924	91
283	22	0.0116453	0.0116453	91
283	11	0.070396	0.0703942	91
283	-11	0.272822	0.272822	91
284	22	0.0204966	0.0204966	91
284	11	0.0191844	0.0191776	91
284	-11	0.215712	0.215711	91
284	14	0.159019	0.159019	91
286	22	0.040931	0.040931	91
286	22	0.0966606	0.0966606	91
286	11	0.3091	0.309099	91
287	22	0.244611	0.244611	91
287	22	0.0561033	0.0561033	91
287	22	0.0995457	0.0995457	91
287	22	0.115105	0.115105	91
287	11	0.00753655	0.00751924	91
287	11	0.268609	0.268609	91
287	-11	0.0570034	0.0570012	91
287	11	0.011433	0.0114216	91
287	11	0.556756	0.556756	91
287	14	0.428857	0.428857	91
287	14	0.890703	0.890703	91
287	11	0.0381552	0.0381518	91
287	-11	0.0044763	0.00444707	91
288	-11	0.0487954	0.0487928	91
292	-14	0.367731	0.367731	91
292	22	0.327158	0.327158	91
292	22	0.0518745	0.0518745	91
292	13	0.297081	0.277809	91
294	11	0.151307	0.151306	91
294	-11	0.0202019	0.0201954	91
294	11	0.248263	0.248262	91
295	-11	0.169453	0.169452	91
295	-16	0.286365	0.286365	91
295	11	0.0418368	0.0418337	91
295	11	0.0663457	0.0663437	91
295	-11	0.159204	0.159203	91
297	11	0.00127439	0.00116746	91
297	13	1.0762	1.07101	91
297	11	0.0888249	0.0888234	91
297	-11	0.0157291	0.0157208	91
297	11	0.386877	0.386877	91
297	-11	0.0908522	0.0908507	91
297	11	0.136789	0.136788	91
297	-11	0.0565901	0.0565878	91
298	22	0.174913	0.174913	91
299	22	0.272598	0.272598	91
301	11	0.0238458	0.0238404	91
301	-11	0.00703138	0.00701283	91
301	11	0.0356737	0.03567	91
302	22	1.5296	1.5296	-51
302	11	0.977487	0.977487	91
302	11	0.0698235	0.0698217	91
302	-11	0.0366913	0.0366878	91
303	22	0.160636	0.160636	91
304	22	0.87853	0.87853	-43
304	22	0.739632	0.739632	91
304	11	0.0648061	0.064804	91
304	-11	0.0218171	0.0218112	91
305	-11	0.0353044	0.0353007	91
305	11	0.156271	0.15627	91
306	22	0.245513	0.245513	91
307	22	0.0494916	0.0494916	91
307	22	0.0793046	0.0793046	91
307	11	0.100439	0.100437	91
307	-11	0.0590239	0.0590217	91
307	11	0.00506387	0.00503809	91
307	11	0.0445237	0.0445208	91
307	-11	0.0533909	0.0533884	91
309	-14	0.194841	0.194841	91
310	22	0.0444109	0.0444109	91
310	22	0.359994	0.359994	91
312	22	0.065234	0.065234	91
312	22	0.0655795	0.0655795	91
312	11	0.0225529	0.0225472	91
313	22	0.0125631	0.0125631	91
313	14	2.38565	2.38565	91
313	11	0.144453	0.144452	91
313	-11	0.0386322	0.0386288	91
315	22	0.0286207	0.0286207	91
315	22	0.0160277	0.0160277	91
