Exotic Particle Analysis
******************************************************
JobID: 20200425	No. Events: 1000	SNN: 19.6

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

Event	Particle	ET	pT
0	22	0.663449	0.663449	91
5	-11	0.0398598	0.0398565	91
6	22	0.213559	0.213559	91
6	22	0.0497806	0.0497806	91
7	11	0.0988339	0.0988326	91
7	-11	0.0551331	0.0551307	91
9	22	0.163344	0.163344	91
9	-11	0.0044851	0.00445593	91
11	22	0.0975862	0.0975862	91
12	22	0.156872	0.156872	91
12	22	0.185212	0.185212	91
15	11	0.216143	0.216142	91
15	-11	0.0152032	0.0151947	91
15	22	0.325887	0.325887	91
17	-11	0.044125	0.044122	91
19	11	0.0197343	0.0197277	91
20	11	0.0406453	0.0406421	91
20	-11	0.373032	0.373032	91
23	22	0.230851	0.230851	91
26	22	0.237151	0.237151	91
27	11	0.0339491	0.0339453	91
31	22	0.109874	0.109874	91
33	22	0.203134	0.203134	91
33	-11	0.0366602	0.0366566	91
33	22	0.0573925	0.0573925	91
34	22	0.55538	0.55538	91
39	11	0.149354	0.149353	91
41	22	0.655498	0.655498	91
43	22	0.0830622	0.0830622	91
47	-11	0.0233513	0.0233457	91
47	22	0.161976	0.161976	91
56	-11	0.0802042	0.0802026	91
59	22	0.0198232	0.0198232	91
59	22	0.0311342	0.0311342	91
60	11	0.0599186	0.0599164	91
63	22	0.249359	0.249359	91
63	11	0.0485288	0.0485262	91
63	22	0.05076	0.05076	91
68	22	0.165255	0.165255	91
68	11	0.086825	0.0868235	91
68	-11	0.102717	0.102715	91
70	22	0.446562	0.446562	91
73	22	0.551589	0.551589	91
75	22	0.218749	0.218749	91
88	-11	0.0871255	0.087124	91
91	11	0.0429957	0.0429927	91
98	22	0.0889757	0.0889757	91
98	11	0.047459	0.0474563	91
110	22	0.0159829	0.0159829	91
110	-11	0.187304	0.187303	91
112	11	0.314433	0.314432	91
112	-11	0.135842	0.135841	91
117	22	0.324246	0.324246	91
122	22	0.602796	0.602796	91
122	22	0.450043	0.450043	91
122	11	0.0125482	0.0125378	91
122	-11	0.502665	0.502665	91
123	22	0.2978	0.2978	91
124	22	0.0842866	0.0842866	91
125	-11	0.0515868	0.0515843	91
125	-11	0.00129909	0.0011944	91
127	22	0.151855	0.151855	91
129	22	0.0604991	0.0604991	91
129	22	0.477496	0.477496	91
129	22	0.0984786	0.0984786	91
131	22	0.669796	0.669796	91
131	22	0.0511911	0.0511911	91
133	-11	0.00111369	0.000990405	91
136	22	0.0242304	0.0242304	91
138	22	0.105032	0.105032	91
139	11	0.077117	0.0771153	91
139	-11	0.158438	0.158437	91
140	11	0.0970869	0.0970856	91
141	-11	0.317416	0.317416	91
142	-11	0.163547	0.163546	91
143	22	0.245926	0.245926	91
143	22	0.215934	0.215934	91
143	22	0.178555	0.178555	91
143	22	0.311214	0.311214	91
143	11	0.0363538	0.0363502	91
147	11	0.0127804	0.0127702	91
162	11	0.138063	0.138062	91
163	22	0.784594	0.784594	-43
163	22	0.827179	0.827179	-44
163	22	0.371698	0.371698	-43
165	-11	0.123	0.122999	91
165	22	0.180986	0.180986	91
168	22	0.150114	0.150114	91
179	22	0.194729	0.194729	91
179	22	0.103437	0.103437	91
181	22	0.161013	0.161013	91
182	22	0.018182	0.018182	91
185	22	0.180278	0.180278	91
185	22	0.101995	0.101995	91
185	22	0.0298931	0.0298931	91
188	11	0.0175422	0.0175348	91
188	-11	0.051577	0.0515744	91
192	22	0.0703595	0.0703595	91
192	22	0.0251997	0.0251997	91
195	22	0.0241568	0.0241568	91
197	22	0.0968149	0.0968149	91
197	22	0.0957745	0.0957745	91
197	22	0.349763	0.349763	91
202	-11	0.221113	0.221113	91
202	11	0.0981749	0.0981735	91
202	-11	0.110226	0.110225	91
202	22	1.70741	1.70741	91
203	11	0.0526014	0.0525989	91
203	-11	0.0652127	0.0652107	91
204	22	0.529301	0.529301	91
204	-11	0.064435	0.064433	91
205	22	0.243927	0.243927	91
205	22	0.178259	0.178259	91
207	22	0.118783	0.118783	91
207	22	0.283863	0.283863	91
208	-11	0.322221	0.32222	91
208	22	0.0452855	0.0452855	91
215	22	0.100777	0.100777	91
219	22	0.651473	0.651473	91
220	22	0.289339	0.289339	91
220	-11	0.447128	0.447128	91
220	11	0.0628447	0.0628426	91
223	22	0.00673058	0.00673058	91
225	11	0.0109702	0.0109584	91
225	11	0.00566298	0.0056399	91
226	22	0.0669703	0.0669703	91
229	-11	0.00526158	0.0052369	91
229	22	0.0634149	0.0634149	91
231	22	0.120692	0.120692	91
231	-11	0.0444715	0.0444686	91
236	-11	0.0711213	0.0711195	91
237	22	0.399369	0.399369	91
238	22	0.272297	0.272297	91
240	22	0.156969	0.156969	91
242	-11	0.0808081	0.0808065	91
243	11	0.117924	0.117923	91
243	-11	0.030633	0.0306288	91
244	-11	0.0262303	0.0262253	91
244	22	0.209276	0.209276	91
244	-11	0.108424	0.108422	91
244	11	0.0401344	0.0401311	91
244	-11	0.491065	0.491065	91
246	22	0.599514	0.599514	91
248	-11	0.572213	0.572213	91
250	11	0.082251	0.0822494	91
250	-11	0.110755	0.110754	91
250	22	0.705897	0.705897	91
250	22	0.26351	0.26351	91
256	22	0.467226	0.467226	91
256	-11	0.0433525	0.0433495	91
257	22	0.0590635	0.0590635	91
260	-11	0.152894	0.152893	91
260	-11	0.0189089	0.018902	91
269	22	0.234918	0.234918	91
272	11	0.00149654	0.00140685	91
273	22	0.274493	0.274493	91
273	11	0.0629255	0.0629235	91
273	-11	0.0851919	0.0851904	91
275	11	0.122389	0.122388	91
275	22	0.0265049	0.0265049	91
279	11	0.0153361	0.0153276	91
285	11	0.305095	0.305095	91
285	11	0.19162	0.191619	91
287	-11	0.0400951	0.0400918	91
288	22	0.0133612	0.0133612	91
293	22	0.0662891	0.0662891	91
295	22	0.301218	0.301218	91
295	11	0.0174077	0.0174002	91
300	22	0.162755	0.162755	91
300	22	0.0972214	0.0972214	91
301	11	0.389187	0.389187	91
303	11	0.106218	0.106217	91
309	22	0.50045	0.50045	91
312	22	0.240306	0.240306	91
313	-11	0.0833654	0.0833638	91
313	11	0.0550716	0.0550692	91
313	11	0.0857022	0.0857007	91
313	-11	0.0939784	0.0939771	91
316	22	0.163572	0.163572	91
316	22	0.104726	0.104726	91
318	22	0.00635966	0.00635966	91
320	22	0.0792617	0.0792617	91
320	22	0.0447138	0.0447138	91
326	-11	0.921318	0.921318	91
328	22	0.490737	0.490737	91
330	22	0.113201	0.113201	91
335	22	0.464736	0.464736	91
339	11	0.0037908	0.00375627	91
339	-11	0.0351214	0.0351177	91
339	22	0.104929	0.104929	91
340	22	0.0476323	0.0476323	91
342	11	0.551289	0.551288	91
342	11	0.360206	0.360206	91
342	-11	0.0497131	0.0497105	91
342	-11	0.198284	0.198284	91
342	22	0.0291732	0.0291732	91
345	11	0.0828358	0.0828342	91
345	-11	0.141246	0.141245	91
345	22	0.151833	0.151833	91
345	11	0.0775753	0.0775736	91
345	-11	0.0341404	0.0341366	91
345	22	0.0366398	0.0366398	91
346	22	0.188355	0.188355	91
349	-11	0.0134726	0.0134629	91
349	22	0.0281462	0.0281462	91
351	22	0.253248	0.253248	91
359	11	0.0199753	0.0199688	91
363	-11	0.0379657	0.0379622	91
366	22	0.2679	0.2679	91
367	22	0.161998	0.161998	91
371	11	0.170157	0.170156	91
371	-11	0.045322	0.0453192	91
371	-11	0.232225	0.232224	91
374	11	0.0146496	0.0146407	91
375	11	0.384344	0.384344	91
377	-11	0.113791	0.11379	91
380	22	0.221019	0.221019	91
380	11	0.221772	0.221771	91
381	22	0.76858	0.76858	91
385	11	0.0609055	0.0609034	91
385	-11	0.0141894	0.0141802	91
387	-11	0.0564463	0.056444	91
388	11	0.236131	0.236131	91
389	11	0.0432812	0.0432782	91
389	-11	0.0252452	0.0252401	91
391	-11	0.00190284	0.00183294	91
398	22	0.203598	0.203598	91
404	22	0.0761989	0.0761989	91
405	22	0.303946	0.303946	91
405	-11	0.0191458	0.019139	91
405	-11	0.0384376	0.0384342	91
406	-11	0.0901807	0.0901793	91
406	11	0.0841798	0.0841782	91
410	11	0.33829	0.33829	91
410	22	0.0497431	0.0497431	91
410	11	0.0905083	0.0905069	91
410	-11	0.2865	0.286499	91
415	11	0.0133847	0.0133749	91
415	-11	0.0650686	0.0650666	91
416	22	0.271325	0.271325	91
418	11	0.103203	0.103202	91
419	22	0.255732	0.255732	91
420	-11	0.0785488	0.0785471	91
420	22	0.0672497	0.0672497	91
430	11	0.0099816	0.00996851	91
432	22	0.124324	0.124324	91
432	22	0.362775	0.362775	91
433	22	0.161327	0.161327	91
433	22	0.397051	0.397051	91
434	-11	0.154296	0.154296	91
434	22	0.111924	0.111924	91
436	11	0.784283	0.784283	91
436	-11	0.0389694	0.038966	91
446	11	0.0421083	0.0421053	91
449	11	0.0864556	0.0864541	91
450	22	0.339691	0.339691	91
453	22	0.162047	0.162047	91
454	22	0.634616	0.634616	91
456	22	0.305272	0.305272	91
459	11	0.0420264	0.0420233	91
459	-11	0.0365616	0.0365581	91
461	22	0.121373	0.121373	91
461	11	0.0651768	0.0651748	91
461	22	0.0312953	0.0312953	91
462	22	0.0584378	0.0584378	91
463	22	0.299716	0.299716	91
467	22	0.100391	0.100391	91
470	22	0.213195	0.213195	91
472	11	0.537922	0.537922	91
472	22	0.0625899	0.0625899	91
472	11	0.00194962	0.00188199	91
474	22	0.223804	0.223804	91
477	22	0.171094	0.171094	91
484	22	0.179959	0.179959	91
485	22	0.15525	0.15525	91
485	11	0.0813024	0.0813008	91
485	11	0.0264426	0.0264377	91
495	11	0.131087	0.131086	91
496	-11	0.181289	0.181288	91
496	22	0.415964	0.415964	91
496	22	0.0206557	0.0206557	91
497	11	0.0192939	0.0192872	91
499	22	0.307636	0.307636	91
499	22	0.116663	0.116663	91
499	-11	0.0324876	0.0324836	91
502	22	0.502138	0.502138	91
508	11	0.450188	0.450188	91
508	-11	0.201174	0.201173	91
508	-11	0.0622427	0.0622406	91
508	22	0.124875	0.124875	91
512	22	0.0448074	0.0448074	91
512	22	0.200642	0.200642	91
515	22	0.0658435	0.0658435	91
519	22	0.697055	0.697055	91
519	11	0.041971	0.0419679	91
522	22	0.468707	0.468707	91
522	22	0.196949	0.196949	91
526	22	0.410493	0.410493	91
526	22	0.0371184	0.0371184	91
526	22	0.152538	0.152538	91
527	11	0.053815	0.0538126	91
527	-11	0.0235359	0.0235304	91
527	22	0.424606	0.424606	91
530	22	0.120595	0.120595	91
532	22	0.543184	0.543184	91
532	22	0.272222	0.272222	91
535	22	0.482819	0.482819	91
536	22	0.400871	0.400871	91
537	-11	0.00804444	0.0080282	91
540	11	0.51087	0.510869	91
540	-11	0.0888814	0.0888799	91
540	11	0.658638	0.658638	91
