Exotic Particle Analysis
******************************************************
JobID: 20200430	No. Events: 10000	SNN: 39

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

Event	Particle	ET	pT
2	22	0.0675717	0.0675717	91
3	22	0.308358	0.308358	91
4	22	0.168089	0.168089	91
4	22	0.223852	0.223852	91
9	22	0.152052	0.152052	91
11	11	0.0339958	0.033992	91
14	22	0.17386	0.17386	91
17	-11	0.0223906	0.0223848	91
21	22	0.0316216	0.0316216	91
22	-11	0.239062	0.239062	91
23	11	0.0169383	0.0169305	91
23	-11	0.0540108	0.0540084	91
23	11	0.309247	0.309247	91
23	-11	0.0315957	0.0315915	91
24	11	0.0375665	0.037563	91
26	11	0.0959733	0.0959719	91
26	-11	0.0444648	0.0444619	91
26	11	0.018573	0.0185659	91
26	-11	0.0363868	0.0363832	91
33	11	0.107264	0.107263	91
33	-11	0.367486	0.367485	91
35	-11	0.0458583	0.0458554	91
37	-11	0.00330586	0.00326638	91
42	22	0.291504	0.291504	91
42	11	0.227377	0.227376	91
42	-11	0.169256	0.169255	91
42	-11	0.0157785	0.0157703	91
46	22	0.0748068	0.0748068	91
47	22	0.0523043	0.0523043	91
49	11	0.468257	0.468257	91
49	-11	0.043295	0.043292	91
49	22	0.135035	0.135035	91
50	22	0.0663313	0.0663313	91
51	22	0.0461196	0.0461196	91
51	11	0.0418562	0.0418531	91
51	-11	0.037117	0.0371134	91
51	11	0.0162901	0.0162821	91
53	22	0.11678	0.11678	91
53	11	0.244	0.243999	91
53	-11	0.290759	0.290758	91
54	11	0.0482426	0.0482399	91
56	22	0.0727763	0.0727763	91
56	11	0.357313	0.357313	91
56	-11	0.0386606	0.0386572	91
57	22	0.0848057	0.0848057	91
57	11	0.00675218	0.00673293	91
57	11	0.0258695	0.0258645	91
57	-11	0.18027	0.180269	91
58	22	0.0839111	0.0839111	91
59	11	0.059722	0.0597198	91
59	-11	0.0604047	0.0604025	91
64	22	0.0632819	0.0632819	91
64	11	0.0500541	0.0500515	91
64	11	0.00263996	0.00259013	91
65	22	0.257105	0.257105	91
65	22	0.221882	0.221882	91
65	22	0.159669	0.159669	91
65	22	0.119938	0.119938	91
73	22	0.53845	0.53845	91
77	22	0.517272	0.517272	91
80	22	0.0941018	0.0941018	91
81	22	0.0849694	0.0849694	91
82	11	0.0389285	0.0389251	91
82	-11	0.00864079	0.00862576	91
83	22	0.134842	0.134842	91
83	11	0.0899978	0.0899964	91
85	11	0.0533766	0.0533742	91
85	11	0.136237	0.136236	91
89	22	0.0768701	0.0768701	91
89	11	0.0106399	0.0106277	91
92	22	0.079563	0.079563	91
93	11	0.144852	0.144852	91
97	22	0.385435	0.385435	91
97	22	0.231732	0.231732	91
107	22	0.0778691	0.0778691	91
109	22	0.0673233	0.0673233	91
109	11	0.00398328	0.00395038	91
124	-11	0.190146	0.190145	91
126	11	0.0676313	0.0676294	91
126	-11	0.195525	0.195525	91
127	22	0.389822	0.389822	-43
127	22	0.41509	0.41509	62
127	-11	0.126196	0.126195	91
127	-11	0.169557	0.169556	91
129	11	0.01024	0.0102273	91
129	-11	0.0608025	0.0608003	91
129	11	0.0337685	0.0337646	91
131	22	0.0706229	0.0706229	91
133	11	0.01841	0.0184029	91
133	-11	0.353275	0.353274	91
138	11	0.0134639	0.0134543	91
142	-11	0.0504108	0.0504082	91
144	11	0.0309284	0.0309241	91
146	22	0.0317422	0.0317422	91
150	11	0.376327	0.376327	91
150	-11	0.177545	0.177544	91
152	11	0.0426087	0.0426056	91
154	22	0.51504	0.51504	91
154	11	0.0249514	0.0249462	91
154	-11	0.285598	0.285597	91
154	-11	0.00783736	0.00782069	91
154	-11	0.00512197	0.00509643	91
155	11	0.0280889	0.0280843	91
155	-11	0.0350447	0.035041	91
157	22	0.524858	0.524858	62
159	22	0.0630858	0.0630858	91
161	22	0.485411	0.485411	91
161	22	0.0235998	0.0235998	91
163	22	0.0704624	0.0704624	91
163	22	0.0711067	0.0711067	91
166	11	0.0193932	0.0193865	91
166	-11	0.137603	0.137603	91
166	22	0.0960293	0.0960293	91
169	22	0.148345	0.148345	91
183	11	0.0306118	0.0306076	91
185	22	0.0867796	0.0867796	91
185	22	0.393594	0.393594	91
185	11	0.0317188	0.0317147	91
185	-11	0.223138	0.223138	91
185	11	0.0388054	0.0388021	91
186	22	0.185676	0.185676	91
186	-11	0.0168934	0.0168857	91
186	11	0.0419387	0.0419356	91
186	-11	0.00871964	0.0087047	91
191	22	0.266264	0.266264	91
191	22	0.122532	0.122532	91
193	22	0.110113	0.110113	91
194	22	0.170632	0.170632	91
194	11	0.112082	0.11208	91
195	-11	0.0214335	0.0214274	91
199	22	0.0703712	0.0703712	91
202	22	0.284735	0.284735	91
203	22	0.107405	0.107405	91
205	11	0.0453803	0.0453774	91
205	-11	0.0243448	0.0243395	91
207	11	0.00296889	0.00292489	91
208	-11	0.00961286	0.00959934	91
214	22	0.10871	0.10871	91
214	22	0.0815086	0.0815086	91
217	22	0.114479	0.114479	91
219	22	0.197951	0.197951	91
219	22	0.0631973	0.0631973	91
220	-11	0.187781	0.187781	91
222	22	0.333874	0.333874	91
222	22	0.0576329	0.0576329	91
223	-11	0.00936942	0.0093555	91
224	-11	0.448376	0.448375	91
225	11	0.0542136	0.0542112	91
225	-11	0.0576366	0.0576344	91
225	11	0.576361	0.576361	91
225	-11	1.54938	1.54938	91
225	-11	0.0410276	0.0410244	91
227	11	0.0157689	0.0157607	91
229	11	0.105428	0.105426	91
231	22	0.313906	0.313906	91
231	22	0.0565282	0.0565282	91
231	22	0.0682071	0.0682071	91
234	22	0.0360776	0.0360776	91
234	11	0.091552	0.0915506	91
234	-11	0.0198684	0.0198618	91
236	11	0.0431318	0.0431288	91
237	22	0.0698369	0.0698369	91
237	22	0.134459	0.134459	91
239	11	0.540762	0.540762	91
239	-11	0.202309	0.202308	91
241	-11	0.0293181	0.0293137	91
242	22	0.120411	0.120411	91
248	11	0.0860688	0.0860673	91
249	11	0.275621	0.27562	91
249	11	0.129452	0.129451	91
249	11	0.221267	0.221266	91
249	-11	0.0784177	0.0784161	91
249	-11	0.0135724	0.0135628	91
250	-11	0.0587903	0.0587881	91
252	-11	0.0955593	0.095558	91
255	22	0.110799	0.110799	91
256	11	0.0542566	0.0542542	91
256	-11	0.240794	0.240793	91
267	-11	0.0453622	0.0453594	91
267	11	0.0189042	0.0188973	91
267	-11	0.191202	0.191202	91
274	11	0.036725	0.0367214	91
274	-11	0.00804929	0.00803319	91
275	22	0.726123	0.726123	91
280	22	0.131291	0.131291	91
285	22	0.214478	0.214478	91
288	11	0.145028	0.145027	91
288	-11	0.0725223	0.0725205	91
288	22	0.0558726	0.0558726	91
291	11	0.13351	0.133509	91
295	-11	0.0480874	0.0480847	91
295	-11	0.0602516	0.0602494	91
298	-11	0.0193435	0.0193368	91
298	11	0.128942	0.128941	91
298	-11	0.116759	0.116758	91
298	11	0.115223	0.115222	91
298	-11	0.108404	0.108403	91
299	11	0.0224183	0.0224125	91
299	-11	0.374407	0.374407	91
303	11	0.254129	0.254128	91
303	-11	0.200956	0.200955	91
306	11	0.491459	0.491459	91
306	-11	0.169424	0.169423	91
306	11	0.217814	0.217813	91
309	11	0.162667	0.162666	91
309	-11	0.0269987	0.0269939	91
312	-11	0.00883846	0.00882368	91
313	11	0.0739055	0.0739038	91
313	22	0.0815955	0.0815955	91
314	11	0.0562765	0.0562742	91
317	22	0.0826062	0.0826062	91
320	22	0.0601508	0.0601508	91
320	22	0.0873174	0.0873174	91
320	11	0.0639417	0.0639397	91
320	-11	0.0295374	0.029533	91
321	11	0.0789686	0.0789669	91
322	22	0.329266	0.329266	91
322	22	0.0749426	0.0749426	91
324	22	0.0869756	0.0869756	91
