Exotic Particle Analysis
******************************************************
JobID: 20200229	No. Events: 10000	SNN: 19.6

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

Event	Particle	ET	pT
295	11	0.0433612	0.0433582	91
300	22	0.0659717	0.0659717	91
302	-11	0.021281	0.0212749	91
304	22	0.138488	0.138488	91
306	22	0.195338	0.195338	91
308	22	0.365643	0.365643	91
314	22	0.120985	0.120985	91
315	22	0.0571069	0.0571069	91
316	22	0.377731	0.377731	91
317	11	0.0017731	0.001698	91
318	22	0.0847169	0.0847169	91
322	-11	0.0146358	0.014627	91
327	11	0.368741	0.368741	91
328	22	0.163026	0.163026	91
328	22	0.237664	0.237664	91
332	22	0.0815579	0.0815579	91
333	22	0.15742	0.15742	91
334	-11	0.011927	0.0119161	91
337	22	0.177971	0.177971	91
337	22	0.019666	0.019666	91
343	-11	0.224067	0.224066	91
343	22	0.0703375	0.0703375	91
343	22	0.102978	0.102978	91
343	22	0.145574	0.145574	91
343	-11	0.0244251	0.0244198	91
347	22	0.121833	0.121833	91
347	11	0.0178408	0.0178335	91
347	-11	0.0406443	0.0406411	91
349	22	0.613459	0.613459	91
351	22	0.451956	0.451956	91
352	-11	0.0374145	0.037411	91
352	11	0.00897704	0.00896248	91
353	22	0.311802	0.311802	91
355	22	0.437111	0.437111	91
355	11	0.0121927	0.0121821	91
355	22	0.108649	0.108649	91
358	22	0.257387	0.257387	91
358	22	0.0549719	0.0549719	91
358	22	0.264244	0.264244	91
363	11	0.220588	0.220587	91
367	22	0.231932	0.231932	91
373	11	0.0126717	0.0126614	91
377	22	0.262676	0.262676	91
378	22	0.109556	0.109556	91
380	11	0.11299	0.112988	91
380	-11	0.230034	0.230034	91
383	22	0.291066	0.291066	91
383	11	0.131367	0.131366	91
386	11	0.293723	0.293723	91
386	-11	0.032023	0.032019	91
389	22	0.769238	0.769238	91
391	11	0.0534616	0.0534592	91
391	-11	0.339584	0.339584	91
393	22	0.321056	0.321056	91
393	-11	0.00254014	0.00248821	91
395	22	0.357138	0.357138	91
401	-11	0.27849	0.27849	91
406	22	0.127823	0.127823	91
408	11	0.0242206	0.0242152	91
408	11	0.0352772	0.0352735	91
409	22	1.26626	1.26626	91
409	11	0.150088	0.150087	91
409	-11	0.362938	0.362938	91
411	11	0.0339584	0.0339546	91
411	-11	0.0531652	0.0531627	91
414	22	0.0436856	0.0436856	91
414	22	0.367456	0.367456	91
415	22	0.12934	0.12934	91
415	22	0.105707	0.105707	91
415	22	0.407528	0.407528	91
417	22	0.0884176	0.0884176	91
420	11	0.0309927	0.0309885	91
420	-11	0.0974598	0.0974585	91
420	22	0.636776	0.636776	91
423	11	0.148718	0.148717	91
425	11	0.136732	0.136731	91
425	22	0.0956755	0.0956755	91
428	22	0.500345	0.500345	91
431	22	0.170274	0.170274	91
431	22	0.305713	0.305713	91
431	22	0.17045	0.17045	91
431	-11	0.142097	0.142096	91
436	-11	0.0965149	0.0965136	91
438	11	0.0069555	0.00693672	91
439	22	0.082779	0.082779	91
440	22	0.0128545	0.0128545	91
441	22	0.0854588	0.0854588	91
441	22	0.285083	0.285083	91
448	22	0.100554	0.100554	91
451	22	0.0344274	0.0344274	91
455	22	0.0771276	0.0771276	91
458	22	0.372282	0.372282	91
459	22	0.397916	0.397916	91
459	22	0.200999	0.200999	91
459	22	0.129655	0.129655	91
459	11	0.0449615	0.0449586	91
465	22	0.17072	0.17072	91
468	22	0.378462	0.378462	91
469	22	0.19416	0.19416	91
469	-11	0.359999	0.359999	91
469	-11	0.00391906	0.00388567	91
470	22	0.0868668	0.0868668	91
470	22	0.201993	0.201993	91
470	22	0.253455	0.253455	91
470	-11	0.15526	0.15526	91
470	22	0.0588295	0.0588295	91
472	11	0.201555	0.201554	91
472	22	0.070311	0.070311	91
476	22	0.0744242	0.0744242	91
476	22	0.140932	0.140932	91
478	22	0.482141	0.482141	91
478	22	0.24988	0.24988	91
480	22	0.868443	0.868443	91
482	22	0.222146	0.222146	91
482	22	0.0969025	0.0969025	91
482	-11	0.0243314	0.0243261	91
482	11	0.0500107	0.0500081	91
485	22	0.106133	0.106133	91
490	22	0.0703981	0.0703981	91
490	11	0.0111688	0.0111571	91
491	22	0.512017	0.512017	91
496	22	0.0659621	0.0659621	91
499	11	0.0691233	0.0691214	91
499	-11	0.213675	0.213675	91
499	11	0.3262	0.326199	91
499	-11	0.00753041	0.00751306	91
501	11	0.101734	0.101732	91
504	11	0.0914057	0.0914043	91
505	22	0.0314738	0.0314738	91
510	22	0.473278	0.473278	91
512	-11	0.426878	0.426877	91
512	22	0.205456	0.205456	91
513	11	0.155397	0.155396	91
513	-11	0.115747	0.115746	91
513	11	0.0249435	0.0249383	91
519	22	0.365028	0.365028	91
520	11	0.310894	0.310894	91
522	-11	0.146339	0.146338	91
522	22	0.345852	0.345852	91
523	-11	0.0186983	0.0186914	91
525	22	0.031649	0.031649	91
526	11	0.608595	0.608595	91
532	22	0.0459831	0.0459831	91
535	22	0.0637465	0.0637465	91
536	22	0.194742	0.194742	91
541	-11	0.0164919	0.016484	91
541	-11	0.310283	0.310283	91
545	22	0.261163	0.261163	91
549	11	0.0193317	0.019325	91
550	22	0.550888	0.550888	91
550	11	0.0437684	0.0437654	91
552	22	0.544366	0.544366	91
553	22	0.0902733	0.0902733	91
555	11	0.0630871	0.0630851	91
556	11	0.0495461	0.0495435	91
556	-11	0.00394691	0.003914	91
558	22	0.0922569	0.0922569	91
562	11	0.355558	0.355558	91
562	11	0.0627687	0.0627667	91
562	-11	0.0101481	0.0101353	91
564	22	0.186729	0.186729	91
564	11	0.0620011	0.061999	91
564	-11	0.352084	0.352084	91
564	22	0.0876379	0.0876379	91
565	11	0.0824679	0.0824663	91
565	-11	0.105277	0.105276	91
566	22	0.790466	0.790466	91
569	22	0.323308	0.323308	91
570	11	0.0155494	0.015541	91
570	-11	0.0272298	0.027225	91
571	22	0.243797	0.243797	91
574	11	0.14535	0.145349	91
579	22	0.66428	0.66428	91
579	22	0.0786083	0.0786083	91
580	22	0.09294	0.09294	91
580	11	0.296032	0.296031	91
580	-11	0.0639246	0.0639225	91
584	-11	0.125621	0.12562	91
585	11	0.0511186	0.051116	91
585	-11	0.340618	0.340617	91
585	22	0.2294	0.2294	91
585	22	0.194868	0.194868	91
586	22	0.107809	0.107809	91
590	22	0.0429139	0.0429139	91
592	22	0.137719	0.137719	91
598	-11	0.0245757	0.0245704	91
599	11	0.271055	0.271054	91
599	-11	0.0342085	0.0342047	91
599	11	0.106305	0.106304	91
599	-11	0.0386647	0.0386613	91
599	11	0.00967541	0.009662	91
601	22	0.464874	0.464874	91
601	22	0.267393	0.267393	91
603	-11	0.00782932	0.00781262	91
605	22	0.521002	0.521002	91
605	11	0.0399413	0.039938	91
605	22	0.0724169	0.0724169	91
609	22	0.150809	0.150809	91
610	22	0.295291	0.295291	91
610	22	0.570493	0.570493	91
613	22	0.735949	0.735949	91
613	22	0.155573	0.155573	91
613	11	0.00744172	0.00742421	91
616	11	0.296304	0.296304	91
617	22	0.228379	0.228379	91
623	22	0.143841	0.143841	91
627	-11	0.0425915	0.0425884	91
627	22	0.164969	0.164969	91
627	-11	0.00900008	0.00898568	91
628	22	0.362023	0.362023	91
628	22	0.0782965	0.0782965	91
628	11	0.0202454	0.020239	91
628	-11	0.152277	0.152276	91
628	22	0.444461	0.444461	91
629	-11	0.0125844	0.0125741	91
629	22	0.0386546	0.0386546	91
630	22	0.107844	0.107844	91
637	22	0.527037	0.527037	91
638	22	0.0320297	0.0320297	91
639	22	0.345395	0.345395	91
639	22	0.182023	0.182023	91
643	22	0.0880723	0.0880723	91
652	22	0.098626	0.098626	91
654	22	0.0411679	0.0411679	91
654	22	0.182043	0.182043	91
655	22	0.858484	0.858484	91
655	11	0.133863	0.133862	91
663	22	0.13986	0.13986	91
672	22	0.414973	0.414973	91
672	11	0.294155	0.294154	91
672	-11	0.0135481	0.0135384	91
676	22	0.661873	0.661873	91
676	22	0.0659262	0.0659262	91
676	22	0.036914	0.036914	91
676	22	0.262628	0.262628	91
676	22	0.0965145	0.0965145	91
688	22	0.124973	0.124973	91
689	-11	0.0251287	0.0251236	91
697	22	0.240769	0.240769	91
697	11	0.142267	0.142266	91
700	-11	0.0196335	0.0196268	91
706	22	0.194346	0.194346	91
709	11	0.121295	0.121294	91
710	11	0.0174618	0.0174544	91
711	22	0.0944235	0.0944235	91
711	11	0.0279502	0.0279455	91
711	-11	0.0885569	0.0885554	91
711	-11	0.109604	0.109602	91
711	11	0.00629744	0.00627668	91
720	22	0.211097	0.211097	91
720	-11	0.185021	0.185021	91
723	-11	0.334212	0.334211	91
724	22	0.0771536	0.0771536	91
724	22	0.134855	0.134855	91
726	22	0.0893246	0.0893246	91
727	22	0.351995	0.351995	91
727	22	0.0688281	0.0688281	91
729	22	0.683517	0.683517	91
729	11	0.0451392	0.0451363	91
730	22	0.379695	0.379695	91
730	-11	0.101738	0.101737	91
730	11	0.595478	0.595477	91
730	-11	0.105161	0.105159	91
730	22	0.110405	0.110405	91
731	11	0.00559456	0.0055712	91
731	22	0.0818111	0.0818111	91
733	22	0.381317	0.381317	91
740	22	0.304882	0.304882	91
741	11	0.14039	0.140389	91
741	-11	0.329602	0.329601	91
752	22	0.0704596	0.0704596	91
753	11	0.128378	0.128377	91
753	-11	0.138999	0.138998	91
756	22	0.426277	0.426277	91
759	11	0.0122622	0.0122516	91
760	22	0.0766831	0.0766831	91
774	22	0.199029	0.199029	91
774	-11	0.0061873	0.00616629	91
774	22	0.0684043	0.0684043	91
775	22	0.360701	0.360701	91
780	22	0.104274	0.104274	91
780	11	0.0634793	0.0634772	91
782	11	0.105241	0.10524	91
782	-11	0.197558	0.197557	91
782	22	0.0358459	0.0358459	91
787	11	0.0109791	0.0109672	91
787	22	0.62542	0.62542	91
787	22	0.0387399	0.0387399	91
791	11	0.0335078	0.0335039	91
794	11	0.18553	0.185529	91
795	22	0.0872646	0.0872646	91
796	11	0.102818	0.102817	91
796	-11	0.0252005	0.0251953	91
799	22	0.0314788	0.0314788	91
800	22	0.0211658	0.0211658	91
802	11	0.0454593	0.0454564	91
802	-11	0.119519	0.119518	91
805	22	0.0479836	0.0479836	91
809	22	0.346088	0.346088	91
811	11	0.163631	0.163631	91
811	-11	0.0238687	0.0238633	91
813	11	0.0119254	0.0119145	91
814	22	0.19038	0.19038	91
816	11	0.050287	0.0502844	91
818	11	0.119664	0.119663	91
818	-11	0.0284582	0.0284537	91
819	22	0.338246	0.338246	91
822	22	0.0390771	0.0390771	91
824	11	0.026487	0.0264821	91
824	-11	0.493784	0.493784	91
824	11	0.0897312	0.0897298	91
827	11	0.00469437	0.00466649	91
827	-11	0.00944527	0.00943145	91
827	22	0.152506	0.152506	91
829	-11	0.00600917	0.0059875	91
830	22	0.0498865	0.0498865	91
832	22	0.564241	0.564241	91
833	22	0.335044	0.335044	91
833	11	0.0569597	0.0569574	91
833	-11	0.242386	0.242386	91
833	22	0.0281312	0.0281312	91
834	22	0.228778	0.228778	91
834	22	0.145213	0.145213	91
840	22	0.0550915	0.0550915	91
845	22	0.200691	0.200691	91
845	22	0.118398	0.118398	91
845	22	0.0995571	0.0995571	91
849	22	0.0461517	0.0461517	91
854	22	0.111873	0.111873	91
856	22	0.428188	0.428188	91
857	11	0.0741317	0.07413	91
858	-11	0.12318	0.123179	91
858	11	0.0734172	0.0734154	91
859	22	0.199157	0.199157	91
860	11	0.0254012	0.025396	91
860	-11	0.179471	0.17947	91
865	22	0.287378	0.287378	91
865	11	0.075109	0.0751072	91
868	22	0.0326771	0.0326771	91
870	22	0.265542	0.265542	91
870	22	0.0600923	0.0600923	91
870	11	0.0802285	0.0802269	91
876	11	0.125489	0.125488	91
877	22	0.241023	0.241023	91
877	22	0.378562	0.378562	91
879	22	0.0474369	0.0474369	91
880	22	0.481693	0.481693	91
880	22	0.0747624	0.0747624	91
882	22	0.0964839	0.0964839	91
886	22	0.0474378	0.0474378	91
886	22	0.0758187	0.0758187	91
887	22	0.0317529	0.0317529	91
888	22	0.383638	0.383638	91
895	11	0.00961494	0.00960137	91
896	22	0.135944	0.135944	91
903	22	0.221157	0.221157	91
903	11	0.288548	0.288547	91
903	-11	0.277353	0.277352	91
903	11	0.0167842	0.0167764	91
903	11	0.267652	0.267651	91
908	22	0.214571	0.214571	91
908	22	0.264283	0.264283	91
910	22	0.0643749	0.0643749	91
911	22	0.143294	0.143294	91
912	22	0.428983	0.428983	91
915	22	0.0331131	0.0331131	91
919	-11	0.0573674	0.0573651	91
919	22	0.0739171	0.0739171	91
919	22	0.139251	0.139251	91
920	11	0.0280841	0.0280795	91
920	-11	0.0276171	0.0276124	91
921	22	0.134857	0.134857	91
925	22	0.0303208	0.0303208	91
926	-11	0.0173986	0.0173912	91
928	22	0.164139	0.164139	91
929	11	0.0171418	0.0171342	91
931	11	0.0418977	0.0418945	91
931	-11	0.144517	0.144516	91
937	11	0.122878	0.122877	91
937	22	0.249431	0.249431	91
939	22	0.0271489	0.0271489	91
942	11	0.0543158	0.0543134	91
944	11	0.334514	0.334514	91
944	-11	0.175301	0.1753	91
944	11	0.0208685	0.0208623	91
949	22	0.0820476	0.0820476	91
952	22	0.0449053	0.0449053	91
954	22	0.0933072	0.0933072	91
956	22	0.381334	0.381334	91
956	22	0.322676	0.322676	91
957	22	0.372234	0.372234	91
957	22	0.228538	0.228538	91
963	11	0.126115	0.126114	91
963	-11	0.176348	0.176348	91
963	11	0.047498	0.0474952	91
963	-11	0.0512249	0.0512224	91
963	22	0.314399	0.314399	91
967	22	0.0638832	0.0638832	91
969	11	0.181978	0.181977	91
970	22	0.0909317	0.0909317	91
970	11	0.0850638	0.0850622	91
970	-11	0.113811	0.11381	91
970	-11	0.0389102	0.0389068	91
978	11	0.14833	0.148329	91
979	22	0.0784511	0.0784511	91
979	22	0.103393	0.103393	91
979	-11	0.0685994	0.0685975	91
980	22	0.05087	0.05087	91
985	-11	0.285841	0.285841	91
985	22	0.0990849	0.0990849	91
989	22	0.130231	0.130231	91
990	11	0.221886	0.221886	91
990	11	0.0135141	0.0135045	91
990	-11	0.0224253	0.0224195	91
994	22	0.309466	0.309466	91
994	-11	0.0639683	0.0639663	91
995	22	0.0308176	0.0308176	91
996	22	0.0532095	0.0532095	91
999	11	0.124881	0.12488	91
1005	22	0.503009	0.503009	91
1007	22	0.270851	0.270851	91
1009	11	0.0661971	0.0661951	91
1009	22	0.296768	0.296768	91
1009	22	0.0540039	0.0540039	91
1009	22	0.237076	0.237076	91
1013	22	0.15834	0.15834	91
1013	22	0.206809	0.206809	91
1013	11	0.011799	0.0117879	91
1014	22	0.0760951	0.0760951	91
1015	22	0.341191	0.341191	91
1015	22	0.172333	0.172333	91
1015	22	0.0259672	0.0259672	91
1016	22	0.141165	0.141165	91
1018	22	1.16711	1.16711	62
1018	22	0.413453	0.413453	91
1018	-11	0.268077	0.268077	91
1018	22	0.0965923	0.0965923	91
1021	22	0.10986	0.10986	91
1021	-11	0.098641	0.0986396	91
1023	22	0.29834	0.29834	91
1027	22	0.176492	0.176492	91
1029	-11	0.0702413	0.0702395	91
1031	22	0.0315683	0.0315683	91
1033	22	0.758146	0.758146	91
1033	22	0.541399	0.541399	91
1033	11	0.138513	0.138512	91
1033	-11	0.0149308	0.0149221	91
1034	22	0.29893	0.29893	91
1036	22	0.138492	0.138492	91
1036	22	0.237288	0.237288	91
1041	22	0.421608	0.421608	91
1041	11	0.0534763	0.0534739	91
1041	-11	0.0139706	0.0139613	91
1041	22	0.122532	0.122532	91
1044	22	0.0819798	0.0819798	91
1047	22	0.0531832	0.0531832	91
1047	22	0.0504572	0.0504572	91
1048	22	0.411964	0.411964	91
1048	-11	0.0347928	0.034789	91
1048	11	0.0102343	0.0102216	91
1048	-11	0.0362946	0.036291	91
1051	-11	0.16595	0.165949	91
1051	11	0.0295502	0.0295458	91
1057	22	0.458326	0.458326	91
1057	22	0.193536	0.193536	91
1057	11	0.0340119	0.0340081	91
1058	22	0.0844048	0.0844048	91
1058	22	0.064722	0.064722	91
1059	11	0.0549387	0.0549364	91
1059	22	0.0605614	0.0605614	91
1059	-11	0.0260898	0.0260848	91
1062	-11	0.0424108	0.0424077	91
1062	-11	0.0522043	0.0522018	91
1062	22	0.157988	0.157988	91
1063	22	0.386144	0.386144	91
1065	22	0.277997	0.277997	91
1069	11	0.0184487	0.0184417	91
1069	-11	0.00481963	0.00479252	91
1069	22	0.0511128	0.0511128	91
1070	22	0.300175	0.300175	91
1074	22	0.0997863	0.0997863	91
1077	22	0.0531099	0.0531099	91
1080	-11	0.329804	0.329804	91
1080	22	0.14714	0.14714	91
1086	22	0.177666	0.177666	91
1088	22	0.259662	0.259662	91
1089	22	0.701173	0.701173	91
1091	11	0.0335879	0.0335841	91
1096	22	0.0880373	0.0880373	91
1097	22	0.154077	0.154077	91
1098	22	0.0720775	0.0720775	91
1103	11	0.573105	0.573104	91
1103	22	0.250393	0.250393	91
1106	22	0.0565629	0.0565629	91
1109	11	0.0143921	0.0143831	91
1109	-11	0.0513429	0.0513404	91
1115	22	0.0620675	0.0620675	91
1115	22	0.037319	0.037319	91
1116	22	0.278661	0.278661	91
1117	22	0.0714809	0.0714809	91
1117	-11	0.0156665	0.0156582	91
1118	11	0.00151714	0.00142856	91
1122	11	0.121311	0.12131	91
1126	11	0.298139	0.298138	91
1126	22	0.016102	0.016102	91
1129	22	0.225	0.225	91
1129	11	0.0705792	0.0705774	91
1129	-11	0.05286	0.0528575	91
1130	22	0.965054	0.965054	91
1130	11	0.038747	0.0387437	91
1135	22	0.190725	0.190725	91
1136	22	0.0809356	0.0809356	91
1136	22	0.0753796	0.0753796	91
1136	11	0.0227178	0.0227121	91
1136	-11	0.0157614	0.0157532	91
1139	22	0.0878633	0.0878633	91
1143	11	0.501513	0.501513	91
1147	22	0.370534	0.370534	91
1150	11	0.149385	0.149384	91
1150	-11	0.185932	0.185932	91
1150	11	0.022236	0.0222302	91
1153	22	0.0983112	0.0983112	91
1157	22	0.0402393	0.0402393	91
1159	11	0.0923334	0.092332	91
1159	-11	0.490541	0.490541	91
1162	11	0.00787144	0.007855	91
1162	-11	0.103229	0.103228	91
1166	11	0.017136	0.0171284	91
1166	-11	0.0900552	0.0900538	91
1173	22	0.253399	0.253399	91
1173	-11	0.0156204	0.0156121	91
1174	11	0.0647786	0.0647766	91
1174	-11	0.0625909	0.0625888	91
1177	22	0.476513	0.476513	91
1179	22	0.265824	0.265824	91
1181	22	0.969757	0.969757	91
1181	-11	0.197474	0.197473	91
1181	11	0.0181075	0.0181003	91
1183	22	0.302063	0.302063	91
1186	22	0.355612	0.355612	91
1188	-11	0.0650154	0.0650134	91
1199	22	0.356692	0.356692	91
1201	22	1.01343	1.01343	91
1203	22	0.0825427	0.0825427	91
1203	11	0.0461563	0.0461535	91
1204	-11	0.223552	0.223552	91
1210	11	0.146442	0.146441	91
1210	22	0.195972	0.195972	91
1210	-11	0.00226491	0.0022067	91
1214	22	0.108537	0.108537	91
1215	22	0.360967	0.360967	91
1215	22	0.0737149	0.0737149	91
1215	11	0.130582	0.130581	91
1215	-11	0.0577938	0.0577915	91
1217	22	0.0281458	0.0281458	91
1221	22	0.285567	0.285567	91
1224	22	1.45104	1.45104	91
1224	22	0.0971781	0.0971781	91
1224	22	0.262196	0.262196	91
1227	11	0.364318	0.364318	91
1227	11	0.0822196	0.082218	91
1227	-11	0.0413783	0.0413751	91
1227	11	0.0224364	0.0224306	91
1227	-11	0.0313606	0.0313564	91
1228	22	0.0986829	0.0986829	91
1232	11	0.0334397	0.0334358	91
1232	11	0.0113989	0.0113875	91
1232	22	0.146825	0.146825	91
1234	22	0.0657336	0.0657336	91
1236	11	0.0715159	0.0715141	91
1236	-11	0.100376	0.100374	91
1238	11	0.105068	0.105066	91
1238	-11	0.00996109	0.00994802	91
1238	22	0.0727043	0.0727043	91
1240	22	0.612545	0.612545	91
1240	11	0.164523	0.164523	91
1240	-11	0.0162893	0.0162814	91
1247	22	0.196786	0.196786	91
1249	22	0.295048	0.295048	91
1249	-11	0.0394186	0.0394153	91
1261	22	0.535781	0.535781	91
1263	22	0.0364531	0.0364531	91
1267	11	0.210697	0.210696	91
1267	-11	0.0780799	0.0780782	91
1268	22	0.387772	0.387772	91
1268	11	0.0218237	0.0218177	91
1269	-11	0.126677	0.126676	91
1269	22	0.404901	0.404901	91
1274	22	0.628562	0.628562	91
1279	22	0.415778	0.415778	91
1284	-11	0.0484613	0.0484586	91
1286	-11	0.548037	0.548037	91
1286	11	0.00931104	0.00929712	91
1286	-11	0.0170718	0.0170642	91
1288	22	0.300728	0.300728	91
1292	11	0.00855395	0.00853868	91
1295	22	0.21197	0.21197	91
1297	22	0.282935	0.282935	91
1299	-11	0.163234	0.163233	91
1307	22	0.0356363	0.0356363	91
1309	22	0.21781	0.21781	91
1310	22	0.121604	0.121604	91
1313	22	0.0446187	0.0446187	91
1315	11	0.016544	0.0165362	91
1315	22	0.135537	0.135537	91
1317	11	0.0358405	0.0358369	91
1317	-11	0.714338	0.714338	91
1326	11	0.0207035	0.0206972	91
