Exotic Particle Analysis
******************************************************
JobID: 20200430	No. Events: 1000	SNN: 19.6

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

Event	Particle	ET	pT
1	11	0.0497217	0.0497191	91
11	22	0.0846678	0.0846678	91
13	11	0.114797	0.114796	91
13	-11	0.251166	0.251165	91
16	22	0.0860113	0.0860113	91
16	22	0.327109	0.327109	91
27	11	0.0400612	0.0400579	91
29	22	0.183636	0.183636	91
30	11	0.431077	0.431076	91
30	-11	0.00406456	0.00403244	91
30	11	0.0497216	0.0497189	91
36	11	0.00510575	0.00508023	91
40	11	0.0153614	0.0153529	91
42	11	0.0141794	0.0141703	91
44	11	0.0461363	0.0461335	91
44	-11	0.206096	0.206095	91
61	22	0.315418	0.315418	91
61	11	0.015896	0.0158878	91
63	11	0.00310063	0.0030585	91
64	11	0.0599525	0.0599504	91
70	22	0.279176	0.279176	91
70	-11	0.104381	0.104379	91
72	-11	0.0165381	0.0165302	91
73	11	0.0188827	0.0188758	91
73	-11	0.0514754	0.0514728	91
74	11	0.0243526	0.0243472	91
74	-11	0.214152	0.214152	91
74	-11	0.0249501	0.0249449	91
79	11	0.0126833	0.0126731	91
81	11	0.076039	0.0760373	91
81	-11	0.135712	0.135711	91
81	22	0.0792108	0.0792108	91
81	11	0.111985	0.111984	91
81	11	0.0409558	0.0409526	91
81	-11	0.169058	0.169057	91
83	11	0.0255779	0.0255728	91
84	11	0.175889	0.175888	91
84	-11	0.00890991	0.00889526	91
85	11	0.0895138	0.0895123	91
86	22	0.247663	0.247663	91
89	22	0.288886	0.288886	91
89	22	0.0523973	0.0523973	91
89	11	0.0504406	0.050438	91
89	-11	0.0926821	0.0926807	91
90	22	0.137041	0.137041	91
91	22	0.0662952	0.0662952	91
91	-11	0.00406642	0.00403421	91
93	11	0.208006	0.208005	91
93	-11	0.0345737	0.0345699	91
95	11	0.0655525	0.0655505	91
96	22	0.503448	0.503448	91
97	-11	0.0692522	0.0692503	91
101	11	0.192635	0.192635	91
106	22	0.0569548	0.0569548	91
108	-11	0.0963245	0.0963232	91
117	22	0.249001	0.249001	91
118	11	0.00717078	0.00715255	91
118	-11	0.0506077	0.0506052	91
123	22	0.648583	0.648583	91
124	11	0.0046112	0.00458284	91
124	-11	0.0349232	0.0349195	91
131	-11	0.0226638	0.0226581	91
132	11	0.00160949	0.00152676	91
138	11	0.03932	0.0393167	91
139	11	0.0817402	0.0817387	91
141	11	0.150147	0.150146	91
143	11	0.204694	0.204694	91
148	11	0.00826094	0.00824516	91
152	-11	0.00595446	0.00593253	91
