Exotic Particle Analysis
******************************************************
JobID: 20200428	No. Events: 10000	SNN: 27

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

Event	Particle	ET	pT
5	22	0.237479	0.237479	91
8	22	0.105068	0.105068	91
8	11	0.0782919	0.0782902	91
8	13	0.412272	0.398576	91
8	-11	0.0565265	0.0565242	91
8	22	0.0391924	0.0391924	91
11	22	0.321337	0.321337	91
11	11	0.0228435	0.0228378	91
12	22	0.0474604	0.0474604	91
12	11	0.0362405	0.0362369	91
12	-11	0.0592544	0.0592522	91
15	22	0.0415089	0.0415089	91
16	-11	0.0970009	0.0969996	91
16	-11	0.0621568	0.0621547	91
16	11	0.00927705	0.00926301	91
16	-11	0.595801	0.595801	91
20	22	0.177434	0.177434	91
21	11	0.799004	0.799003	91
21	-11	0.0153341	0.0153256	91
28	22	0.0846898	0.0846898	91
28	22	0.068076	0.068076	91
28	11	0.0599135	0.0599113	91
28	-11	0.0328454	0.0328415	91
29	22	0.0346678	0.0346678	91
33	11	0.0435571	0.0435541	91
33	11	0.0446667	0.0446637	91
33	-11	0.00832061	0.00830491	91
33	11	0.0811173	0.0811157	91
33	-11	0.104882	0.104881	91
36	22	0.177341	0.177341	91
36	11	0.063133	0.063131	91
36	-11	0.0557417	0.0557394	91
36	11	0.0255351	0.02553	91
37	11	0.129228	0.129227	91
37	-11	0.617601	0.617601	91
39	-11	0.0026705	0.0026216	91
39	22	0.201873	0.201873	91
39	11	0.0344742	0.0344704	91
39	-11	0.0743474	0.0743457	91
40	22	0.188498	0.188498	91
42	-11	0.011714	0.0117028	91
45	-11	0.036794	0.0367905	91
45	11	0.465324	0.465324	91
45	-11	0.00328217	0.00324217	91
49	22	0.117868	0.117868	91
49	22	0.125544	0.125544	91
50	22	0.140924	0.140924	91
51	22	0.0851946	0.0851946	91
51	-11	0.020671	0.0206647	91
53	11	0.307337	0.307337	91
53	22	0.390519	0.390519	91
53	22	0.188935	0.188935	91
56	22	0.0701036	0.0701036	91
