Exotic Particle Analysis
******************************************************
JobID: 20200428	No. Events: 10000	SNN: 7.7

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

Event	Particle	ET	pT
4	22	0.0909918	0.0909918	91
13	22	0.184885	0.184885	91
14	22	0.0813472	0.0813472	91
24	22	0.0966687	0.0966687	91
25	22	0.145777	0.145777	91
29	11	0.0647066	0.0647046	91
29	-11	0.03765	0.0376465	91
30	11	0.0930881	0.0930867	91
30	-11	0.120345	0.120344	91
31	22	0.264096	0.264096	91
35	22	0.323799	0.323799	91
36	11	0.108949	0.108948	91
47	11	0.0205653	0.0205589	91
47	-11	0.710435	0.710435	91
47	22	0.500898	0.500898	91
47	22	0.0273817	0.0273817	91
49	22	0.0648268	0.0648268	91
53	22	0.375333	0.375333	91
54	11	0.109387	0.109386	91
54	-11	0.0255773	0.0255722	91
54	22	0.0848234	0.0848234	91
55	11	0.428792	0.428791	91
55	-11	0.206578	0.206577	91
61	22	0.142366	0.142366	91
66	11	0.00852992	0.00851462	91
66	-11	0.115454	0.115453	91
74	22	0.215744	0.215744	91
83	22	0.116499	0.116499	91
84	22	0.339715	0.339715	91
86	22	0.21222	0.21222	91
88	11	0.0316584	0.0316543	91
88	-11	0.179464	0.179463	91
89	22	0.144828	0.144828	91
92	11	0.113146	0.113145	91
92	-11	0.0212685	0.0212624	91
92	11	0.125531	0.12553	91
92	-11	0.0293477	0.0293432	91
92	-11	0.0646531	0.0646511	91
100	22	0.0328241	0.0328241	91
101	11	0.166357	0.166356	91
102	22	0.237978	0.237978	91
106	22	0.0319669	0.0319669	91
106	22	0.546225	0.546225	91
106	22	0.145568	0.145568	91
109	11	0.0542131	0.0542107	91
109	-11	0.230579	0.230578	91
116	22	0.0752558	0.0752558	91
132	22	0.133286	0.133286	91
145	22	0.339535	0.339535	91
148	11	0.119726	0.119725	91
149	11	0.165259	0.165258	91
149	-11	0.658117	0.658117	91
149	22	0.0885564	0.0885564	91
150	22	0.605397	0.605397	91
150	11	0.111885	0.111884	91
150	-11	0.1131	0.113099	91
150	22	0.0545375	0.0545375	91
168	22	0.0666162	0.0666162	91
168	22	0.0746349	0.0746349	91
168	11	0.0346668	0.0346631	91
168	-11	0.00927817	0.00926409	91
172	22	0.0959172	0.0959172	91
174	11	0.542091	0.542091	91
174	-11	0.436774	0.436773	91
175	11	0.0662594	0.0662574	91
175	11	0.0156457	0.0156374	91
177	11	0.0147606	0.0147518	91
179	11	0.078189	0.0781874	91
179	-11	0.0561792	0.0561769	91
184	11	0.156229	0.156228	91
187	22	0.160435	0.160435	91
187	-11	0.0730806	0.0730788	91
188	22	0.414718	0.414718	91
188	11	0.0854753	0.0854738	91
188	-11	0.079178	0.0791764	91
190	22	0.390225	0.390225	91
194	11	0.212024	0.212023	91
195	22	0.674273	0.674273	91
198	22	0.0461706	0.0461706	91
198	22	0.0574235	0.0574235	91
198	22	0.0778188	0.0778188	91
199	22	0.0965344	0.0965344	91
199	11	0.0391932	0.0391898	91
199	-11	0.0110236	0.0110118	91
199	22	0.0550443	0.0550443	91
205	11	0.0474119	0.0474091	91
205	22	0.0339574	0.0339574	91
208	11	0.0644293	0.0644273	91
211	22	0.906429	0.906429	91
228	22	0.332457	0.332457	91
228	22	0.0704864	0.0704864	91
231	22	0.41832	0.41832	91
232	22	0.141916	0.141916	91
233	11	0.0934231	0.0934217	91
233	-11	0.229941	0.229941	91
234	22	0.0866538	0.0866538	91
234	22	0.285932	0.285932	91
234	11	0.0218365	0.0218306	91
235	11	0.013937	0.0139276	91
237	-11	0.0722268	0.072225	91
238	11	0.0173888	0.0173814	91
238	-11	0.179022	0.179022	91
240	-11	0.00770533	0.00768837	91
242	22	0.0323241	0.0323241	91
245	22	0.119641	0.119641	91
247	22	0.0790549	0.0790549	91
251	22	0.0946024	0.0946024	91
