Exotic Particle Analysis
******************************************************
JobID: 20200425	No. Events: 1000	SNN: 200

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.5
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

Event	Particle	ET	pT
0	22	0.338702	0.338702	91
0	22	0.148735	0.148735	91
0	22	0.0785861	0.0785861	91
0	22	0.0440666	0.0440666	91
0	22	0.0769049	0.0769049	91
0	11	0.00347902	0.0034445	91
0	-11	0.0284914	0.0284872	91
0	22	0.0528803	0.0528803	91
0	11	0.298713	0.298713	91
0	-11	0.0322156	0.0322117	91
1	11	0.0850915	0.0850902	91
1	-11	0.0286444	0.0286407	91
1	22	0.00917521	0.00917521	91
2	22	0.0754372	0.0754372	91
2	22	0.168749	0.168749	91
2	22	0.528013	0.528013	91
2	22	0.116034	0.116034	91
2	22	0.155509	0.155509	91
2	22	0.135285	0.135285	91
2	11	0.173243	0.173243	91
2	22	0.181502	0.181502	91
2	22	0.0199504	0.0199504	91
3	22	0.541879	0.541879	91
3	11	0.0724995	0.0724977	91
3	11	0.089678	0.0896765	91
3	22	0.1517	0.1517	91
3	22	0.0715098	0.0715098	91
3	11	0.0965659	0.0965645	91
4	22	0.32681	0.32681	91
4	22	0.0127474	0.0127474	91
4	22	0.910918	0.910918	91
4	22	0.277444	0.277444	91
4	22	0.0480136	0.0480136	91
4	22	0.0217344	0.0217344	91
4	11	0.0167238	0.0167167	91
4	-11	0.0828364	0.082835	91
4	-11	0.106615	0.106614	91
4	11	0.160166	0.160166	91
4	-11	0.187178	0.187177	91
4	11	0.0964907	0.0964894	91
4	-11	0.0346787	0.0346751	91
4	11	0.0221696	0.0221647	91
4	-11	0.157267	0.157266	91
4	11	0.112731	0.11273	91
4	-11	0.0279913	0.0279868	91
4	22	0.183809	0.183809	91
5	22	0.590929	0.590929	91
5	22	0.235752	0.235752	91
5	22	0.760534	0.760534	91
5	22	0.0157029	0.0157029	91
5	22	0.0363673	0.0363673	91
5	22	0.0395739	0.0395739	91
5	22	0.211635	0.211635	91
5	11	0.0473865	0.0473839	91
5	-11	0.212496	0.212495	91
5	11	0.0166792	0.0166715	91
5	-11	0.0533517	0.0533493	91
5	22	0.0434445	0.0434445	91
5	22	0.291762	0.291762	91
5	22	0.0992945	0.0992945	91
5	22	0.197307	0.197307	91
5	22	0.265937	0.265937	91
7	22	0.0915484	0.0915484	91
7	11	0.142067	0.142066	91
7	-11	0.184945	0.184944	91
8	22	0.0725751	0.0725751	91
8	11	0.037486	0.037483	91
8	-11	0.226669	0.226668	91
8	11	0.0301596	0.0301553	91
8	-11	0.017483	0.0174755	91
9	22	0.236289	0.236289	91
9	-11	0.150407	0.150406	91
9	22	0.144647	0.144647	91
9	11	0.146227	0.146226	91
9	11	0.0526558	0.0526534	91
9	-11	0.0162851	0.0162773	91
11	22	0.0702677	0.0702677	91
11	11	0.202885	0.202884	91
12	22	0.181013	0.181013	91
12	11	0.00166673	0.0015865	91
12	-11	0.0697153	0.0697137	91
12	22	0.113075	0.113075	91
12	11	0.141529	0.141528	91
12	22	0.0721893	0.0721893	91
12	22	0.0627051	0.0627051	91
12	22	0.0690943	0.0690943	91
12	22	0.784017	0.784017	91
12	22	0.07533	0.07533	91
12	22	0.106304	0.106304	91
12	11	0.228577	0.228577	91
12	-11	0.19304	0.193039	91
12	22	0.424118	0.424118	91
12	22	0.0618364	0.0618364	91
12	22	0.175115	0.175115	91
12	11	0.192075	0.192074	91
12	-11	0.0442891	0.0442861	91
12	11	0.0289361	0.028932	91
12	22	0.0594874	0.0594874	91
12	11	0.0735908	0.0735891	91
13	22	0.0250531	0.0250531	91
14	22	0.0959133	0.0959133	91
15	11	0.0463241	0.0463214	91
15	22	0.121048	0.121048	91
15	22	0.445004	0.445004	91
15	22	0.366009	0.366009	91
15	22	0.135946	0.135946	91
15	22	0.280228	0.280228	91
15	22	0.140751	0.140751	91
15	22	0.867053	0.867053	91
15	22	0.159252	0.159252	91
15	11	0.285641	0.285641	91
15	22	0.325451	0.325451	91
15	22	0.0445884	0.0445884	91
15	22	0.864297	0.864297	91
15	22	0.162651	0.162651	91
15	11	0.00979547	0.00978264	91
15	-11	0.144388	0.144387	91
15	11	0.199891	0.199891	91
15	-11	0.0398705	0.0398679	91
15	11	0.0269842	0.0269794	91
15	11	0.124966	0.124965	91
15	11	0.00306268	0.00302874	91
15	22	0.0332565	0.0332565	91
15	22	0.138003	0.138003	91
15	22	0.134787	0.134787	91
17	22	0.172027	0.172027	91
17	11	0.304283	0.304282	91
17	-11	0.203524	0.203524	91
17	11	0.0121576	0.012149	91
18	22	0.159152	0.159152	91
18	11	0.195327	0.195326	91
18	22	0.0288967	0.0288967	91
18	22	0.168081	0.168081	91
20	22	1.08105	1.08105	-43
20	22	1.08116	1.08116	-44
20	22	1.0753	1.0753	62
20	22	0.189748	0.189748	91
20	-11	0.009122	0.00910769	91
20	22	0.0354163	0.0354163	91
20	11	0.00800828	0.00799326	91
20	22	1.14112	1.14112	91
20	22	0.0323165	0.0323165	91
20	22	0.0439234	0.0439234	91
20	-13	0.459738	0.447613	91
20	11	0.0678878	0.067886	91
20	-11	0.172411	0.17241	91
20	-11	0.0242207	0.0242153	91
20	22	0.206144	0.206144	91
20	22	0.0664236	0.0664236	91
21	22	0.803771	0.803771	91
21	11	0.0773656	0.077364	91
21	-11	0.414018	0.414017	91
21	22	0.0999364	0.0999364	91
21	22	0.740802	0.740802	91
21	22	0.639282	0.639282	91
21	11	0.0936869	0.0936858	91
21	22	0.0291773	0.0291773	91
21	22	0.0668442	0.0668442	91
21	-13	1.20331	1.19892	91
21	14	0.340819	0.340819	91
21	22	0.0283403	0.0283403	91
23	22	0.120073	0.120073	91
23	22	0.110371	0.110371	91
23	22	0.0239631	0.0239631	91
23	22	0.205005	0.205005	91
24	22	0.203443	0.203443	91
24	12	0.799485	0.799485	91
26	11	0.0059715	0.00595256	91
27	22	0.0800607	0.0800607	91
27	22	0.0187913	0.0187913	91
27	22	0.104648	0.104648	91
27	22	0.0798152	0.0798152	91
27	22	0.0805296	0.0805296	91
28	22	0.0195433	0.0195433	91
28	11	0.0715971	0.0715953	91
28	-11	0.0986831	0.0986819	91
29	22	0.207112	0.207112	91
29	22	0.390114	0.390114	91
29	11	0.147396	0.147395	91
29	-11	0.0446053	0.0446025	91
29	11	0.0330518	0.0330486	91
29	22	0.103085	0.103085	91
30	22	0.135021	0.135021	91
31	22	0.32177	0.32177	91
31	22	0.0718448	0.0718448	91
31	-11	0.112535	0.112534	91
31	11	0.032302	0.032298	91
31	-11	0.0300421	0.0300378	91
31	22	0.178041	0.178041	91
32	11	0.123392	0.123391	91
32	-11	0.0312426	0.031239	91
33	11	0.218716	0.218715	91
33	-11	0.082956	0.0829544	91
33	11	0.222488	0.222488	91
33	-11	0.0580466	0.0580445	91
33	22	0.202532	0.202532	91
33	22	0.0422111	0.0422111	91
34	22	0.205744	0.205744	91
34	22	0.25034	0.25034	91
34	-11	0.00526402	0.00524265	91
34	-11	0.00791118	0.00789646	91
34	22	0.0999238	0.0999238	91
34	11	0.0495737	0.0495715	91
34	22	0.260136	0.260136	91
34	22	0.0678835	0.0678835	91
35	22	0.140857	0.140857	91
35	22	0.0638751	0.0638751	91
35	11	0.437185	0.437184	91
35	22	0.374703	0.374703	91
35	22	0.528257	0.528257	91
35	22	0.392968	0.392968	91
35	22	0.257387	0.257387	91
35	22	0.220058	0.220058	91
35	11	0.0395553	0.039552	91
35	-11	0.0167889	0.0167814	91
36	22	0.331321	0.331321	91
36	22	0.228044	0.228044	91
36	22	0.461531	0.461531	91
36	-11	0.29877	0.298769	91
36	22	0.0851669	0.0851669	91
36	11	0.0847897	0.0847884	91
36	22	0.156778	0.156778	91
36	22	0.254737	0.254737	91
37	11	0.288287	0.288286	91
37	22	0.193355	0.193355	91
37	22	0.18063	0.18063	91
38	-11	0.0784195	0.0784178	91
38	22	0.32217	0.32217	91
38	22	0.241835	0.241835	91
38	22	0.136498	0.136498	91
38	22	0.0523167	0.0523167	91
38	22	0.0426176	0.0426176	91
38	22	0.02593	0.02593	91
38	22	0.026368	0.026368	91
38	22	0.0851943	0.0851943	91
39	14	1.23786	1.23786	91
39	22	1.09775	1.09775	91
39	-11	0.0232338	0.0232282	91
39	22	0.328791	0.328791	91
41	-11	0.0544692	0.0544668	91
41	22	0.0401055	0.0401055	91
41	22	0.0442576	0.0442576	91
42	22	1.15763	1.15763	91
44	22	0.0872588	0.0872588	91
44	22	0.204244	0.204244	91
44	22	0.0256583	0.0256583	91
44	11	0.114049	0.114048	91
44	22	0.108638	0.108638	91
44	22	0.435302	0.435302	91
44	11	0.0402288	0.0402258	91
44	-11	0.0265087	0.0265044	91
44	-11	0.0920411	0.0920398	91
44	22	0.0882621	0.0882621	91
44	22	0.0337339	0.0337339	91
45	22	0.290914	0.290914	91
45	22	0.0496279	0.0496279	91
45	22	0.231344	0.231344	91
45	22	0.25141	0.25141	91
45	11	0.339007	0.339006	91
45	-11	0.0408032	0.0408001	91
45	22	0.157341	0.157341	91
46	22	0.246907	0.246907	91
47	22	0.374599	0.374599	91
47	22	0.491293	0.491293	91
47	22	0.259721	0.259721	91
47	22	0.0602033	0.0602033	91
47	22	0.101402	0.101402	91
47	22	0.0668868	0.0668868	91
47	11	0.0178414	0.0178346	91
47	22	0.464903	0.464903	91
47	-13	0.184548	0.153691	91
47	11	0.0637229	0.0637209	91
47	-11	0.176341	0.17634	91
47	-11	0.0217304	0.0217249	91
48	22	0.107061	0.107061	91
48	-11	0.325892	0.325892	91
48	22	0.0730233	0.0730233	91
48	11	0.0892743	0.0892729	91
48	-11	0.0827827	0.0827812	91
48	11	0.0218994	0.0218935	91
48	-11	0.00934935	0.00933717	91
49	22	0.225731	0.225731	91
49	11	0.0514008	0.0513983	91
49	-11	0.125895	0.125894	91
49	-11	0.0275937	0.0275898	91
49	22	0.0551935	0.0551935	91
49	-11	0.0524746	0.0524725	91
49	11	0.188404	0.188403	91
49	-11	0.0187436	0.0187371	91
49	22	0.52276	0.52276	91
49	11	0.0248861	0.0248815	91
49	-11	0.0481511	0.0481487	91
49	22	0.121916	0.121916	91
49	22	0.10445	0.10445	91
50	11	0.121018	0.121017	91
50	-11	0.0338216	0.0338178	91
51	11	0.146139	0.146138	91
51	-11	0.198492	0.198491	91
52	22	0.209723	0.209723	91
52	22	0.413478	0.413478	91
53	11	0.174051	0.17405	91
53	-11	0.228773	0.228773	91
53	22	0.206986	0.206986	91
54	22	0.0767951	0.0767951	91
54	22	0.231728	0.231728	91
54	22	0.330154	0.330154	91
54	-11	0.00543371	0.0054146	91
54	11	0.0798765	0.0798751	91
54	-11	0.783825	0.783825	91
54	-11	0.178611	0.17861	91
54	11	0.0890499	0.0890484	91
54	-11	0.122646	0.122645	91
54	22	0.0733717	0.0733717	91
55	11	0.191419	0.191418	91
55	-11	0.270146	0.270146	91
55	22	0.227039	0.227039	91
55	22	0.0808974	0.0808974	91
55	11	0.00954778	0.0095369	91
55	-11	0.00468796	0.00466485	91
55	22	0.0577138	0.0577138	91
55	11	0.418352	0.418352	91
55	-11	0.0878835	0.087882	91
55	22	0.0299966	0.0299966	91
55	-11	0.0436483	0.0436454	91
55	22	0.0737686	0.0737686	91
55	-11	0.00285381	0.00280768	91
56	22	0.108676	0.108676	91
56	22	0.35787	0.35787	91
56	22	0.186172	0.186172	91
56	22	0.0966633	0.0966633	91
56	22	0.268727	0.268727	91
56	11	0.0381534	0.03815	91
56	-11	0.0112435	0.0112319	91
56	11	0.00123238	0.00112718	91
56	22	0.0277072	0.0277072	91
56	-11	0.646133	0.646133	91
56	22	0.378374	0.378374	91
56	22	0.0434555	0.0434555	91
57	22	0.230565	0.230565	91
57	22	0.293132	0.293132	91
57	22	0.110543	0.110543	91
57	22	0.969091	0.969091	91
57	22	0.721022	0.721022	91
57	11	0.0593689	0.059367	91
57	-11	0.428585	0.428585	91
57	11	0.260083	0.260082	91
57	-11	0.00673831	0.00671983	91
57	11	0.15552	0.155519	91
57	-11	0.165839	0.165838	91
57	11	0.0266014	0.0265969	91
57	-11	0.0439018	0.0438992	91
57	22	0.0575423	0.0575423	91
58	22	0.206656	0.206656	91
59	11	0.231566	0.231566	91
59	-11	0.187835	0.187835	91
59	22	0.196604	0.196604	91
61	11	0.0858643	0.0858631	91
63	22	0.262991	0.262991	91
63	22	0.0183994	0.0183994	91
63	22	0.661739	0.661739	91
63	22	0.609444	0.609444	91
63	22	0.490209	0.490209	91
63	22	0.186779	0.186779	91
63	22	0.125468	0.125468	91
63	22	0.262879	0.262879	91
63	11	0.427162	0.427162	91
63	22	0.15035	0.15035	91
63	11	0.158013	0.158013	91
63	22	0.0174303	0.0174303	91
63	22	0.16422	0.16422	91
66	11	0.056662	0.05666	91
66	22	0.158522	0.158522	91
66	22	0.999748	0.999748	91
66	22	0.357943	0.357943	91
66	22	0.173144	0.173144	91
66	11	0.0231971	0.0231917	91
66	-11	0.00699955	0.00698098	91
66	22	0.0191123	0.0191123	91
66	11	0.0220848	0.02208	91
66	-11	0.0817961	0.0817948	91
66	22	0.0522603	0.0522603	91
66	22	0.059492	0.059492	91
67	22	0.580278	0.580278	91
68	22	0.0441897	0.0441897	91
68	22	1.44724	1.44724	91
68	11	0.0375226	0.0375197	91
68	22	0.293342	0.293342	91
68	11	0.0459501	0.0459473	91
68	-11	0.170808	0.170808	91
68	22	0.153924	0.153924	91
68	11	0.0363401	0.0363367	91
68	-11	0.247846	0.247845	91
68	22	0.104935	0.104935	91
69	22	0.0991447	0.0991447	91
69	11	0.11007	0.110069	91
69	-11	0.0101777	0.0101668	91
69	11	0.0413459	0.0413429	91
69	-11	0.238252	0.238252	91
69	11	0.0954477	0.0954464	91
69	-11	0.190237	0.190236	91
69	11	0.0240857	0.0240803	91
69	22	0.186455	0.186455	91
71	22	0.454152	0.454152	91
71	22	0.217257	0.217257	91
71	22	0.0862967	0.0862967	91
71	22	0.332942	0.332942	91
71	22	0.252301	0.252301	91
71	11	0.0557636	0.0557614	91
71	-11	0.063968	0.0639661	91
71	22	0.0112785	0.0112785	91
74	22	0.0482407	0.0482407	91
74	22	0.0632418	0.0632418	91
74	11	0.0186814	0.0186748	91
74	22	0.773972	0.773972	91
74	22	0.0338003	0.0338003	91
74	11	0.0342318	0.0342283	91
74	-11	0.103459	0.103458	91
74	22	0.377505	0.377505	91
74	11	0.12225	0.122249	91
74	-11	0.00978599	0.00977531	91
74	22	0.139599	0.139599	91
74	11	0.153161	0.15316	91
74	-11	0.00749238	0.00747538	91
74	11	0.0557996	0.0557974	91
74	-11	0.00543945	0.00541784	91
75	22	0.104526	0.104526	91
75	22	1.38588	1.38588	91
75	11	0.0658731	0.0658712	91
75	-11	0.0728942	0.0728924	91
77	22	0.050445	0.050445	91
77	11	0.0692505	0.0692487	91
77	11	0.654383	0.654383	91
77	11	0.105861	0.10586	91
77	-11	0.197075	0.197074	91
77	22	0.165128	0.165128	91
78	22	0.181509	0.181509	91
78	22	0.176031	0.176031	91
78	22	0.244977	0.244977	91
78	22	0.181222	0.181222	91
78	22	0.0845117	0.0845117	91
78	22	0.120997	0.120997	91
78	22	0.00723456	0.00723456	91
78	11	0.093841	0.0938399	91
79	22	1.30281	1.30281	91
79	11	0.23561	0.235609	91
80	22	0.200874	0.200874	91
80	11	0.0351508	0.0351472	91
80	22	0.713169	0.713169	91
80	22	0.289095	0.289095	91
80	22	0.0221218	0.0221218	91
81	22	0.0235649	0.0235649	91
82	-11	0.757958	0.757958	91
82	22	0.410965	0.410965	91
82	22	0.321297	0.321297	91
82	11	0.117782	0.117781	91
82	-11	0.170747	0.170747	91
82	22	0.159107	0.159107	91
82	22	0.170961	0.170961	91
83	11	0.571036	0.571036	91
83	-11	0.413674	0.413674	91
83	22	0.100827	0.100827	91
83	22	0.226187	0.226187	91
83	22	0.0441211	0.0441211	91
83	22	0.0635576	0.0635576	91
83	22	0.0501887	0.0501887	91
83	11	0.326916	0.326915	91
83	22	0.101941	0.101941	91
83	11	0.03079	0.030786	91
83	-11	0.0832421	0.0832405	91
83	-11	0.0293315	0.0293276	91
83	11	0.0152461	0.0152378	91
85	22	0.0826567	0.0826567	91
85	22	0.687817	0.687817	91
85	22	0.721054	0.721054	91
85	22	0.0317824	0.0317824	91
85	11	0.0280801	0.0280754	91
85	-11	0.0123259	0.0123155	91
85	22	0.650196	0.650196	91
85	11	0.0139625	0.0139532	91
85	-11	0.286768	0.286768	91
85	11	0.00214905	0.00208762	91
85	22	0.0956814	0.0956814	91
85	22	0.121982	0.121982	91
85	11	0.270449	0.270449	91
85	-11	0.275036	0.275035	91
85	22	0.0825042	0.0825042	91
86	11	0.0152652	0.0152566	91
86	-11	0.0468849	0.0468822	91
86	11	0.116021	0.11602	91
86	-11	0.100858	0.100857	91
86	22	0.269235	0.269235	91
86	-11	0.0739521	0.0739504	91
86	22	0.0446104	0.0446104	91
86	22	0.147753	0.147753	91
88	22	0.192087	0.192087	91
88	11	0.00552069	0.00550123	91
88	22	0.151688	0.151688	91
89	11	0.0618349	0.0618328	91
89	-11	0.0694196	0.0694179	91
90	22	0.192977	0.192977	91
