Exotic Particle Analysis
******************************************************
JobID: 20200425	No. Events: 1000	SNN: 62.4

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.5
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

Event	Particle	ET	pT
0	11	0.0125942	0.0125839	91
0	-11	0.0728311	0.0728293	91
0	22	0.376366	0.376366	91
0	22	0.735093	0.735093	91
0	11	0.187057	0.187056	91
0	-11	0.0548357	0.0548334	91
1	22	0.386353	0.386353	91
1	22	0.0114615	0.0114615	91
1	11	0.0311246	0.0311213	91
1	22	0.29128	0.29128	91
1	11	0.144946	0.144945	91
1	22	0.142923	0.142923	91
1	22	0.635885	0.635885	91
1	22	0.0133192	0.0133192	91
1	-11	0.114606	0.114605	91
1	-11	0.0978908	0.0978897	91
1	22	0.533688	0.533688	91
1	22	0.065615	0.065615	91
1	11	0.0289665	0.028962	91
1	-11	0.102103	0.102102	91
1	-13	0.133095	0.0909908	91
1	22	0.325828	0.325828	91
1	22	0.22087	0.22087	91
1	22	0.321457	0.321457	91
2	22	0.164893	0.164893	91
2	22	0.0379963	0.0379963	91
2	22	0.345122	0.345122	91
2	22	0.114152	0.114152	91
2	-11	0.032748	0.0327444	91
2	11	0.60811	0.60811	91
2	-11	0.11948	0.119479	91
2	22	0.0244065	0.0244065	91
3	-11	0.00196016	0.00189918	91
3	-11	0.000846883	0.000698526	91
3	16	0.379209	0.379209	91
4	22	0.141976	0.141976	91
5	22	0.41877	0.41877	91
5	22	0.0342427	0.0342427	91
5	22	0.156799	0.156799	91
5	22	0.618337	0.618337	91
5	11	0.193305	0.193304	91
5	22	1.0936	1.0936	91
5	22	0.0336998	0.0336998	91
5	11	0.106721	0.106719	91
5	-11	0.13683	0.136829	91
5	22	0.296998	0.296998	91
5	11	0.0159108	0.0159042	91
5	-11	0.0904943	0.0904932	91
5	22	0.397934	0.397934	91
5	11	0.0539759	0.0539735	91
5	-11	0.399694	0.399694	91
5	22	0.133846	0.133846	91
5	22	0.110859	0.110859	91
5	22	0.0728782	0.0728782	91
5	22	0.12067	0.12067	91
6	11	0.183472	0.183472	91
6	-11	0.0254864	0.0254815	91
6	-11	0.00999025	0.00997911	91
6	22	0.0701139	0.0701139	91
7	22	0.030875	0.030875	91
8	11	0.27294	0.27294	91
8	-11	0.585077	0.585077	91
8	22	0.204246	0.204246	91
8	11	0.951324	0.951323	91
8	22	0.105873	0.105873	91
8	-11	0.89146	0.89146	91
8	12	1.00374	1.00374	91
8	22	0.103843	0.103843	91
8	11	0.176028	0.176027	91
8	11	0.0252094	0.0252044	91
8	22	0.0780311	0.0780311	91
8	22	0.11416	0.11416	91
8	22	0.0732915	0.0732915	91
9	22	0.0273889	0.0273889	91
9	22	0.14474	0.14474	91
9	22	0.22893	0.22893	91
9	22	0.0675042	0.0675042	91
9	11	0.00388547	0.00385214	91
9	22	0.776841	0.776841	91
9	22	0.18694	0.18694	91
9	11	0.0410686	0.0410655	91
9	11	0.659434	0.659434	91
9	-11	0.0207048	0.0206985	91
9	11	0.0239481	0.0239429	91
9	-11	0.17881	0.178809	91
9	-11	0.611526	0.611526	91
9	11	0.00595407	0.0059356	91
9	22	0.206263	0.206263	91
9	22	0.0743428	0.0743428	91
11	22	0.434515	0.434515	91
11	22	0.4764	0.4764	91
11	22	0.0414737	0.0414737	91
11	11	0.0838154	0.083814	91
11	-11	0.366527	0.366526	91
11	11	0.388915	0.388915	91
11	-11	0.0953154	0.095314	91
11	11	0.315961	0.31596	91
11	-11	0.0727719	0.0727702	91
11	22	0.0696597	0.0696597	91
11	22	0.112755	0.112755	91
11	22	0.102595	0.102595	91
12	22	0.932756	0.932756	91
12	22	0.425568	0.425568	91
12	-11	0.0488337	0.0488316	91
12	22	0.0774605	0.0774605	91
13	22	0.224515	0.224515	91
13	22	0.299905	0.299905	91
13	22	0.380863	0.380863	91
13	22	0.241502	0.241502	91
13	22	0.135196	0.135196	91
13	22	0.614389	0.614389	91
13	22	0.404721	0.404721	91
13	11	0.444723	0.444723	91
13	-11	0.192182	0.192182	91
13	11	0.0576337	0.0576318	91
13	-11	0.0509347	0.0509324	91
13	11	0.0700206	0.0700189	91
13	-11	0.0835424	0.0835411	91
14	11	0.403062	0.403061	91
14	-11	0.0403837	0.0403805	91
14	22	0.411369	0.411369	91
14	11	0.0489401	0.0489374	91
14	-11	0.155459	0.155458	91
14	11	0.0226855	0.02268	91
14	11	0.0101906	0.0101778	91
14	-11	0.284515	0.284515	91
14	11	0.0580729	0.0580706	91
14	-11	0.0175866	0.0175796	91
14	-11	0.0807015	0.0807002	91
14	22	0.122693	0.122693	91
14	11	0.190345	0.190345	91
14	-11	0.0395842	0.0395809	91
15	22	0.194784	0.194784	91
15	11	0.0537248	0.0537224	91
15	-11	0.140556	0.140555	91
17	22	0.0989211	0.0989211	91
17	11	0.0213352	0.0213299	91
17	-11	0.0325782	0.0325745	91
18	22	0.0188489	0.0188489	91
18	11	0.143876	0.143876	91
18	22	0.188668	0.188668	91
19	22	0.248326	0.248326	91
19	22	0.380586	0.380586	91
19	11	0.167283	0.167283	91
19	22	0.355022	0.355022	91
19	11	0.22075	0.220749	91
19	-11	0.0289682	0.0289638	91
19	22	0.0714457	0.0714457	91
19	11	0.00916686	0.00915414	91
21	22	0.212906	0.212906	91
21	11	0.130426	0.130425	91
21	22	0.265904	0.265904	91
21	22	0.239378	0.239378	91
21	22	0.0509762	0.0509762	91
21	22	0.232929	0.232929	91
21	22	0.399622	0.399622	91
21	22	0.0876411	0.0876411	91
21	-11	0.253479	0.253478	91
21	22	0.232914	0.232914	91
21	22	0.133283	0.133283	91
21	22	0.0636263	0.0636263	91
21	11	0.0915561	0.0915549	91
21	-11	0.0980861	0.098085	91
21	22	0.0327293	0.0327293	91
23	22	0.102593	0.102593	91
23	22	0.140406	0.140406	91
23	22	0.179263	0.179263	91
23	11	0.0440275	0.0440246	91
23	22	0.609423	0.609423	91
23	22	0.0373036	0.0373036	91
23	22	0.476885	0.476885	91
23	-11	0.121567	0.121566	91
23	22	0.0367826	0.0367826	91
23	22	0.282226	0.282226	91
23	22	0.393156	0.393156	91
23	22	0.479974	0.479974	91
23	22	0.0815924	0.0815924	91
23	22	0.22502	0.22502	91
23	22	0.276748	0.276748	91
23	11	0.00543992	0.00541721	91
23	-11	0.00729317	0.00727767	91
23	11	0.0365818	0.0365787	91
23	-11	0.13263	0.132629	91
23	22	0.0950627	0.0950627	91
23	11	0.125385	0.125384	91
23	-11	0.0516611	0.051659	91
23	22	0.356569	0.356569	91
23	22	0.200158	0.200158	91
24	11	0.168084	0.168084	91
24	22	0.158224	0.158224	91
24	22	0.171112	0.171112	91
24	22	0.202146	0.202146	91
24	22	0.304626	0.304626	91
24	11	0.136437	0.136436	91
24	11	0.172749	0.172748	91
24	22	0.0996185	0.0996185	91
24	11	0.236207	0.236207	91
24	-11	0.119784	0.119783	91
24	-11	0.0129259	0.0129167	91
24	11	0.0428725	0.0428696	91
24	-11	0.0948978	0.0948965	91
24	11	0.0262753	0.0262704	91
24	-11	0.00600267	0.00598108	91
24	11	0.109469	0.109468	91
24	-11	0.0450812	0.0450785	91
24	22	0.0898241	0.0898241	91
26	22	0.0403331	0.0403331	91
26	22	0.0429735	0.0429735	91
26	11	0.0549604	0.0549581	91
26	-11	0.23566	0.235659	91
26	22	0.127423	0.127423	91
28	22	0.248851	0.248851	91
28	22	0.0914581	0.0914581	91
28	22	0.563759	0.563759	91
30	11	0.768614	0.768614	91
30	-11	0.227923	0.227922	91
31	22	0.0532995	0.0532995	91
31	22	0.144417	0.144417	91
31	22	0.830988	0.830988	91
31	22	0.696871	0.696871	91
31	22	0.076029	0.076029	91
31	11	0.0524871	0.0524847	91
31	-11	0.00892832	0.00891405	91
31	22	0.0977269	0.0977269	91
34	22	0.137966	0.137966	91
37	22	0.0869074	0.0869074	91
38	22	0.431731	0.431731	91
38	22	0.101823	0.101823	91
38	22	0.156999	0.156999	91
38	22	0.144734	0.144734	91
38	22	0.194206	0.194206	91
38	22	0.041297	0.041297	91
38	11	0.0882283	0.0882269	91
38	11	0.0284404	0.0284359	91
38	-11	0.121159	0.121158	91
38	-11	0.0143394	0.0143303	91
38	11	0.0126337	0.0126236	91
38	-11	0.0702277	0.0702258	91
40	22	0.445607	0.445607	91
40	22	0.0626443	0.0626443	91
40	11	0.0214259	0.0214199	91
40	-11	0.236128	0.236128	91
40	22	0.575022	0.575022	91
40	11	0.0238131	0.0238077	91
40	22	0.0819754	0.0819754	91
40	-11	0.0242952	0.0242902	91
40	11	0.0269421	0.0269373	91
40	11	0.0109369	0.0109258	91
40	-11	0.488935	0.488935	91
40	22	0.53647	0.53647	91
40	11	0.0259677	0.0259635	91
40	11	0.0209828	0.0209775	91
40	-11	0.0189019	0.0188954	91
40	-11	0.0327573	0.0327533	91
41	22	0.0363274	0.0363274	91
41	11	0.0268726	0.0268678	91
41	22	0.17506	0.17506	91
41	22	0.514164	0.514164	91
41	22	0.184531	0.184531	91
41	22	0.197015	0.197015	91
41	22	0.408166	0.408166	91
41	-11	0.0687782	0.0687767	91
41	11	0.250556	0.250556	91
41	-11	0.19447	0.194469	91
41	22	0.0667681	0.0667681	91
41	22	0.199911	0.199911	91
42	22	0.0814625	0.0814625	91
42	22	0.0227124	0.0227124	91
42	22	0.0979052	0.0979052	91
42	22	0.267123	0.267123	91
42	22	0.243476	0.243476	91
42	22	0.190137	0.190137	91
42	11	0.00764931	0.00763466	91
42	-11	0.0261002	0.0260959	91
42	11	0.0152622	0.0152537	91
42	-11	0.121591	0.12159	91
42	22	0.0630339	0.0630339	91
42	11	0.019952	0.0199455	91
42	-11	0.00872682	0.00871187	91
42	22	0.120367	0.120367	91
43	22	0.0277911	0.0277911	91
44	22	0.122304	0.122304	91
44	22	0.558831	0.558831	91
44	22	0.575112	0.575112	91
44	22	0.484179	0.484179	91
44	22	0.333061	0.333061	91
44	22	0.414679	0.414679	91
44	22	0.456962	0.456962	91
44	22	0.551195	0.551195	91
44	11	0.0552936	0.0552916	91
44	-11	0.411239	0.411239	91
44	22	0.0930926	0.0930926	91
44	22	0.399914	0.399914	91
44	22	0.533864	0.533864	91
44	22	0.338506	0.338506	91
44	-11	0.150267	0.150266	91
44	22	0.245006	0.245006	91
44	22	0.0553639	0.0553639	91
44	11	0.017964	0.0179569	91
44	22	0.104291	0.104291	91
44	22	0.0628863	0.0628863	91
44	22	0.017522	0.017522	91
45	11	0.0255107	0.0255066	91
45	-13	0.337833	0.321069	91
45	11	0.0713853	0.0713836	91
45	-11	0.298341	0.298341	91
45	11	0.108225	0.108224	91
45	22	0.485768	0.485768	91
45	22	0.146588	0.146588	91
45	-11	0.0869838	0.0869824	91
45	22	0.0160748	0.0160748	91
45	22	0.244927	0.244927	91
45	22	2.66958	2.66958	91
45	11	0.283646	0.283645	91
45	-11	0.160869	0.160868	91
45	22	0.153025	0.153025	91
46	11	0.189471	0.18947	91
46	-11	0.406343	0.406343	91
46	22	0.463893	0.463893	91
46	22	0.0185756	0.0185756	91
47	22	0.359722	0.359722	91
47	22	0.266813	0.266813	91
47	22	0.193418	0.193418	91
47	-11	0.11149	0.111489	91
47	22	0.109489	0.109489	91
47	11	0.136241	0.13624	91
47	22	0.152745	0.152745	91
47	22	0.535355	0.535355	91
47	22	0.174429	0.174429	91
47	22	0.123413	0.123413	91
47	22	0.101604	0.101604	91
47	-11	0.21823	0.21823	91
47	22	0.251651	0.251651	91
47	22	0.160281	0.160281	91
47	11	0.026085	0.026081	91
48	22	0.157346	0.157346	91
49	11	0.188055	0.188054	91
49	-11	0.165943	0.165943	91
49	22	0.201466	0.201466	91
51	22	0.123335	0.123335	91
51	22	0.289563	0.289563	91
52	11	0.0538894	0.0538871	91
52	-11	0.0237119	0.0237067	91
53	22	0.296035	0.296035	91
55	22	0.307459	0.307459	91
56	22	0.635282	0.635282	91
56	22	0.426954	0.426954	91
56	22	0.700868	0.700868	91
56	22	0.124851	0.124851	91
56	22	0.333231	0.333231	91
