Particle List (1st event only)
******************************************************
JobID: 20200428	No. Events: 10000	SNN: 200

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

I	particle/jet	status	KF	orig	p_x	p_y	p_z	E	m
77	d	-63	1	57	-0.268882	0.487633	2.01481	2.11624	0.33
78	d	-63	1	58	0.620757	0.35564	-83.1	83.1037	0.33
79	NucRem	14	1000781929	2	0	0	-19199.2	19200	180.296
80	NucRem	14	1000781939	1	-3.30735e-13	6.04516e-14	19299.1	19300	181.236
81	Delta0	-82	2114	21	-0.136336	0.0736721	85.4708	85.4789	1.16679
82	pi0	-82	111	21	-0.0985572	-0.030604	14.5228	14.5238	0.13498
83	u	-71	2	15	-0.518657	-0.36044	34.3456	34.353	0.33
84	ud_0	-71	2101	14	-0.336812	-0.207305	9.5683	9.59398	0.57933
85	pi0	-82	111	82	-0.22695	-0.140519	20.3138	20.316	0.13498
86	p+	82	2212	82	-0.628518	-0.427226	23.6002	23.631	0.93827
87	d	-71	1	18	0.62222	0.0700369	-14.8827	14.8995	0.33
88	dd_1	-71	1103	17	-0.287923	0.961582	-30.9882	31.0141	0.77133
89	Delta-	-81	1114	86	0.334291	1.03169	-45.8745	45.9111	1.47891
90	u	-72	2	42	-0.281017	-0.72172	2.24549	2.39812	0.33
91	g	-72	21	38	-0.311864	-0.609848	-18.3427	18.3555	0
92	g	-72	21	44	0.383823	-0.386938	4.7176	4.74898	0
93	g	-72	21	43	0.204728	0.59267	0.581555	0.855206	0
94	dd_1	-72	1103	45	0.467074	-0.395297	91.5184	91.5223	0.57933
95	u	-71	2	51	1.11644	0.502497	-35.086	35.1089	0.325
96	g	-71	21	50	-0.0825704	-0.038599	0.141522	0.168334	0
97	dd_1	-71	1103	52	-1.12535	-0.506664	-64.8792	64.8942	0.65
98	omega	-83	223	94	0.759946	0.260724	-22.5126	22.5404	0.781554
99	rho+	-83	213	94	0.689957	0.201762	-13.9618	14.0031	0.800075
100	K0	-84	311	94	-0.303678	0.295023	-1.7213	1.84113	0.49761
101	Kbar0	-84	-311	94	-0.175613	-0.504655	-10.7013	10.7262	0.49761
102	rho-	-84	-213	94	0.0757165	0.0770402	-4.0599	4.13687	0.786955
103	Delta+	-84	2214	94	-0.766808	0.121009	-26.4139	26.4609	1.37148
104	pi-	84	-211	94	-0.371004	-0.493669	-20.4529	20.4627	0.13957
105	u	-71	2	47	0.438469	0.420607	-8.31708	8.34577	0.33
106	g	-71	21	39	-1.74564	1.30374	-5.04615	5.49642	0
107	ud_1	-71	2103	46	0.772159	-0.254407	-67.8121	67.8214	0.77133
108	rho+	-83	213	104	0.194484	0.362106	-4.20228	4.29914	0.80905
109	pi-	83	-211	104	-0.884641	0.461853	-3.46681	3.61029	0.13957
110	rho+	-83	213	104	-0.440902	0.929438	-6.12964	6.31515	1.11823
111	pi-	84	-211	104	0.323973	-0.303011	-5.00187	5.02344	0.13957
112	pi+	84	211	104	-0.101003	0.25238	-2.78581	2.80252	0.13957
113	n0	84	2112	104	-0.020135	-0.152101	-26.4578	26.4749	0.93957
114	eta	-84	221	104	0.393216	-0.0807247	-33.1312	33.1381	0.54785
115	eta	-83	221	55	-0.387141	-0.10252	-0.336944	0.757667	0.54785
116	rho-	-83	-213	55	0.416813	0.043125	-7.01677	7.08263	0.867723
117	rho0	-84	113	55	0.0439666	-0.0607947	-13.4602	13.4817	0.756735
118	K*+	-84	323	55	0.0238715	0.252905	-11.2034	11.2401	0.87125
119	K*-	-84	-323	55	-0.000626351	-0.0758322	-14.255	14.2742	0.737025
120	Delta+	-84	2214	55	0.066871	0.037004	-53.4365	53.451	1.24135
121	u	-71	2	16	-0.291769	0.275093	-43.1607	43.1639	0.33
122	ubar	-71	-2	11	-0.557875	0.822114	1.30654	1.67423	0.33
123	pi0	-83	111	120	0.192461	-0.0963415	-16.9075	16.9094	0.13498
124	eta	-83	221	120	-0.544064	0.267871	-9.87083	9.9046	0.54785
125	pi+	83	211	120	0.510486	0.288927	-11.0242	11.0407	0.13957
126	K0	-84	311	120	-0.432801	-0.516884	-3.0769	3.18895	0.49761
127	K*-	-84	-323	120	0.374707	0.326057	-0.990046	1.39947	0.855342
128	pi+	84	211	120	-0.921268	0.754994	0.13744	1.20711	0.13957
129	rho-	-84	-213	120	-0.0291652	0.072584	-0.122178	1.18787	1.17898
130	g	-71	21	73	0.659246	0.184206	-0.363631	0.77509	0
131	g	-71	21	69	1.321	-1.05112	1.24495	2.09757	0
132	u	-71	2	74	-0.157785	0.3496	-0.0988736	0.51555	0.33
133	d	-71	1	76	-0.268882	0.487633	2.01481	2.11624	0.33
134	d	-71	1	77	0.620757	0.35564	-83.1	83.1037	0.33
135	rho-	-85	-213	129	0.38224	0.254861	1.0764	1.37729	0.726101
136	pi+	85	211	129	-0.0939742	0.0418272	-0.102859	0.201594	0.13957
137	pi0	-86	111	129	0.709939	-0.248679	0.543686	0.937907	0.13498
138	pi+	86	211	129	0.16943	0.418238	0.019824	0.47276	0.13957
139	K0	-86	311	129	0.260894	-0.28861	-0.358126	0.726107	0.49761
140	eta	-83	221	129	0.131012	-0.0426411	-8.51867	8.53738	0.54785
141	pi-	83	-211	129	0.116047	-0.0213989	-8.33047	8.33248	0.13957
142	rho+	-83	213	129	0.21046	0.0772471	-62.1207	62.1273	0.877532
143	pi-	83	-211	129	-0.207059	0.422113	-0.444616	0.661979	0.13957
144	rho+	-83	213	129	0.0874996	-0.471344	-1.75446	1.93732	0.667279
145	eta	-84	221	129	0.400499	0.147673	-0.656714	0.955835	0.54785
146	Sigma-	88	3112	129	0.370308	0.0410384	0.532217	1.36233	1.19745
147	rho0	-84	113	129	-0.362958	-0.00436751	-0.188279	0.977911	0.888314
148	u	-71	2	13	-0.432383	-0.623568	54.4311	54.4374	0.33
149	dbar	-71	-1	12	2.03809	-0.980582	-10.618	10.8612	0.33
150	Delta++	-83	2224	147	-0.226051	-0.0700489	13.6913	13.7478	1.22261
151	Deltabar--	-83	-2224	147	-0.1499	-0.510692	13.0128	13.0877	1.29353
152	rho+	-83	213	147	-0.189231	0.291114	11.4117	11.441	0.741258
153	pi0	-83	111	147	0.235567	-0.339339	14.5164	14.5229	0.13498
154	K0	-84	311	147	0.0895195	0.198939	1.18079	1.2998	0.49761
155	K-	84	-321	147	0.127178	-0.321155	0.145775	0.619907	0.49368
156	pi+	84	211	147	-0.127121	0.14111	-0.119083	0.264069	0.13957
157	pi0	-84	111	147	0.47721	-0.382716	-2.08177	2.17398	0.13498
158	eta'	-84	331	147	1.36854	-0.611362	-7.94471	8.14138	0.957555
159	d	-71	1	70	-1.42872	-0.260373	-15.5058	15.5772	0.33
160	ud_1	-71	2103	75	-0.745617	-0.0655841	95.8086	95.8146	0.77133
161	pi0	-83	111	158	0.0311217	0.174819	-0.361151	0.424476	0.13498
162	pi-	83	-211	158	-0.873978	-0.817072	-11.3166	11.3805	0.13957
163	rho+	-83	213	158	-0.156909	0.154386	-2.48155	2.6215	0.815925
164	rho0	-83	113	158	-0.45299	0.393991	0.795179	1.5011	1.12275
165	omega	-84	223	158	-0.199875	0.0955725	-0.669964	1.05347	0.782219
166	K0	-84	311	158	0.571839	-0.316764	7.42846	7.47375	0.49761
167	K-	84	-321	158	-0.290038	-0.280351	19.0253	19.036	0.49368
168	Delta+	-84	2214	158	-0.803506	0.269461	67.8831	67.901	1.31106
169	pi+	83	211	89	-0.00538711	-0.0423489	0.267538	0.304761	0.13957
170	rho-	-83	-213	89	-0.449426	-0.268525	1.41145	1.99189	1.30436
171	rho+	-83	213	89	0.0440504	-0.435362	-0.635017	1.13794	0.836771
172	pi-	83	-211	89	0.0146187	-0.236301	-0.393452	0.479933	0.13957
173	pi+	83	211	89	-0.0623611	0.254581	-5.67079	5.67856	0.13957
174	eta	-83	221	89	0.107953	-0.367054	-1.8557	1.97235	0.54785
175	pi-	83	-211	89	-0.307361	0.553013	-2.46637	2.55005	0.13957
176	pi0	-83	111	89	0.701131	-0.413481	-1.27561	1.5192	0.13498
177	Lambda0	83	3122	89	-0.599397	-0.48876	-3.10592	3.38964	1.11568
178	Lambdabar0	84	-3122	89	0.319214	0.111073	-0.484438	1.2624	1.11568
179	p+	84	2212	89	0.171257	-0.43281	1.53498	1.85827	0.93827
180	nbar0	84	-2112	89	-0.246346	0.157485	-0.280486	1.02321	0.93957
181	eta	-84	221	89	-0.323739	0.409643	1.22721	1.44181	0.54785
182	Delta0	-84	2114	89	-0.19443	0.202456	1.88885	2.29999	1.28196
183	pi-	84	-211	89	0.547794	-0.142779	0.527926	0.786543	0.13957
184	Deltabar+	-84	-1114	89	0.0449871	-0.671405	21.814	21.8574	1.20049
185	pi-	84	-211	89	0.335189	0.0528871	1.68472	1.72422	0.13957
186	omega	-84	223	89	0.132171	0.332837	26.2714	26.2853	0.77745
187	p+	84	2212	89	0.0835463	0.296303	11.8476	11.8887	0.93827
188	rho-	-84	-213	89	0.149278	-0.392584	28.4124	28.4279	0.839091
189	n0	91	2112	80	0.0270175	0.14874	68.0607	68.0674	0.93957
190	pi0	-91	111	80	-0.163353	-0.0750683	17.4101	17.4116	0.13498
191	n0	91	2112	88	0.237359	0.923235	-25.0977	25.1334	0.93957
192	pi-	91	-211	88	0.0969323	0.108455	-20.7768	20.7777	0.13957
193	pi+	91	211	98	0.226836	-0.260209	-3.41473	3.43497	0.13957
194	pi0	-91	111	98	0.463121	0.461972	-10.547	10.5682	0.13498
195	K_L0	91	130	99	-0.303678	0.295023	-1.7213	1.84113	0.49761
196	K_S0	91	310	100	-0.175613	-0.504655	-10.7013	10.7262	0.49761
197	pi-	91	-211	101	-0.217117	0.301146	-1.80741	1.85041	0.13957
198	pi0	-91	111	101	0.292833	-0.224106	-2.25249	2.28646	0.13498
199	p+	91	2212	102	-0.259225	0.169926	-20.3862	20.4102	0.93827
200	pi0	-91	111	102	-0.507583	-0.0489173	-6.02772	6.05075	0.13498
201	pi+	91	211	107	-0.153029	0.161981	-3.20566	3.21642	0.13957
202	pi0	-91	111	107	0.347513	0.200125	-0.996621	1.08272	0.13498
203	pi+	91	211	109	-0.420617	0.45073	-1.16341	1.32404	0.13957
204	pi0	-91	111	109	-0.0202851	0.478708	-4.96623	4.99111	0.13498
205	pi-	91	-211	115	0.370991	-0.197043	-1.64241	1.70101	0.13957
206	pi0	-91	111	115	0.0458226	0.240168	-5.37436	5.38162	0.13498
207	pi+	91	211	116	-0.0552526	-0.347163	-4.73327	4.74836	0.13957
208	pi-	91	-211	116	0.0992192	0.286368	-8.72697	8.73334	0.13957
209	K0	-91	311	117	0.136341	-0.0767748	-5.6478	5.67184	0.49761
210	pi+	91	211	117	-0.11247	0.32968	-5.55562	5.56828	0.13957
211	Kbar0	-91	-311	118	-0.0621865	-0.166503	-8.43304	8.44958	0.49761
212	pi-	91	-211	118	0.0615602	0.0906707	-5.82193	5.82464	0.13957
213	n0	91	2112	119	-0.054235	-0.134898	-35.6303	35.6429	0.93957
214	pi+	91	211	119	0.121106	0.171902	-17.8063	17.8081	0.13957
215	K_S0	91	310	125	-0.432801	-0.516884	-3.0769	3.18895	0.49761
216	Kbar0	-91	-311	126	0.232634	0.417957	-0.46999	0.835053	0.49761
217	pi-	91	-211	126	0.142073	-0.0918999	-0.520056	0.564419	0.13957
218	pi-	91	-211	128	-0.541543	-0.0831248	0.13097	0.580355	0.13957
219	pi0	-91	111	128	0.512378	0.155709	-0.253148	0.60752	0.13498
220	pi-	91	-211	134	0.341078	0.396474	0.403019	0.674856	0.13957
221	pi0	-91	111	134	0.0411627	-0.141613	0.673385	0.702435	0.13498
222	K_S0	91	310	138	0.260894	-0.28861	-0.358126	0.726107	0.49761
223	pi+	91	211	141	0.238632	-0.32585	-41.5117	41.5139	0.13957
224	pi0	-91	111	141	-0.0281716	0.403097	-20.609	20.6134	0.13498
225	pi+	91	211	143	0.187571	-0.565344	-1.48555	1.60659	0.13957
226	pi0	-91	111	143	-0.100071	0.0939998	-0.268913	0.330733	0.13498
227	pi+	91	211	146	0.255809	0.0122782	0.0577919	0.297336	0.13957
228	pi-	91	-211	146	-0.618768	-0.0166457	-0.246071	0.680574	0.13957
229	p+	91	2212	149	-0.350816	-0.0724944	9.63605	9.68825	0.93827
230	pi+	91	211	149	0.124765	0.00244551	4.05524	4.05956	0.13957
231	pbar-	91	-2212	150	-0.146962	-0.0917081	9.28316	9.33207	0.93827
232	pi-	91	-211	150	-0.00293728	-0.418984	3.72961	3.75566	0.13957
233	pi+	91	211	151	0.0694191	0.421769	8.4864	8.4983	0.13957
234	pi0	-91	111	151	-0.25865	-0.130655	2.92527	2.94269	0.13498
235	K_S0	91	310	153	0.0895195	0.198939	1.18079	1.2998	0.49761
236	pi+	91	211	162	-0.218471	0.24882	-2.40158	2.42831	0.13957
237	pi0	-91	111	162	0.0615618	-0.0944334	-0.0799699	0.19319	0.13498
238	pi+	91	211	163	-0.735456	-0.0246905	0.454509	0.876107	0.13957
239	pi-	91	-211	163	0.282467	0.418682	0.340671	0.624994	0.13957
240	K_S0	91	310	165	0.571839	-0.316764	7.42846	7.47375	0.49761
241	p+	91	2212	167	-0.689956	0.0175953	60.9555	60.9666	0.93827
242	pi0	-91	111	167	-0.113551	0.251866	6.92763	6.93445	0.13498
243	pi-	91	-211	169	-0.170004	0.127778	1.46389	1.48583	0.13957
244	pi0	-91	111	169	-0.279422	-0.396303	-0.0524391	0.506065	0.13498
245	pi+	91	211	170	0.188473	-0.577017	-0.226974	0.662923	0.13957
246	pi0	-91	111	170	-0.144423	0.141655	-0.408044	0.475019	0.13498
247	p+	91	2212	181	-0.21533	0.00581822	1.80166	2.04273	0.93827
248	pi-	91	-211	181	0.0208995	0.196638	0.0871886	0.257264	0.13957
249	nbar0	91	-2112	183	-0.00382303	-0.439211	19.404	19.4317	0.93957
250	pi+	91	211	183	0.0488101	-0.232194	2.41003	2.4257	0.13957
251	pi-	91	-211	187	0.0248011	-0.0375434	0.847559	0.860152	0.13957
252	pi0	-91	111	187	0.124477	-0.355041	27.5649	27.5678	0.13498
253	K_S0	91	310	208	0.136341	-0.0767748	-5.6478	5.67184	0.49761
254	K_S0	91	310	210	-0.0621865	-0.166503	-8.43304	8.44958	0.49761
255	K_L0	91	130	215	0.232634	0.417957	-0.46999	0.835053	0.49761
256	gamma	91	22	81	0.0302409	0.0115127	3.79837	3.79851	0
257	gamma	91	22	81	-0.128798	-0.0421167	10.7245	10.7253	0
258	gamma	91	22	84	-0.123172	-0.121347	15.9023	15.9032	0
259	gamma	91	22	84	-0.103778	-0.0191717	4.41149	4.41275	0
260	pi+	91	211	97	0.11955	0.28382	-8.3848	8.39161	0.13957
261	pi-	91	-211	97	0.147469	-0.14122	-4.56595	4.57264	0.13957
262	pi0	-91	111	97	0.492927	0.118124	-9.56182	9.57619	0.13498
263	gamma	91	22	113	-0.124408	-0.0898995	-5.64929	5.65137	0
264	gamma	91	22	113	0.517624	0.00917475	-27.4819	27.4868	0
265	gamma	91	22	114	-0.139173	0.216764	-0.214658	0.335311	0
266	gamma	91	22	114	-0.247968	-0.319284	-0.122286	0.422356	0
267	gamma	91	22	122	0.00509903	0.00186004	-0.0249583	0.0255417	0
268	gamma	91	22	122	0.187362	-0.0982015	-16.8825	16.8839	0
269	gamma	91	22	123	-0.100302	-0.163844	-1.86377	1.87364	0
270	gamma	91	22	123	-0.443762	0.431715	-8.00706	8.03096	0
271	gamma	91	22	136	0.218398	-0.0496394	0.233464	0.323523	0
272	gamma	91	22	136	0.491541	-0.199039	0.310222	0.614383	0
273	pi0	-91	111	139	0.0767754	0.0671978	-4.11108	4.11456	0.13498
274	pi0	-91	111	139	0.0564973	-0.0700767	-1.06678	1.07904	0.13498
275	pi0	-91	111	139	-0.00226094	-0.0397622	-3.34081	3.34377	0.13498
276	gamma	91	22	144	0.0990947	0.277448	-0.10284	0.312047	0
277	gamma	91	22	144	0.301404	-0.129775	-0.553874	0.643788	0
278	gamma	91	22	152	0.129621	-0.273602	11.3796	11.3837	0
279	gamma	91	22	152	0.105945	-0.0657375	3.13673	3.13921	0
280	gamma	91	22	156	0.172851	-0.223618	-0.902927	0.946128	0
281	gamma	91	22	156	0.30436	-0.159098	-1.17884	1.22785	0
282	pi+	91	211	157	0.305492	-0.0741516	-1.73733	1.77105	0.13957
283	pi-	91	-211	157	0.100056	-0.0599753	-1.49345	1.50449	0.13957
284	eta	-91	221	157	0.962989	-0.477235	-4.71394	4.86585	0.54785
285	gamma	91	22	160	-0.0299358	0.142717	-0.294147	0.328309	0
286	gamma	91	22	160	0.0610575	0.0321012	-0.067004	0.0961668	0
287	pi+	91	211	164	-0.16825	-0.144089	-0.303035	0.400474	0.13957
288	pi-	91	-211	164	-0.165688	0.0246857	-0.0467939	0.223005	0.13957
289	pi0	-91	111	164	0.134063	0.214976	-0.320135	0.429992	0.13498
290	pi0	-91	111	173	0.154423	-0.0996581	-0.682488	0.719575	0.13498
291	pi0	-91	111	173	-0.00696873	-0.0941585	-0.226184	0.279809	0.13498
292	pi0	-91	111	173	-0.0395012	-0.173237	-0.94703	0.972963	0.13498
293	gamma	91	22	175	0.462072	-0.343526	-0.906596	1.07398	0
294	gamma	91	22	175	0.239059	-0.069955	-0.369014	0.445213	0
295	gamma	91	22	180	-0.0329454	0.429623	0.930809	1.0257	0
296	e-	91	11	180	-0.0914722	-0.0100977	0.083058	0.123968	0.000511
297	e+	91	-11	180	-0.199321	-0.00988168	0.213347	0.292137	0.000511
298	pi+	91	211	185	0.0386714	-0.160767	5.4099	5.41423	0.13957
299	pi-	91	-211	185	0.163187	0.39537	15.7021	15.7086	0.13957
300	pi0	-91	111	185	-0.0696879	0.0982337	5.15937	5.16254	0.13498
301	gamma	91	22	189	-0.0696615	-0.0411326	2.95291	2.95402	0
302	gamma	91	22	189	-0.0936919	-0.0339357	14.4572	14.4576	0
303	gamma	91	22	193	0.408545	0.335711	-8.06005	8.07738	0
304	gamma	91	22	193	0.0545754	0.126261	-2.487	2.4908	0
305	gamma	91	22	197	0.288868	-0.237312	-2.21854	2.24982	0
306	gamma	91	22	197	0.00396491	0.0132059	-0.0339479	0.0366411	0
307	gamma	91	22	199	-0.170905	-0.0357558	-2.81708	2.82249	0
308	gamma	91	22	199	-0.336679	-0.0131615	-3.21063	3.22826	0
309	gamma	91	22	201	0.249869	0.0797372	-0.53625	0.596956	0
310	gamma	91	22	201	0.0976437	0.120388	-0.460372	0.485767	0
311	gamma	91	22	203	-0.00968522	-0.00483116	-0.229978	0.230233	0
312	gamma	91	22	203	-0.0105999	0.483539	-4.73625	4.76088	0
313	gamma	91	22	205	-0.00904724	0.21227	-3.67412	3.68025	0
314	gamma	91	22	205	0.0548699	0.0278981	-1.70025	1.70136	0
315	gamma	91	22	218	0.192217	0.0350247	-0.026649	0.197191	0
316	gamma	91	22	218	0.320161	0.120684	-0.226499	0.410329	0
317	gamma	91	22	220	0.0485133	-0.101657	0.219297	0.246534	0
318	gamma	91	22	220	-0.00735065	-0.039956	0.454088	0.455901	0
319	gamma	91	22	223	0.0530447	0.208873	-10.472	10.4743	0
320	gamma	91	22	223	-0.0812163	0.194223	-10.1369	10.1391	0
321	gamma	91	22	225	-0.0045973	0.0566045	-0.0178368	0.0595261	0
322	gamma	91	22	225	-0.095474	0.0373953	-0.251076	0.271207	0
323	gamma	91	22	233	-0.184998	-0.154787	2.11181	2.12554	0
324	gamma	91	22	233	-0.0736521	0.024132	0.813463	0.817147	0
325	gamma	91	22	236	0.0191711	0.0345488	-0.0247314	0.0466133	0
326	gamma	91	22	236	0.0423907	-0.128982	-0.0552385	0.146577	0
327	gamma	91	22	241	-0.143077	0.187119	5.1029	5.10833	0
328	gamma	91	22	241	0.0295264	0.0647468	1.82474	1.82612	0
329	gamma	91	22	243	-0.204866	-0.343299	-0.0854576	0.408812	0
330	gamma	91	22	243	-0.0745557	-0.0530043	0.0330185	0.0972534	0
331	gamma	91	22	245	-0.00867528	-0.0211836	-0.0121007	0.0258927	0
332	gamma	91	22	245	-0.135747	0.162839	-0.395943	0.449126	0
333	gamma	91	22	251	0.109477	-0.320162	20.4701	20.4729	0
334	gamma	91	22	251	0.0149995	-0.0348789	7.09473	7.09483	0
335	gamma	91	22	261	0.46609	0.0962843	-9.2901	9.30228	0
336	gamma	91	22	261	0.0268369	0.0218398	-0.271717	0.273911	0
337	gamma	91	22	272	0.0870253	0.100841	-3.40667	3.40927	0
338	gamma	91	22	272	-0.0102499	-0.0336436	-0.704409	0.705287	0
339	gamma	91	22	273	0.0208041	0.014015	-0.719967	0.720404	0
340	gamma	91	22	273	0.0356932	-0.0840917	-0.34681	0.35864	0
341	gamma	91	22	274	0.0334726	-0.0800953	-2.02274	2.0246	0
342	gamma	91	22	274	-0.0357336	0.0403331	-1.31807	1.31917	0
343	gamma	91	22	283	0.441845	-0.128396	-3.10679	3.14067	0
344	gamma	91	22	283	0.521144	-0.348839	-1.60715	1.72517	0
345	gamma	91	22	288	0.0328808	0.131649	-0.241854	0.277319	0
346	gamma	91	22	288	0.101182	0.0833263	-0.0782809	0.152673	0
347	gamma	91	22	289	0.00624689	-0.00837323	0.00413729	0.0112362	0
348	gamma	91	22	289	0.148176	-0.0912849	-0.686625	0.708338	0
349	gamma	91	22	290	-0.0442246	-0.088149	-0.0747616	0.123755	0
350	gamma	91	22	290	0.0372558	-0.00600952	-0.151422	0.156054	0
351	gamma	91	22	291	-0.0715039	-0.132486	-0.847347	0.860617	0
352	gamma	91	22	291	0.0320027	-0.0407509	-0.0996828	0.112345	0
353	gamma	91	22	299	0.0312955	0.0428651	0.865108	0.866734	0
354	gamma	91	22	299	-0.100983	0.0553685	4.29426	4.2958	0
