Particle List (1st event only)
******************************************************
JobID: 20200428	No. Events: 10000	SNN: 130

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

I	particle/jet	status	KF	orig	p_x	p_y	p_z	E	m
292	g	-71	21	198	1.65735	0.794153	3.51101	3.98338	0.40323
293	g	-71	21	187	-0.886868	1.43412	1.00433	1.96263	0
294	ud_0	-71	2101	188	-0.209847	0.0205889	20.6253	20.6345	0.57933
295	K0	-83	311	286	0.088042	-0.285441	-5.53778	5.56811	0.49761
296	Kbar0	-83	-311	286	-0.651229	-0.508385	-6.59841	6.66852	0.49761
297	pi-	83	-211	286	0.00974322	-0.13166	-0.205968	0.281659	0.13957
298	K+	83	321	286	-0.134708	-0.0854071	-0.994868	1.12202	0.49368
299	K*-	-83	-323	286	-0.0960981	-0.0328053	-2.35405	2.50713	0.856642
300	pi0	-83	111	286	0.20414	-1.27265	-4.17687	4.3733	0.13498
301	p+	83	2212	286	-0.411418	0.745367	-0.911324	1.56067	0.93827
302	pbar-	83	-2212	286	-0.185756	-0.681033	-0.851168	1.45022	0.93827
303	eta	-83	221	286	0.196021	0.327915	2.77442	2.85368	0.54785
304	pi0	-84	111	286	0.0470733	-0.398724	0.108288	0.437199	0.13498
305	rho0	-84	113	286	0.213146	0.0482643	0.671885	1.0261	0.744099
306	pi+	84	211	286	0.170638	-0.206847	0.38226	0.487345	0.13957
307	pi-	84	-211	286	0.0543473	-0.199283	1.06556	1.09433	0.13957
308	K+	84	321	286	-0.176006	0.708504	1.45155	1.69814	0.49368
309	Lambda0	84	3122	286	0.703049	0.164502	2.01461	2.41344	1.11568
310	pi-	84	-211	286	-0.163671	1.02378	3.37401	3.53247	0.13957
311	Deltabar+	-84	-1114	286	0.0856545	0.0142164	1.52877	1.97987	1.25508
312	K0	-84	311	286	-0.791922	0.0532807	7.91344	7.9687	0.49761
313	Lambda0	84	3122	286	0.473181	0.187622	9.78804	9.86456	1.11568
314	u	-71	2	76	-0.499238	0.184182	-18.2194	18.2302	0.33
315	g	-71	21	65	0.368082	0.669015	-3.98401	4.05652	0
316	g	-71	21	200	-0.335178	0.53657	-0.547796	0.938418	0.424613
317	dd_1	-71	1103	199	0.268846	0.162774	57.672	57.6797	0.894112
318	pi+	83	211	313	0.335431	-0.20229	-5.04782	5.06491	0.13957
319	Sigma-	83	3112	313	-0.513819	1.0014	-7.07613	7.26446	1.19745
320	Sigmabar+	83	-3112	313	-0.130108	-0.11525	-4.41551	4.5783	1.19745
321	rho-	-83	-213	313	-0.427966	0.2515	-2.32607	2.52012	0.83305
322	omega	-83	223	313	0.756475	0.386292	-2.94044	3.15848	0.779942
323	pi+	83	211	313	-0.723795	0.0530598	-0.0599287	0.741462	0.13957
324	pi0	-84	111	313	0.148772	-0.227865	1.13111	1.17119	0.13498
325	eta	-84	221	313	0.313492	0.0959042	0.226478	0.677427	0.54785
326	pi-	84	-211	313	0.222304	-0.0552189	1.50514	1.52885	0.13957
327	rho+	-84	213	313	-0.546182	-0.0201436	2.71091	2.9057	0.891826
328	pi-	84	-211	313	0.420962	-0.00524285	3.18964	3.22033	0.13957
329	pi+	84	211	313	-0.188817	-0.184578	1.47699	1.50688	0.13957
330	Delta-	-84	1114	313	0.135763	0.574977	46.5464	46.5667	1.24298
331	d	-71	1	28	0.49783	0.485644	-50.0012	50.0071	0.33
332	g	-71	21	24	-0.37158	0.550871	-0.828954	1.0624	0
333	g	-71	21	23	0.132164	-1.91205	-0.909877	2.12162	0
334	g	-71	21	19	0.751362	0.333732	1.58693	1.78726	0
335	g	-71	21	20	0.373157	0.698455	6.12841	6.17936	0
336	g	-71	21	18	-1.09294	0.259169	28.0248	28.0473	0
337	ud_0	-71	2101	25	0.252878	0.0817403	24.8487	24.8568	0.57933
338	pi-	83	-211	330	-0.0617111	0.177272	-2.38818	2.3996	0.13957
339	omega	-83	223	330	-0.263327	-0.145874	-27.9426	27.9548	0.768628
340	rho+	-83	213	330	0.53589	0.792638	-6.7611	6.869	0.745201
341	pi-	83	-211	330	-0.0843202	-0.143429	-0.673354	0.707508	0.13957
342	pi+	83	211	330	0.585692	-0.241287	-6.6642	6.69569	0.13957
343	rho0	-83	113	330	-0.46286	0.00159611	-5.93448	6.00228	0.771401
344	pi-	83	-211	330	0.299339	0.161196	-0.2365	0.437036	0.13957
345	pi+	84	211	330	-0.398985	-0.514046	-0.0861757	0.671073	0.13957
346	rho-	-84	-213	330	0.404873	-0.356878	0.0248006	1.35847	1.24641
347	Delta0	-84	2114	330	0.390277	-0.227661	0.486181	1.56422	1.41642
348	Deltabar+	-84	-1114	330	-0.259993	0.304104	3.99241	4.28486	1.50355
349	K0	-84	311	330	0.149933	0.205382	20.0787	20.0864	0.49761
350	Kbar0	-84	-311	330	0.296337	0.296626	3.65629	3.71374	0.49761
351	n0	84	2112	330	-0.588271	0.187922	31.297	31.3172	0.93957
352	pi+	91	211	206	-0.106986	0.0806638	-6.98566	6.98834	0.13957
353	pi-	91	-211	206	0.380696	-0.0325353	-2.18935	2.22682	0.13957
354	K_S0	91	310	216	-0.0328223	0.343783	3.86565	3.91281	0.49761
355	Lambda0	91	3122	217	-0.188481	0.083882	37.0825	37.0998	1.11568
356	pi-	91	-211	217	-0.0624301	0.00479815	0.926969	0.939506	0.13957
357	K_S0	91	310	225	0.0808389	0.147012	-1.51525	1.60367	0.49761
358	Kbar0	-91	-311	233	-0.0155139	0.336185	-0.258095	0.653827	0.49761
359	pi-	91	-211	233	0.139986	0.0237941	-0.602769	0.634802	0.13957
360	pi-	91	-211	245	0.0292936	0.199103	0.162305	0.293807	0.13957
361	pi0	-91	111	245	0.285379	-0.414631	-0.762839	0.923852	0.13498
362	pi+	91	211	249	0.5805	-0.123463	-0.99222	1.16456	0.13957
363	pi0	-91	111	249	0.393609	0.472086	-0.371058	0.730546	0.13498
364	pi+	91	211	251	0.806381	0.0686605	-2.12312	2.27642	0.13957
365	pi0	-91	111	251	0.0950982	-0.397275	-0.58083	0.72281	0.13498
366	pi+	91	211	271	-0.430813	0.234591	1.06614	1.18185	0.13957
367	pi0	-91	111	271	-0.27208	-0.398045	0.259134	0.563771	0.13498
368	pi+	91	211	273	0.201594	0.122298	-0.139922	0.307661	0.13957
369	pi-	91	-211	273	-0.130344	0.0654411	0.378354	0.42884	0.13957
370	pi+	91	211	276	-0.0416843	0.865557	-1.84845	2.04626	0.13957
371	pi-	91	-211	276	0.211245	0.281029	-0.104761	0.3925	0.13957
