Particle List (1st event only)
******************************************************
JobID: 20200428	No. Events: 10000	SNN: 39

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

I	particle/jet	status	KF	orig	p_x	p_y	p_z	E	m
=========================================================
1	system	-11	90	0	0	0	0	7683	7683
2	197Au	-12	1000791970	0	0	0	3837.12	3841.5	183.473
3	197Au	-12	1000791970	0	0	0	-3837.12	3841.5	183.473
4	p+	-13	2212	1	0	0	19.4774	19.5	0.93827
5	n0	-13	2112	2	0	0	-19.4774	19.5	0.93957
6	g	-21	21	23	0	0	4.29997	4.29997	0
7	d	-21	1	24	0	0	-5.9451	5.9451	0
8	g	-23	21	5	-2.95453	0.532118	3.29336	4.4563	0
9	d	-23	1	5	2.95453	-0.532118	-4.93848	5.78877	0.33
10	g	-31	21	28	0	0	3.96573	3.96573	0
11	g	-31	21	15	0	0	-2.48986	2.48986	0
12	g	-33	21	9	-0.47254	-0.469159	-2.41655	2.50662	0
13	g	-33	21	9	0.47254	0.469159	3.89243	3.94897	0
14	g	-51	21	12	0.298069	0.956629	3.38075	3.52611	0
15	g	-51	21	12	0.174471	-0.48747	0.323852	0.610694	0
16	g	-53	21	29	5.01772e-16	-6.16298e-33	-2.67769	2.67769	0
17	g	-31	21	33	0	0	0.299735	0.299735	0
18	g	-31	21	34	0	0	-4.15265	4.15265	0
19	g	-33	21	16	-0.446198	-0.436225	-3.77187	3.82314	0
20	g	-33	21	16	0.446198	0.436225	-0.0810473	0.629248	0
21	g	-51	21	7	-2.63078	0.645991	2.16716	3.46914	0
22	g	-51	21	7	-0.273689	-0.122889	1.04257	1.08488	0
23	d	-52	1	8	2.90447	-0.523101	-4.85486	5.69106	0.33
24	g	-61	21	3	-1.35626	-1.69358	4.15631	4.68856	0
25	d	-61	1	4	0.303678	-0.866809	-5.86197	5.93349	0
26	g	-62	21	20	-3.46171	-0.560628	1.68271	3.88963	0
27	d	-62	1	22	3.01567	-1.44927	-4.33153	5.48322	0.33
28	g	-62	21	21	-0.606545	-0.550489	0.943163	1.2492	0
29	g	-61	21	3	-0.18282	0.0155934	3.94148	3.94575	0
30	g	-61	21	4	-0.595363	0.63334	-2.63796	2.77748	0
31	g	-62	21	11	-1.02286	0.114305	-2.39331	2.60523	0
32	g	-62	21	13	0.121194	0.987035	3.44509	3.58575	0
33	g	-62	21	14	0.123479	-0.452407	0.251735	0.532249	0
34	g	-61	21	3	1.41287	0.142299	-1.01035	1.74277	0
35	g	-61	21	4	0.222284	0.353407	-3.84246	3.86508	0
36	g	-62	21	18	-0.19569	-0.170718	-2.66747	2.68009	0
37	g	-62	21	19	1.83085	0.666424	-2.18534	2.92777	0
38	uu_1	-63	2203	3	0.498896	0.324578	8.73621	8.79036	0.77133
39	d	-63	1	3	-0.372689	1.21111	1.64123	2.09957	0.33
40	ud_0	-63	2101	4	0.0906886	0.136092	-5.10448	5.13985	0.57933
41	n0	-13	2112	1	0	0	19.4774	19.5	0.93827
42	p_diffr+	-15	9902210	40	-0.021288	-0.25603	19.4595	19.5171	1.47635
43	d	-24	1	41	-0.0293788	-0.353338	1.81957	1.87005	0.246058
44	ud_1	-63	2103	41	0.00809081	0.0973081	17.6399	17.647	0.492115
45	n0	-13	2112	1	0	0	19.4774	19.5	0.93827
46	p+	-13	2212	2	0	0	-19.4774	19.5	0.93827
47	d	-21	1	59	0	0	4.31513	4.31513	0
48	g	-21	21	60	0	0	-0.694883	0.694883	0
49	d	-23	1	46	0.584648	0.355349	4.10297	4.17269	0.33
50	g	-23	21	46	-0.584648	-0.355349	-0.482723	0.837322	0
51	dbar	-31	-1	54	0	0	0.352709	0.352709	0
52	g	-31	21	55	0	0	-4.85295	4.85295	0
53	dbar	-33	-1	50	-0.133504	-0.282685	0.198864	0.496167	0.33
54	g	-33	21	50	0.133504	0.282685	-4.6991	4.70949	0
55	dbar	-42	-1	63	2.98372e-16	2.70617e-16	0.352709	0.352709	0
56	g	-41	21	64	-2.98372e-16	-2.77556e-16	-5.40563	5.40563	0
57	dbar	-44	-1	52	-0.130762	-0.280208	0.15505	0.478075	0.33
58	g	-44	21	53	0.220281	0.361071	-5.10257	5.12007	0
59	g	-43	21	55	-0.0895191	-0.0808627	-0.105397	0.16019	0
60	d	-61	1	44	-0.536924	0.151123	4.10823	4.14592	0
61	g	-61	21	45	0.163255	-0.931714	-0.376662	1.01814	0
62	d	-62	1	48	0.0900322	0.461412	3.79364	3.83687	0.33
63	g	-62	21	49	-0.463701	-1.242	-0.0620707	1.32719	0
64	dbar	-61	-1	44	0.470662	-0.629238	-0.0832924	0.790191	0
65	g	-61	21	45	0.396917	0.445836	-5.22373	5.25772	0
66	dbar	-62	-1	56	0.309427	-0.813734	-0.417939	1.02053	0.33
67	g	-62	21	57	0.602091	0.745396	-4.73061	4.82667	0
68	g	-62	21	58	-0.0439386	-0.115064	-0.158471	0.200707	0
69	ud_1	-63	2103	44	1.26474	0.63253	13.0449	13.1439	0.77133
70	d	-63	1	44	-0.284106	0.0798185	-4.40306	4.42526	0.33
71	ud_0	-63	2101	45	-0.0399342	0.661022	-8.29063	8.33719	0.57933
72	u	-63	2	45	-0.520238	-0.175144	-0.656743	0.917351	0.33
73	n0	-13	2112	2	0	0	-19.4774	19.5	0.93827
74	p_diffr+	-15	9902210	72	-0.598762	-0.473734	-18.7263	19.8851	6.64531
75	u	-24	2	73	-0.60472	-0.478454	0.26878	0.878904	0.325
76	dd_1	-63	1103	73	0.00595771	0.0047196	-18.9951	19.0062	0.65
77	n0	-13	2112	2	0	0	-19.4774	19.5	0.93827
78	p_diffr+	-15	9902210	76	-0.315606	0.239501	-18.3475	20.0791	8.14769
79	g	-24	21	77	-0.305405	0.231728	0.782308	0.871192	0
80	d	-63	1	77	-0.681278	-0.183352	-8.84323	8.87728	0.325
81	ud_1	-63	2103	77	0.671078	0.191125	-10.2866	10.3307	0.65
82	n0	-13	2112	1	0	0	19.4774	19.5	0.93827
83	n0	-13	2112	2	0	0	-19.4774	19.5	0.93827
84	g	-21	21	90	0	0	1.03631	1.03631	0
85	d	-21	1	89	0	0	-5.50951	5.50951	0
86	g	-23	21	83	-0.802107	-0.348088	0.803192	1.18729	0
87	d	-23	1	83	0.802107	0.348088	-5.27639	5.35852	0.33
88	g	-51	21	85	-0.713384	-0.714273	0.0125982	1.00959	0
89	g	-51	21	85	-0.0887231	0.366185	0.410844	0.557455	0
90	d	-53	1	91	9.17628e-16	0	-5.88926	5.88926	0
91	g	-61	21	81	0.214361	0.256883	1.01263	1.06647	0
92	d	-61	1	82	0.482147	0.251631	-5.93894	5.96379	0
93	g	-62	21	87	-0.578851	-0.574366	0.115292	0.823564	0
94	d	-62	1	86	1.2556	0.59216	-5.40857	5.59363	0.33
95	g	-62	21	88	0.01976	0.490719	0.366958	0.61307	0
96	u	-63	2	81	0.756486	-0.590775	-4.51153	4.6243	0.33
97	dd_1	-63	1103	81	-0.970847	0.333893	18.3478	18.3856	0.57933
98	ud_1	-63	2103	82	-0.482147	-0.251631	-8.90996	8.9598	0.77133
99	NucRem	14	1000781929	2	0	0	-3739.66	3744	180.296
100	NucRem	14	1000781939	1	4.10783e-15	-4.16334e-15	3759.13	3763.5	181.236
101	ud_0	-73	2101	70	-0.0838728	0.545958	-8.4491	8.53789	1.09693
102	n0	81	2112	42	-0.020773	-0.255635	19.4766	19.5009	0.93957
103	u	-72	2	74	-0.604743	-0.478471	0.268023	0.878698	0.325
104	dd_1	-72	1103	75	0.00546544	0.00434169	-19.0115	19.0226	0.65
105	u	-71	2	71	-0.520238	-0.175144	-0.656743	0.917351	0.33
106	g	-71	21	62	-0.463701	-1.242	-0.0620707	1.32719	0
107	dbar	-71	-1	65	0.309427	-0.813734	-0.417939	1.02053	0.33
108	pi+	83	211	104	-0.975635	-0.226039	-0.545819	1.14907	0.13957
109	pi0	-84	111	104	0.301123	-2.00484	-0.590934	2.11601	0.13498
110	rho-	-83	-213	38	0.0919274	0.703944	0.364356	1.25534	0.969087
111	p+	83	2212	38	-0.477897	0.170676	0.0171227	1.06685	0.93827
112	pbar-	84	-2212	38	-0.179095	0.226163	-0.734088	1.22575	0.93827
113	pi0	-84	111	38	0.205566	0.17657	0.120059	0.325681	0.13498
114	p+	84	2212	38	0.0774985	0.069848	-3.23071	3.36581	0.93827
115	K+	83	321	102	-0.164041	-0.0688094	-0.156172	0.547498	0.49368
116	Kbar0	-83	-311	102	0.146751	-0.320865	-0.445277	0.755234	0.49761
117	rho-	-83	-213	102	-0.0638511	-0.167555	-0.74039	1.07854	0.763495
118	p+	84	2212	102	-0.747064	0.183347	-10.4588	10.5289	0.93827
119	rho-	-84	-213	102	0.228928	-0.100247	-6.94282	6.99108	0.780989
120	u	-71	2	95	0.756486	-0.590775	-4.51153	4.6243	0.33
