Particle List (1st event only)
******************************************************
JobID: 20200428	No. Events: 10000	SNN: 62.4

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

I	particle/jet	status	KF	orig	p_x	p_y	p_z	E	m
=========================================================
1	system	-11	90	0	0	0	0	12292.8	12292.8
2	197Au	-12	1000791970	0	0	0	6143.66	6146.4	183.473
3	197Au	-12	1000791970	0	0	0	-6143.66	6146.4	183.473
4	p+	-13	2212	1	0	0	31.1859	31.2	0.93827
5	n0	-13	2112	2	0	0	-31.1859	31.2	0.93957
6	u	-21	2	30	0	0	9.72741	9.72741	0
7	u	-21	2	31	0	0	-6.93288	6.93288	0
8	u	-23	2	5	-0.775222	-0.806067	-6.84848	6.94704	0.33
9	u	-23	2	5	0.775222	0.806067	9.64301	9.71325	0.33
10	g	-31	21	13	0	0	0.895979	0.895979	0
11	g	-31	21	14	0	0	-0.461498	0.461498	0
12	g	-33	21	9	0.122419	-0.504448	-0.183357	0.550521	0
13	g	-33	21	9	-0.122419	0.504448	0.617839	0.806956	0
14	g	-42	21	34	-1.02696e-15	-9.4369e-16	0.895979	0.895979	0
15	g	-41	21	35	-4.44089e-16	-4.44089e-16	-7.90494	7.90494	0
16	g	-44	21	11	0.39563	-0.257583	-0.284584	0.551235	0
17	g	-44	21	12	-0.0520136	0.568064	0.647694	0.863081	0
18	g	-43	21	14	-0.343617	-0.310481	-7.37207	7.3866	0
19	u	-31	2	39	0	0	3.56505	3.56505	0
20	g	-31	21	40	0	0	-0.126666	0.126666	0
21	u	-33	2	18	-0.232366	-0.26067	3.26806	3.30319	0.33
22	g	-33	21	18	0.232366	0.26067	0.170324	0.388527	0
23	g	-31	21	43	0	0	0.7216	0.7216	0
24	g	-31	21	44	0	0	-8.96334	8.96334	0
25	g	-33	21	22	-0.166324	-0.233832	-8.93241	8.93702	0
26	g	-33	21	22	0.166324	0.233832	0.690677	0.747915	0
27	g	-31	21	47	0	0	6.8752	6.8752	0
28	g	-31	21	48	0	0	-0.947186	0.947186	0
29	g	-33	21	26	-0.208948	0.0952237	-0.93132	0.95921	0
30	g	-33	21	26	0.208948	-0.0952237	6.85933	6.86317	0
