95	u	-62	2	79	-1.087	-0.367226	-0.642044	1.35556	0.33	1.18295
96	u	-62	2	80	-0.25394	1.06551	-1.28021	1.71687	0.33	1.11617
97	g	-61	21	71	-0.0789414	-0.134592	0.0708208	0.171354	0	0.156034
98	d	-61	1	72	0.580453	-0.158567	-0.590546	0.843098	0	0.601722
99	g	-62	21	83	0.0929336	0.148547	-0.0479065	0.181654	0	0.175223
100	d	-62	1	84	0.408578	-0.441706	-0.471819	0.832798	0.33	0.655344
101	g	-61	21	71	0.0507353	0.12165	0.656851	0.669945	0	0.131806
102	g	-61	21	72	-0.0291817	0.0501473	-0.178959	0.188129	0	0.05802
103	g	-62	21	87	-0.309435	0.0274894	0.0800419	0.3208	0	0.310654
104	g	-62	21	88	0.330989	0.144308	0.397851	0.537274	0	0.361079
105	dd_1	-63	1103	71	0.278693	0.407481	0.921494	1.19519	0.57933	0.564407
106	u	-63	2	72	-0.10151	-0.329266	-1.00063	1.10855	0.33	0.360921
107	n0	-13	2112	2	0	0	-5.67293	5.75	0.93827	-0
108	p_diffr+	-15	9902210	107	-0.254246	-0.260832	-4.72077	6.52161	4.48475	0.501702
109	g	-24	21	108	-0.226609	-0.232537	0.733688	0.802324	0	0.324692
110	u	-63	2	108	-0.655808	0.241147	-2.69815	2.80604	0.325	0.703473
111	dd_1	-63	1103	108	0.628171	-0.269442	-2.75631	2.91324	0.65	0.701195
112	n0	-13	2112	1	0	0	5.67293	5.75	0.93827	-nan
113	p_diffr+	-15	9902210	112	0.0369266	-0.153349	5.16313	6.26237	3.54041	0.191224
114	u	-24	2	113	0.0383204	-0.159179	-0.468567	0.593284	0.325	0.195702
115	dd_1	-63	1103	113	-0.00139377	0.00582989	5.6317	5.66909	0.65	0.00603398
116	p+	-13	2212	1	0	0	5.67293	5.75	0.93827	-nan
117	n0	-13	2112	2	0	0	-5.67293	5.75	0.93827	-0
118	ubar	-21	-2	122	0	0	2.75337	2.75337	0	-nan
119	g	-21	21	123	0	0	-2.15834	2.15834	0	-0
120	ubar	-23	-2	118	-1.01235	-1.12034	2.21255	2.69894	0.33	1.52139
121	g	-23	21	118	1.01235	1.12034	-1.61752	2.21278	0	1.50997
122	ubar	-42	-2	141	-1.60982e-15	2.498e-16	2.75337	2.75337	0	1.62909e-15
123	u	-41	2	142	1.33227e-15	-2.22045e-16	-3.12168	3.12168	0	-1.35064e-15
124	ubar	-44	-2	120	-1.10458	-1.10745	1.96191	2.53071	0.33	1.57761
125	g	-44	21	121	0.286087	1.2219	-2.06384	2.41543	0	1.25495
126	u	-43	2	123	0.818488	-0.114454	-0.266374	0.928912	0.33	0.884124
127	ubar	-51	-2	124	-1.60613	-0.540681	1.12235	2.05926	0.33	1.71689
128	g	-51	21	124	0.545691	-0.378262	0.521166	0.844083	0	0.663974
129	g	-52	21	125	0.241952	1.0334	-1.74545	2.0428	0	1.06134
130	ubar	-51	-2	127	-0.353182	-1.28206	0.990616	1.69075	0.33	1.3559
131	g	-51	21	127	-0.800434	0.427708	0.563909	1.06847	0	0.907539
132	g	-52	21	128	0.0931751	-0.064587	0.0889875	0.144124	0	0.113371
133	u	-31	2	148	0	0	0.710142	0.710142	0	-nan
134	g	-31	21	149	0	0	-0.251779	0.251779	0	-0
135	u	-33	2	133	0.351122	-0.0635277	0.303015	0.572748	0.33	0.436571
136	g	-33	21	133	-0.351122	0.0635277	0.155347	0.389172	0	0.356823
137	d	-31	1	152	0	0	0.755727	0.755727	0	-nan
138	g	-31	21	153	0	0	-0.110827	0.110827	0	-0
139	d	-33	1	137	0.0150227	0.159894	0.593726	0.697999	0.33	0.182254
140	g	-33	21	137	-0.0150227	-0.159894	0.0511744	0.168555	0	0.160599
141	ubar	-61	-2	116	0.408723	1.04892	2.65468	2.88351	0	1.12574
142	u	-61	2	117	-0.954531	0.562764	-3.03818	3.23394	0	1.10808
143	ubar	-62	-2	130	-0.223	-0.743749	1.16031	1.43461	0.33	0.797856
144	g	-62	21	129	-0.344956	1.46105	-1.85837	2.38897	0	1.50122
145	u	-62	2	126	0.668577	0.0983183	-0.436837	0.869705	0.33	0.730388
146	g	-62	21	132	0.101393	-0.0193537	0.0708261	0.125186	0	0.103224
147	g	-62	21	131	-0.747822	0.815417	0.680567	1.29897	0	1.10641
148	u	-61	2	116	-0.0823711	-0.34018	0.666891	0.753161	0	0.350011
149	g	-61	21	117	0.420402	-0.387729	-0.03498	0.57297	0	0.571901
150	u	-62	2	135	0.494069	-0.571442	0.71383	1.09046	0.33	0.792578
151	g	-62	21	136	-0.156038	-0.156468	-0.0819192	0.235671	0	0.220975
152	d	-61	1	116	-0.225602	-0.0694136	0.650771	0.692256	0	0.236039
153	g	-61	21	117	0.0187155	-0.447759	0.244253	0.51039	0	0.44815
154	d	-62	1	139	-0.10762	-0.0820553	0.414706	0.546988	0.33	0.169695
155	g	-62	21	140	-0.0992663	-0.435118	0.480318	0.655658	0	0.446297
156	uu_1	-63	2203	116	0.230661	-0.685138	0.115027	1.06339	0.77133	1.05018
157	dd_1	-63	1103	117	0.515414	0.272724	-1.56064	1.76387	0.57933	0.61737
158	n0	-13	2112	2	0	0	-5.67293	5.75	0.93827	-0
159	p_diffr+	-15	9902210	158	-0.331411	0.0458131	-5.37075	5.77652	2.10028	0.359143
160	u	-24	2	159	-0.365338	0.0521352	-0.148256	0.51361	0.325	0.476589
161	dd_1	-63	1103	159	0.0339268	-0.00632211	-5.2225	5.26291	0.65	0.0347771
162	p+	-13	2212	1	0	0	5.67293	5.75	0.93827	-nan
163	n0	-13	2112	2	0	0	-5.67293	5.75	0.93827	-0
164	g	-21	21	168	0	0	0.533919	0.533919	0	-nan
165	g	-21	21	169	0	0	-1.54808	1.54808	0	-0
166	g	-23	21	164	0.845275	-0.250478	-0.252791	0.917133	0	0.881606
167	g	-23	21	164	-0.845275	0.250478	-0.761373	1.16487	0	0.881606
168	g	-42	21	181	-2.22045e-16	1.38778e-16	0.533919	0.533919	0	2.61846e-16
169	g	-41	21	182	1.94289e-16	-9.71445e-17	-2.5364	2.5364	0	-2.17222e-16
170	g	-44	21	166	0.985627	-0.324872	-0.521777	1.16157	0	1.03779
171	g	-44	21	167	-0.614191	0.127991	-1.31478	1.4568	0	0.627385
172	g	-43	21	169	-0.371436	0.196882	-0.165926	0.45195	0	0.420389
173	g	-31	21	186	0	0	0.409471	0.409471	0	-nan
174	u	-31	2	187	0	0	-0.796277	0.796277	0	-0
175	g	-33	21	173	0.224633	-0.453232	-0.035619	0.507098	0	0.505845
176	u	-33	2	173	-0.224633	0.453232	-0.351187	0.69865	0.33	0.5739
177	g	-31	21	190	0	0	0.084778	0.084778	0	-nan
178	g	-31	21	191	0	0	-1.29954	1.29954	0	-0
179	g	-33	21	177	0.306338	-0.0428962	-0.356369	0.471892	0	0.309327
180	g	-33	21	177	-0.306338	0.0428962	-0.858391	0.912425	0	0.309327
181	g	-61	21	162	-0.0694233	-0.166248	0.488093	0.520282	0	0.180161
182	g	-61	21	163	0.157523	0.624745	-2.53047	2.61121	0	0.644298
183	g	-62	21	170	0.996106	-0.218547	-0.542741	1.15523	0	1.0198
184	g	-62	21	171	-0.536352	0.450997	-1.34132	1.51335	0	0.700765
185	g	-62	21	172	-0.371655	0.226047	-0.158315	0.462912	0	0.434999
186	g	-61	21	162	0.0357905	0.100477	0.322671	0.339843	0	0.106661
187	u	-61	2	163	0.763251	-0.309327	-0.800026	1.14816	0	0.82355
188	g	-62	21	175	0.482725	-0.470832	0.127065	0.686186	0	0.674319
189	u	-62	2	176	0.316316	0.261982	-0.60442	0.801819	0.33	0.450656
190	g	-61	21	162	-0.292158	-0.472805	-0.765931	0.946335	0	0.555788
191	g	-61	21	163	0.113308	0.108104	-0.658191	0.676565	0	0.156605
192	g	-62	21	179	0.0900842	-0.390853	-0.410675	0.574051	0	0.4011
193	g	-62	21	180	-0.268934	0.0261524	-1.01345	1.04885	0	0.270203
194	uu_1	-63	2203	162	-0.00252715	-0.208737	2.05392	2.20389	0.77133	0.222846
195	d	-63	1	162	0.328318	0.747312	1.49416	1.73426	0.33	0.831443
196	dd_1	-63	1103	163	-1.33028	-0.563873	1.50265	2.1636	0.57933	1.49961
197	p+	-13	2212	1	0	0	5.67293	5.75	0.93827	-nan
198	p_diffr+	-15	9902210	197	0.2962	0.140351	4.56606	4.90585	1.76381	0.351257
199	u	-24	2	198	0.376065	0.17616	0.283924	0.582656	0.293969	0.480986
200	ud_1	-63	2103	198	-0.0798647	-0.0358089	4.28213	4.32319	0.587938	0.088346
201	p+	-13	2212	1	0	0	5.67293	5.75	0.93827	-nan
202	n0	-13	2112	2	0	0	-5.67293	5.75	0.93827	-0
203	u	-21	2	211	0	0	0.441005	0.441005	0	-nan
204	u	-21	2	212	0	0	-3.68022	3.68022	0	-0
205	u	-23	2	203	0.584855	0.827572	-2.74856	2.94795	0.33	1.01979
206	u	-23	2	203	-0.584855	-0.827572	-0.490656	1.17328	0.33	1.05601
207	g	-31	21	215	0	0	0.758158	0.758158	0	-nan
208	g	-31	21	216	0	0	-0.408363	0.408363	0	-0
209	g	-33	21	207	-0.360737	0.0625416	0.614109	0.714963	0	0.366119
210	g	-33	21	207	0.360737	-0.0625416	-0.264313	0.451558	0	0.366119
211	u	-61	2	201	0.76159	0.938917	-0.28136	1.24127	0	1.20896
212	u	-61	2	202	0.3913	-0.283253	-3.37043	3.40487	0	0.483061
213	u	-62	2	205	1.16603	0.741554	-3.94701	4.19491	0.33	1.38615
214	u	-62	2	206	-0.0131367	-0.0858891	0.29522	0.451225	0.33	0.1274
215	g	-61	21	201	-0.167643	0.319874	0.69595	0.784073	0	0.361142
216	g	-61	21	202	-0.859181	1.02569	-0.0592289	1.33931	0	1.338
217	g	-62	21	209	-0.695414	0.59619	0.878387	1.2691	0	0.915993
218	g	-62	21	210	-0.33141	0.749378	-0.241666	0.854285	0	0.81939
219	ud_1	-63	2103	201	-0.593947	-1.25879	3.17476	3.55125	0.77133	1.42592
220	dd_1	-63	1103	202	0.467881	-0.742441	-0.159698	1.17923	0.77133	1.16018
221	p+	-13	2212	1	0	0	5.67293	5.75	0.93827	-nan
222	p+	-13	2212	2	0	0	-5.67293	5.75	0.93827	-0
223	g	-21	21	227	0	0	0.421862	0.421862	0	-nan
224	u	-21	2	228	0	0	-0.544922	0.544922	0	-0
225	g	-23	21	223	0.227225	-0.112381	0.286755	0.382739	0	0.253497
226	u	-23	2	223	-0.227225	0.112381	-0.409814	0.584045	0.33	0.307242
227	g	-61	21	221	0.555096	0.876334	0.130225	1.04549	0	1.03735
228	u	-61	2	222	0.277111	-0.126174	-0.319479	0.441336	0	0.304484
229	g	-62	21	225	0.740821	0.656412	0.143619	1.00016	0	0.989794
230	u	-62	2	226	0.0913858	0.0937484	-0.332874	0.486667	0.33	0.178126
231	uu_1	-63	2203	221	-0.329099	-0.288546	3.36655	3.48141	0.77133	0.448835
232	d	-63	1	221	-0.225997	-0.587788	1.57846	1.73118	0.33	0.641501
233	ud_0	-63	2101	222	-0.277111	0.126174	-4.75576	4.80058	0.57933	0.306726
234	p+	-13	2212	1	0	0	5.67293	5.75	0.93827	-nan
235	p+	-13	2212	2	0	0	-5.67293	5.75	0.93827	-0
236	p_diffr+	-15	9902210	234	-0.0732143	-0.309564	5.57872	5.83399	1.67697	0.33212
237	p+	14	2212	235	0.0732143	0.309564	-5.57872	5.66601	0.93827	0.269143
238	u	-24	2	236	-0.0894657	-0.378277	0.397606	0.622339	0.279495	0.435055
239	ud_1	-63	2103	236	0.0162513	0.0687136	5.18111	5.21166	0.55899	0.0710189
240	p+	-13	2212	1	0	0	5.67293	5.75	0.93827	-nan
241	p+	-13	2212	2	0	0	-5.67293	5.75	0.93827	-0
242	p+	14	2212	240	-0.0744081	0.487454	4.89617	5.00959	0.93827	0.407964
243	p_diffr+	-15	9902210	241	0.0744081	-0.487454	-4.89617	6.49041	4.23199	0.650368
244	g	-24	21	243	0.072981	-0.478104	0.666158	0.82321	0	0.483642
245	u	-63	2	243	0.12539	0.177111	-1.71853	1.7624	0.325	0.220792
246	ud_0	-63	2101	243	-0.123963	-0.186461	-3.8438	3.9048	0.65	0.227076
247	NucRem	14	1000711849	1	0	0	1043.8	1058	172.789	-nan
248	NucRem	14	1000741859	2	-8.38218e-15	-2.77556e-16	-1049.47	1063.75	173.727	-1.51877e-05
249	uu_1	-74	2203	96	-0.355451	0.736247	-2.28084	2.82542	1.4534	0.953367
250	g	-73	21	184	-0.805286	0.47715	-2.35477	2.5622	0.379143	0.946452
251	ubar	-73	-2	143	-0.322266	-1.17887	1.64063	2.09027	0.428932	1.2487
252	g	-73	21	146	-0.0546449	-0.175821	-0.0110931	0.360857	0.310154	0.360204
253	g	-73	21	92	1.32889	0.694135	2.20669	2.67504	0.196348	1.50332
254	d	-71	1	154	-0.10762	-0.0820553	0.414706	0.546988	0.33	0.169695
255	uu_1	-71	2203	156	0.230661	-0.685138	0.115027	1.06339	0.77133	1.05018
256	p+	81	2212	254	0.136336	-0.778472	0.726772	1.42589	0.93827	0.358926
257	u	-72	2	160	-0.366508	0.0531281	-0.165604	0.519808	0.325	0.474526
258	dd_1	-72	1103	161	0.0218018	0.00396297	-5.40219	5.4412	0.65	0.0223189
259	g	-71	21	188	0.482725	-0.470832	0.127065	0.686186	0	0.674319
260	g	-71	21	192	0.0900842	-0.390853	-0.410675	0.574051	0	0.4011
261	g	-71	21	183	0.996106	-0.218547	-0.542741	1.15523	0	1.0198
262	pi0	-81	111	259	1.77245	-1.19638	-0.907593	2.32698	0.13498	2.14204
263	d	-72	1	195	0.277342	0.776401	1.5145	1.75566	0.33	0.839412
264	g	-72	21	250	-0.880218	0.519909	-2.32486	2.56784	0.379143	1.03362
265	g	-72	21	185	-0.385369	0.233873	-0.152841	0.475989	0	0.450783
266	dd_1	-72	1103	196	-1.39419	-0.527401	1.52816	2.21197	0.57933	1.54453
267	n0	82	2112	63	0.0472906	-0.230577	0.0984536	0.973595	0.93957	0.0313897
268	pi0	-82	111	63	-0.569904	0.448713	-0.194151	0.762921	0.13498	0.736977
269	p+	82	2212	238	-0.129433	-0.719582	3.16092	3.37733	0.93827	0.549648
270	pi0	-82	111	238	0.056219	0.410018	2.41779	2.45667	0.13498	0.41448
271	Delta+	-81	2214	199	0.301764	0.139658	4.65565	4.82175	1.20981	0.343502
272	u	-72	2	257	-0.366991	0.0531883	-0.173384	0.522684	0.325	0.473485
273	dd_1	-72	1103	258	0.0167216	0.00459551	-5.48401	5.52242	0.65	0.017463
274	pi+	83	211	272	-0.34102	0.304825	-0.350725	0.593044	0.13957	0.470617
275	Delta-	-84	1114	272	-0.00924947	-0.247041	-5.30666	5.45206	1.22603	0.253712
276	u	-71	2	150	0.494069	-0.571442	0.71383	1.09046	0.33	0.792578
277	dd_1	-71	1103	157	0.515414	0.272724	-1.56064	1.76387	0.57933	0.61737
278	rho+	-83	213	276	0.780033	-0.468436	0.174381	1.23052	0.809875	1.20853
279	Delta-	-84	1114	276	0.22945	0.169718	-1.02119	1.62381	1.22983	0.437066
280	u	-71	2	189	0.316316	0.261982	-0.60442	0.801819	0.33	0.450656
281	uu_1	-71	2203	194	-0.00252715	-0.208737	2.05392	2.20389	0.77133	0.222846
282	Delta+	-83	2214	280	0.246447	-0.246408	-0.247317	1.27568	1.20197	1.04033
283	pi+	84	211	280	0.0673423	0.299654	1.69682	1.73003	0.13957	0.308132
284	u	-71	2	28	-0.199443	-0.143556	3.07096	3.09787	0.325	0.247099
285	g	-71	21	27	-0.157754	-0.0695501	-0.484929	0.514665	0	0.172405
286	ud_0	-71	2101	29	0.190811	0.13554	2.28499	2.38714	0.65	0.243242
287	pi0	-83	111	284	-0.129416	-0.175762	3.1504	3.16084	0.13498	0.218467
288	Delta++	-84	2224	284	-0.185438	-0.361486	0.634912	1.40044	1.18028	0.754823
289	rho-	-84	-213	284	0.148468	0.459682	1.0857	1.4384	0.810487	0.584723
290	rho+	-83	213	114	-0.0796746	0.338274	0.710367	1.11688	0.788686	0.490819
291	Delta-	-83	1114	114	0.54466	-0.44801	1.51427	2.07037	1.22314	0.874089
292	omega	-84	223	114	-0.428059	-0.0436129	2.9385	3.07512	0.797788	0.445529
293	u	-71	2	214	-0.0131367	-0.0858891	0.29522	0.451225	0.33	0.1274
294	g	-71	21	217	-0.695414	0.59619	0.878387	1.2691	0	0.915993
295	g	-71	21	218	-0.33141	0.749378	-0.241666	0.854285	0	0.81939
296	dd_1	-71	1103	220	0.467881	-0.742441	-0.159698	1.17923	0.77133	1.16018
297	pi+	83	211	293	-0.552953	0.934198	0.339359	1.14592	0.13957	1.09372
298	pi0	-83	111	293	-0.34362	0.480712	0.613496	0.862413	0.13498	0.59827
299	Delta-	-84	1114	293	0.324493	-0.897672	-0.180612	1.74551	1.45019	1.71507
300	d	-71	1	18	-0.0571999	0.043322	-0.535796	0.633345	0.33	0.0840671
301	g	-71	21	16	0.221073	0.117999	0.225961	0.337425	0	0.250594
302	g	-71	21	14	-0.523196	0.389863	-2.16973	2.26571	0	0.652477
303	ud_0	-71	2101	19	-0.244643	-1.14743	-0.0309079	1.30883	0.57933	1.30838
304	pi0	-83	111	300	-0.0676394	0.306078	-0.186283	0.388818	0.13498	0.33425
305	pi-	83	-211	300	0.318313	0.183247	-1.21059	1.27276	0.13957	0.36952
306	Sigma+	84	3222	300	-0.483252	-0.540944	-0.158067	1.40205	1.18937	1.3699
307	K*0	-84	313	300	-0.371388	-0.544632	-0.955534	1.48169	0.920764	0.841392
308	u	-71	2	230	0.0913858	0.0937484	-0.332874	0.486667	0.33	0.178126
309	g	-71	21	229	0.740821	0.656412	0.143619	1.00016	0	0.989794
310	uu_1	-71	2203	231	-0.329099	-0.288546	3.36655	3.48141	0.77133	0.448835
311	rho+	-83	213	308	0.0434808	0.270986	0.892021	1.22837	0.798662	0.361226
312	rho0	-84	113	308	0.342722	-0.371388	-0.0154926	0.790365	0.607494	0.789994
313	n0	84	2112	308	0.288977	0.376069	1.18083	1.5818	0.93957	0.239362
314	rho+	-84	213	308	-0.172072	0.185948	1.11994	1.3677	0.743075	0.301771
315	uu_1	-74	2203	249	-0.355451	0.736247	-2.28084	2.82542	1.4534	0.953367
316	g	-71	21	91	-0.13989	-0.790787	-0.207979	0.82956	0	0.803065
317	g	-71	21	103	-0.309435	0.0274894	0.0800419	0.3208	0	0.310654
318	d	-71	1	100	0.408578	-0.441706	-0.471819	0.832798	0.33	0.655344
319	Delta++	-87	2224	315	-0.237658	-0.19343	-0.625033	1.41508	1.23203	0.622918
320	pi-	84	-211	315	-0.327641	0.235734	-0.67907	0.802206	0.13957	0.409883
321	omega	-84	223	315	0.420207	0.103137	-0.996756	1.3379	0.780533	0.532737
322	rho0	-84	113	315	-0.251107	-0.614198	-0.579735	1.25339	0.891406	0.943886
323	pi0	-83	111	23	0.260142	0.516412	0.276067	0.654818	0.13498	0.590925
324	omega	-83	223	23	-0.131892	-0.769894	0.407759	1.11817	0.688407	0.991236
325	n0	84	2112	23	-0.0217881	-0.15581	2.22078	2.41649	0.93957	0.104367
326	rho0	-84	113	23	-0.16434	0.420217	1.74293	2.08874	1.05897	0.523475
327	u	-71	2	245	0.12539	0.177111	-1.71853	1.7624	0.325	0.220792
328	g	-71	21	244	0.072981	-0.478104	0.666158	0.82321	0	0.483642
329	ud_0	-71	2101	246	-0.123963	-0.186461	-3.8438	3.9048	0.65	0.227076
330	rho+	-83	213	327	-0.139957	0.491062	-1.33886	1.69144	0.898707	0.602736
331	pi-	83	-211	327	0.285941	-0.304688	-2.2223	2.26555	0.13957	0.418644
332	eta	-84	221	327	-0.0693754	-0.813011	-0.11718	0.989783	0.54785	0.979732
333	p+	84	2212	327	-0.00220045	0.139183	-1.21783	1.54364	0.93827	0.0687479
334	d	-71	1	20	-0.0131558	-0.75228	-0.0120828	0.821672	0.33	0.821566
335	g	-71	21	15	0.736347	1.81866	1.6535	2.56589	0	1.96207
336	ud_0	-71	2101	17	0.105038	-0.403487	2.69636	2.78923	0.57933	0.42623
