Particle List (1st event only)
******************************************************
JobID: 20200428	No. Events: 10000	SNN: 7.7

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

I	particle/jet	status	KF	orig	p_x	p_y	p_z	E	m
=========================================================
1	system	-11	90	0	0	0	0	1970	1970
2	197Au	-12	1000791970	0	0	0	967.762	985	183.473
3	197Au	-12	1000791970	0	0	0	-967.762	985	183.473
4	n0	-13	2112	1	0	0	4.91093	5	0.93957
5	n0	-13	2112	2	0	0	-4.91093	5	0.93957
6	u	-21	2	9	0	0	2.32658	2.32658	0
7	u	-21	2	10	0	0	-2.16204	2.16204	0
8	u	-23	2	5	-0.951053	0.781312	1.92913	2.31201	0.33
9	u	-23	2	5	0.951053	-0.781312	-1.76459	2.17661	0.33
10	u	-61	2	3	0.156133	0.986662	2.02884	2.26143	0
11	u	-61	2	4	0.0102455	-1.23737	-1.86392	2.23728	0
12	u	-62	2	7	-0.815641	1.47876	1.32588	2.17229	0.33
13	u	-62	2	8	0.982019	-1.72947	-1.16097	2.32641	0.33
14	dd_1	-63	1103	3	-0.0556025	-1.08941	1.97095	2.38107	0.77133
15	dd_1	-63	1103	4	-0.0102455	1.23737	-2.4729	2.87078	0.77133
16	p+	-13	2212	2	0	0	-4.91118	5	0.93827
17	p_diffr+	-15	9902210	15	0.116035	0.193482	-4.70906	5.08171	1.89674
18	u	-24	2	16	0.133298	0.222592	-0.0890858	0.418552	0.316124
19	ud_0	-63	2101	16	-0.0172631	-0.0291097	-4.61997	4.66316	0.632247
20	n0	-13	2112	2	0	0	-4.91118	5	0.93827
21	p_diffr+	-15	9902210	19	-0.216565	-0.0907302	-4.77625	5.16774	1.95904
22	u	-24	2	20	-0.24447	-0.102605	-0.0804564	0.427074	0.325
23	dd_1	-63	1103	20	0.0279051	0.0118751	-4.6958	4.74067	0.65
24	p+	-13	2212	1	0	0	4.91118	5	0.93827
25	n0	-13	2112	2	0	0	-4.91118	5	0.93827
26	g	-21	21	29	0	0	0.06568	0.06568	0
27	d	-21	1	30	0	0	-0.732316	0.732316	0
28	g	-23	21	25	-0.0908329	-0.00460834	-0.195681	0.215784	0
29	d	-23	1	25	0.0908329	0.00460834	-0.470955	0.582212	0.33
30	g	-61	21	23	-0.040394	0.257849	-0.158663	0.305437	0
31	d	-61	1	24	-0.0372505	-0.036086	-0.597594	0.59984	0
32	g	-62	21	27	-0.108307	0.0268474	-0.200956	0.229857	0
33	d	-62	1	28	0.0306623	0.194916	-0.555302	0.67542	0.33
