Particle List (1st event only)
******************************************************
JobID: 20200428	No. Events: 10000	SNN: 27

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

I	particle/jet	status	KF	orig	p_x	p_y	p_z	E	m
=========================================================
1	system	-11	90	0	0	0	0	5319	5319
2	197Au	-12	1000791970	0	0	0	2653.16	2659.5	183.473
3	197Au	-12	1000791970	0	0	0	-2653.16	2659.5	183.473
4	n0	-13	2112	1	0	0	13.4673	13.5	0.93957
5	n0	-13	2112	2	0	0	-13.4673	13.5	0.93957
6	d	-21	1	42	0	0	4.23823	4.23823	0
7	g	-21	21	43	0	0	-1.91228	1.91228	0
8	d	-23	1	5	0.819725	0.718147	3.9967	4.15574	0.33
9	g	-23	21	5	-0.819725	-0.718147	-1.67075	1.99477	0
10	d	-31	1	48	0	0	0.545633	0.545633	0
11	sbar	-31	-3	49	0	0	-3.98294	3.98294	0
12	d	-33	1	9	0.278632	0.92148	-0.103745	1.02295	0.33
13	sbar	-33	-3	9	-0.278632	-0.92148	-3.33356	3.50562	0.5
14	d	-51	1	7	1.35716	0.163339	3.03751	3.34723	0.33
15	g	-51	21	7	-0.648903	0.457154	0.731996	1.07976	0
16	g	-52	21	8	-0.708258	-0.620493	-1.44356	1.72352	0
17	d	-51	1	11	-0.338521	0.881245	-1.55088	1.84535	0.33
18	g	-51	21	11	0.489927	-0.380522	0.0437228	0.621881	0
19	sbar	-52	-3	12	-0.151406	-0.500723	-1.93015	2.06134	0.5
20	g	-51	21	15	-1.09689	-0.232732	-1.49562	1.86928	0
21	g	-51	21	15	-0.00362329	-0.111417	0.494535	0.506944	0
22	g	-52	21	14	-0.256649	0.18081	0.289513	0.427059	0
23	g	-31	21	53	0	0	0.282554	0.282554	0
24	s	-31	3	54	0	0	-1.08907	1.08907	0
25	g	-33	21	22	0.36412	-0.114294	-0.0455473	0.384345	0
26	s	-33	3	22	-0.36412	0.114294	-0.760965	0.987276	0.5
27	g	-31	21	57	0	0	2.64919	2.64919	0
28	g	-31	21	58	0	0	-0.0630644	0.0630644	0
29	g	-33	21	26	0.380639	0.0304826	0.809361	0.894919	0
30	g	-33	21	26	-0.380639	-0.0304826	1.77677	1.81734	0
31	u	-31	2	61	0	0	0.363474	0.363474	0
32	g	-31	21	62	0	0	-0.470956	0.470956	0
33	u	-33	2	30	-0.174295	-0.103323	0.22294	0.44683	0.33
34	g	-33	21	30	0.174295	0.103323	-0.330422	0.387599	0
35	g	-31	21	65	0	0	2.22196	2.22196	0
36	g	-31	21	66	0	0	-0.0388535	0.0388535	0
37	g	-33	21	34	0.175768	-0.14337	0.373014	0.436565	0
38	g	-33	21	34	-0.175768	0.14337	1.81009	1.82425	0
39	g	-31	21	69	0	0	0.228622	0.228622	0
40	u	-31	2	70	0	0	-0.593178	0.593178	0
41	g	-33	21	38	-0.153394	0.0535098	0.128165	0.206928	0
42	u	-33	2	38	0.153394	-0.0535098	-0.492721	0.614872	0.33
43	d	-61	1	3	1.49952	0.288353	4.29848	4.56165	0
44	g	-61	21	4	0.37389	-0.314632	-1.84984	1.9133	0
45	d	-62	1	13	2.5605	0.344127	2.97197	3.95172	0.33
46	g	-62	21	19	-0.735551	-0.487435	-1.33245	1.59814	0
47	g	-62	21	21	-0.127836	0.194744	0.293904	0.375029	0
48	g	-62	21	20	0.176294	-0.0777146	0.51521	0.550055	0
49	d	-61	1	3	-0.529635	-0.197975	0.405605	0.695861	0
50	sbar	-61	-3	4	0.117743	0.0385196	-3.88127	3.88324	0
51	d	-62	1	16	-0.430943	0.844351	-1.55049	1.84704	0.33
52	sbar	-62	-3	18	-0.151276	-0.503592	-2.06223	2.18616	0.5
53	g	-62	21	17	0.170328	-0.500214	0.137061	0.545904	0
54	g	-61	21	3	-0.710654	0.116465	-0.152255	0.736053	0
55	s	-61	3	4	0.224901	0.157973	-0.750493	0.799234	0
56	g	-62	21	24	-0.123342	-0.0574022	0.192	0.235313	0
57	s	-62	3	25	-0.362411	0.33184	-1.09475	1.29997	0.5
58	g	-61	21	3	-0.428197	-0.100518	3.21848	3.2484	0
59	g	-61	21	4	-0.521047	0.0313993	0.750603	0.914265	0
60	g	-62	21	28	0.0890741	0.0579887	0.0738848	0.129444	0
61	g	-62	21	29	-1.03832	-0.127107	3.8952	4.03322	0
62	u	-61	2	3	-0.538316	0.103212	0.146631	0.567395	0
63	g	-61	21	4	-0.338024	-0.575624	-0.314782	0.738032	0
64	u	-62	2	32	-0.85307	-0.18604	0.0646437	0.935638	0.33
65	g	-62	21	33	-0.0232703	-0.286373	-0.232795	0.36979	0
66	g	-61	21	3	-0.116299	-0.0207784	1.91668	1.92031	0
67	g	-61	21	4	0.220165	0.0552788	0.303972	0.379378	0
68	g	-62	21	36	0.311652	-0.10627	0.977715	1.03167	0
69	g	-62	21	37	-0.207785	0.140771	1.24293	1.26802	0
70	g	-61	21	3	0.198436	0.458273	0.0884144	0.507157	0
71	u	-61	2	4	-0.0319604	0.480154	-0.684611	0.836816	0
72	g	-62	21	40	-0.00169524	0.427253	0.0623053	0.431775	0
73	u	-62	2	41	0.16817	0.511175	-0.658502	0.912198	0.33
74	u	-63	2	3	0.154419	-0.688321	-2.20432	2.33785	0.33
75	ubar	-63	-2	3	0.146115	-0.248768	0.64551	0.780268	0.33
76	dd_1	-63	1103	4	-0.0456675	0.126931	-2.19036	2.32612	0.77133
77	p+	-13	2212	2	0	0	-13.4674	13.5	0.93827
78	p_diffr+	-15	9902210	76	0.324614	0.290057	-13.2138	13.3547	1.88499
79	g	-24	21	77	0.272563	0.244092	-0.678427	0.770802	0
80	u	-63	2	77	0.12626	-0.151192	-6.84495	6.85499	0.314165
81	ud_0	-63	2101	77	-0.0742085	0.197158	-5.69042	5.72888	0.62833
82	p+	-13	2212	1	0	0	13.4674	13.5	0.93827
83	n0	-13	2112	2	0	0	-13.4673	13.5	0.93957
84	u	-21	2	87	0	0	5.55391	5.55391	0
85	u	-21	2	88	0	0	-2.64099	2.64099	0
86	u	-23	2	83	1.08505	0.0278955	5.37002	5.48855	0.33
87	u	-23	2	83	-1.08505	-0.0278955	-2.4571	2.70635	0.33
88	u	-61	2	81	0.0731906	-0.0614415	5.5346	5.53543	0
89	u	-61	2	82	0.589011	0.331061	-2.60902	2.69509	0
90	u	-62	2	85	1.17141	-0.0251819	5.46711	5.60099	0.33
91	u	-62	2	86	-0.509205	0.294802	-2.54153	2.62953	0.33
92	ud_0	-63	2101	81	-0.0731906	0.0614415	7.88682	7.90865	0.57933
93	dd_1	-63	1103	82	-0.589011	-0.331061	-10.8123	10.8608	0.77133
94	n0	-13	2112	1	0	0	13.4674	13.5	0.93827
95	n0	-13	2112	2	0	0	-13.4674	13.5	0.93827
96	g	-21	21	111	0	0	0.784123	0.784123	0
97	g	-21	21	112	0	0	-0.693632	0.693632	0
98	g	-23	21	95	0.170467	0.636243	-0.287083	0.718527	0
99	g	-23	21	95	-0.170467	-0.636243	0.377574	0.759228	0
100	g	-31	21	115	0	0	0.188323	0.188323	0
101	d	-31	1	116	0	0	-1.63693	1.63693	0
102	g	-33	21	99	-0.186661	0.298939	-0.0631024	0.358035	0
103	d	-33	1	99	0.186661	-0.298939	-1.3855	1.46722	0.33
104	u	-31	2	119	0	0	3.76777	3.76777	0
105	g	-31	21	120	0	0	-0.0938086	0.0938086	0
106	u	-33	2	103	0.0363436	-0.315747	3.43117	3.46162	0.33
107	g	-33	21	103	-0.0363436	0.315747	0.242796	0.399959	0
108	g	-31	21	123	0	0	1.74177	1.74177	0
109	g	-31	21	124	0	0	-0.0387108	0.0387108	0
110	g	-33	21	107	0.0923388	0.199023	1.32768	1.34569	0
111	g	-33	21	107	-0.0923388	-0.199023	0.375375	0.43479	0
112	g	-61	21	93	0.625442	0.193423	0.721942	0.974571	0
113	g	-61	21	94	0.354716	-0.39647	-0.612581	0.811336	0
