Particle List (1st event only)
******************************************************
JobID: 20200425	No. Events: 1000	SNN: 7.7

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

I	particle/jet	status	KF	orig	p_x	p_y	p_z	E	m
=========================================================
1	system	-11	90	0	0	0	0	1970	1970
2	197Au	-12	1000791970	0	0	0	967.762	985	183.473
3	197Au	-12	1000791970	0	0	0	-967.762	985	183.473
4	p+	-13	2212	1	0	0	4.91118	5	0.93827
5	n0	-13	2112	2	0	0	-4.91093	5	0.93957
6	g	-21	21	17	0	0	1.62637	1.62637	0
7	g	-21	21	22	0	0	-2.69209	2.69209	0
8	g	-23	21	5	-1.22192	0.409273	-2.23404	2.57905	0
9	g	-23	21	5	1.22192	-0.409273	1.16831	1.73941	0
10	g	-51	21	8	0.916013	0.507671	-0.617877	1.21597	0
11	g	-51	21	8	-0.0804536	-0.787536	1.07981	1.33891	0
12	g	-52	21	7	-0.835559	0.279865	-1.52766	1.76358	0
13	g	-51	21	10	-0.289322	-0.511696	1.17584	1.31459	0
14	g	-51	21	10	-0.153647	-0.154418	-0.758819	0.789467	0
15	g	-52	21	11	-0.473044	0.158443	-0.864868	0.998434	0
16	g	-51	21	9	0.656567	1.11535	0.122258	1.30002	0
17	g	-51	21	9	0.259446	-0.607682	0.00467743	0.660766	0
18	g	-53	21	21	0	-2.77556e-17	2.37118	2.37118	0
19	g	-51	21	12	0.163782	0.195929	1.18519	1.21239	0
20	g	-51	21	12	-0.266022	-0.389816	0.0254867	0.472624	0
21	g	-52	21	15	0.469485	0.797545	0.0874215	0.929589	0
22	g	-61	21	3	-0.197807	-0.254409	2.36112	2.38301	0
23	g	-61	21	4	0.235855	-0.249157	-2.68363	2.70548	0
24	g	-62	21	14	-0.395349	0.0659704	-0.901507	0.986594	0
25	g	-62	21	20	0.461794	0.707832	0.132627	0.855493	0
26	g	-62	21	18	0.0642599	0.0669742	1.1956	1.1992	0
27	g	-62	21	13	-0.086454	-0.228432	-0.770732	0.808507	0
28	g	-62	21	16	0.259817	-0.676824	0.0219957	0.725314	0
29	g	-62	21	19	-0.266021	-0.439085	-0.000495346	0.513384	0
30	uu_1	-63	2203	3	-0.0787933	0.397817	2.05279	2.2301	0.77133
31	d	-63	1	3	0.465273	-0.03049	-0.426306	0.712773	0.33
32	u	-63	2	4	-0.268514	-0.0605226	-0.400452	0.587388	0.33
33	dd_1	-63	1103	4	0.0326587	0.309679	-1.04132	1.33277	0.77133
34	n0	-13	2112	2	0	0	-4.91118	5	0.93827
