Particle List (1st event only)
******************************************************
JobID: 20200430	No. Events: 100000	SNN: 200

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

I	particle/jet	status	KF	orig	p_x	p_y	p_z	E	m
=========================================================
0	system	-11	90	0	0	0	0	39400	39400	-nan
1	197Au	-12	1000791970	0	0	0	19699.1	19700	183.473	-nan
2	197Au	-12	1000791970	0	0	0	-19699.1	19700	183.473	-1.60397e-05
3	n0	-13	2112	1	0	0	99.9956	100	0.93957	-nan
4	p+	-13	2212	2	0	0	-99.9956	100	0.93827	-0
5	g	-21	21	12	0	0	4.61462	4.61462	0	-nan
6	d	-21	1	13	0	0	-7.58701	7.58701	0	-0
7	g	-23	21	5	-0.290215	1.01614	4.51287	4.63495	0	1.05677
8	d	-23	1	5	0.290215	-1.01614	-7.48525	7.56668	0.33	1.05778
9	g	-51	21	7	0.513067	-0.525324	1.07409	1.3011	0	0.734305
10	g	-51	21	7	-0.793003	1.50548	3.17382	3.60117	0	1.70156
11	d	-52	1	8	0.279936	-0.980152	-7.22029	7.29935	0.33	1.02039
12	g	-42	21	36	-6.66134e-16	-3.27516e-15	4.61462	4.61462	0	3.34221e-15
13	d	-41	1	37	6.80012e-16	3.27516e-15	-8.46248	8.46248	0	-3.34501e-15
14	g	-44	21	9	0.511081	-0.534788	1.01815	1.2585	0	0.739731
15	d	-44	1	11	0.152892	-1.58547	-7.60032	7.77244	0.33	1.59426
16	g	-44	21	10	-0.796742	1.48766	2.92092	3.37338	0	1.68758
17	g	-43	21	13	0.13277	0.632598	-0.186609	0.672779	0	0.646381
18	g	-51	21	16	-0.886773	1.9981	2.18423	3.09025	0	2.18604
19	g	-51	21	16	0.0981373	-0.593726	0.337935	0.690175	0	0.601782
20	d	-52	1	15	0.144785	-1.50219	-7.20157	7.36539	0.33	1.51067
21	g	-51	21	19	-0.649665	-0.19746	-0.276284	0.733067	0	0.67901
22	g	-51	21	19	0.770739	-0.63547	-0.541753	1.13638	0	0.99893
23	d	-52	1	20	0.121848	-1.26298	-6.04559	6.18612	0.33	1.27066
