Particle List (1st event only)
******************************************************
JobID: 20200430	No. Events: 1000	SNN: 130

Simulation Parameters:
Version: Pythia8 Angantyr
Type of Cut: pseudorapidity (n)
Cut: 0.1
Calorimeter (r=regular, c=calorimeter): r
Counting method: d

I	particle/jet	status	KF	orig	p_x	p_y	p_z	E	m
=========================================================
0	system	-11	90	0	0	0	0	25610	25610	-nan
1	197Au	-12	1000791970	0	0	0	12803.7	12805	183.473	-nan
2	197Au	-12	1000791970	0	0	0	-12803.7	12805	183.473	-1.60397e-05
3	n0	-13	2112	1	0	0	64.9932	65	0.93957	-nan
4	p+	-13	2212	2	0	0	-64.9932	65	0.93827	-0
5	g	-21	21	29	0	0	0.381253	0.381253	0	-nan
6	g	-21	21	30	0	0	-20.2709	20.2709	0	-0
7	g	-23	21	5	1.01525	-0.404425	-0.450068	1.18188	0	1.09283
8	g	-23	21	5	-1.01525	0.404425	-19.4396	19.4703	0	1.09283
9	g	-51	21	8	-0.48484	0.779144	-3.01212	3.14881	0	0.917679
10	g	-51	21	8	-0.369525	-0.438806	-16.4988	16.5087	0	0.573672
11	g	-52	21	7	0.854365	-0.340338	-0.378748	0.994595	0	0.919657
12	g	-51	21	10	0.0567353	0.21089	-12.8768	12.8786	0	0.218388
13	g	-51	21	10	-0.328525	-0.68863	-3.66534	3.74391	0	0.76298
14	g	-52	21	11	0.756629	-0.301405	-0.335421	0.880817	0	0.814452
15	g	-31	21	36	0	0	4.99167	4.99167	0	-nan
16	g	-31	21	37	0	0	-4.07251	4.07251	0	-0
17	g	-33	21	15	-0.559857	-0.166106	4.95349	4.9878	0	0.583979
18	g	-33	21	15	0.559857	0.166106	-4.03433	4.07638	0	0.583979
19	g	-51	21	14	0.0847927	0.339392	-0.281021	0.44872	0	0.349824
20	g	-51	21	14	0.578824	-0.835761	-1.09213	1.49208	0	1.01663
21	g	-52	21	13	-0.235513	-0.493665	-2.62761	2.68394	0	0.546965
22	g	-51	21	17	-0.95419	-0.323691	4.09939	4.22141	0	1.0076
23	g	-51	21	17	0.408609	0.161821	0.751226	0.870338	0	0.439486
24	g	-52	21	18	0.545581	0.16187	-3.93146	3.97243	0	0.569087
25	g	-31	21	41	0	0	1.70471	1.70471	0	-nan
26	g	-31	21	42	0	0	-0.184217	0.184217	0	-0
27	g	-33	21	25	0.27461	0.0370104	-0.0606794	0.283659	0	0.277093
28	g	-33	21	25	-0.27461	-0.0370104	1.58117	1.60527	0	0.277093
29	g	-61	21	3	0.4752	-0.426764	0.105865	0.647418	0	0.638704
30	g	-61	21	4	0.394927	0.819359	-20.2865	20.3069	0	0.90957
31	g	-62	21	19	0.195133	0.254192	-0.19264	0.373899	0	0.320454
32	g	-62	21	9	-0.350762	0.799137	-2.30704	2.46659	0	0.872728
33	g	-62	21	12	0.308032	0.726676	-12.7971	12.8214	0	0.789266
34	g	-62	21	21	-0.14816	-0.411302	-2.79868	2.83261	0	0.437173
35	g	-62	21	20	0.865884	-0.976108	-2.08521	2.45981	0	1.30481
